날짜,NOK/USD,USD/KRW,NOK/KRW,dNOK/KRW
2023-04-25,0.0950326398,1332.800049,126.659507,0.008460760891
2023-04-26,0.09376104921,1341.0,125.733567,-0.007310465656
2023-04-27,0.09412030876,1337.829956,125.9169685,0.001458652136
2023-04-28,0.09426919371,1339.390015,126.2632167,0.002749813776
2023-05-01,0.09369841218,1337.170044,125.2907099,-0.007702217918
2023-05-02,0.09313032776,1342.790039,125.0544765,-0.001885482811
2023-05-03,0.09256517142,1342.300049,124.2502341,-0.006431135914
2023-05-04,0.09291365743,1335.22998,124.061101,-0.001522195331
2023-05-05,0.09365049005,1320.150024,123.6326967,-0.003453171606
2023-05-08,0.09459932148,1316.959961,124.5835187,0.007690700213
2023-05-09,0.09523428977,1322.410034,125.9387804,0.01087833825
2023-05-10,0.09464516491,1326.050049,125.5042255,-0.003450524422
2023-05-11,0.09524717182,1318.050049,125.5405395,0.0002893442085
2023-05-12,0.09370455891,1329.880005,124.6158193,-0.007365909145
2023-05-15,0.09367857128,1341.52002,125.6716788,0.008472917205
2023-05-16,0.09439581633,1335.400024,126.0561754,0.003059532998
2023-05-17,0.09328645468,1342.430054,125.2305404,-0.006549739117
2023-05-18,0.09284102917,1334.150024,123.8638613,-0.01091330461
2023-05-19,0.09162291884,1334.73999,122.2927738,-0.01268398635
2023-05-22,0.09200647473,1324.209961,121.8358903,-0.003735981093
2023-05-23,0.09171838313,1313.829956,120.5023593,-0.01094530542
2023-05-24,0.09127835929,1319.839966,120.4728266,-0.0002450796076
2023-05-25,0.09131877869,1318.52002,120.4056379,-0.0005577087031
2023-05-26,0.09046900272,1330.890015,120.4042924,-1.117478063e-05
2023-05-29,0.0902787745,1322.430054,119.3873646,-0.00844594266
2023-05-30,0.08997255564,1324.589966,119.1767444,-0.001764175087
2023-05-31,0.08943184465,1319.790039,118.0312577,-0.009611662543
2023-06-01,0.09038975835,1321.73999,119.4717583,0.01220439905
2023-06-02,0.09048062563,1312.849976,118.7874871,-0.005727472148
2023-06-05,0.09093802422,1305.140015,118.6868543,-0.0008471673633
2023-06-06,0.09064556658,1299.790039,117.8202045,-0.007301985905
2023-06-07,0.09015994519,1299.199951,117.1357964,-0.005808919986
2023-06-08,0.0905527249,1308.339966,118.473749,0.01142223514
2023-06-09,0.09174817055,1296.329956,118.9359019,0.003900888672
2023-06-12,0.09300076216,1286.689941,119.6631452,0.006114581934
2023-06-13,0.09268853813,1284.579956,119.0658382,-0.004991570096
2023-06-14,0.09396217763,1267.619995,119.1083352,0.0003569194277
2023-06-15,0.09402472526,1273.98999,119.7865588,0.005694174626
2023-06-16,0.09525805712,1270.050049,120.9825001,0.009983935522
2023-06-19,0.09465215355,1276.310059,120.8054956,-0.001463058275
2023-06-20,0.09357749671,1283.23999,120.082386,-0.005985735008
