날짜,방어(자연)_대,d방어(자연)_대
2022-08-06,20394,0.0
2022-08-08,20394,0.0
2022-08-16,8200,-0.5979209571
2022-08-17,8200,0.0
2022-08-18,8200,0.0
2022-08-19,8200,0.0
2022-08-20,8000,-0.0243902439
2022-08-22,6936,-0.133
2022-08-23,2725,-0.6071222607
2022-08-24,2725,0.0
2022-08-25,2725,0.0
2022-08-26,2725,0.0
2022-08-27,6438,1.362568807
2022-08-29,16000,1.485243865
2022-08-30,11745,-0.2659375
2022-08-31,11745,0.0
2022-09-01,13309,0.1331630481
2022-09-02,7000,-0.4740401232
2022-09-03,7000,0.0
2022-09-15,7216,0.03085714286
2022-09-16,7673,0.06333148559
2022-09-17,4723,-0.3844650072
2022-09-19,8584,0.8174888842
2022-09-20,8584,0.0
2022-09-21,10000,0.1649580615
2022-09-22,5500,-0.45
2022-09-23,19984,2.633454545
2022-09-24,22289,0.1153422738
2022-09-26,12891,-0.4216429629
2022-09-27,13830,0.07284151734
2022-09-28,12319,-0.1092552422
2022-09-29,12319,0.0
2022-09-30,7484,-0.3924831561
2022-10-01,7484,0.0
2022-10-03,6997,-0.06507215393
2022-10-04,6997,0.0
2022-10-05,7187,0.02715449478
2022-10-06,7187,0.0
2022-10-07,9508,0.3229442048
2022-10-08,11668,0.227177114
2022-10-10,7660,-0.3435035996
2022-10-12,5317,-0.3058746736
2022-10-13,6569,0.2354711303
2022-10-14,6145,-0.06454559294
2022-10-15,6263,0.01920260374
2022-10-17,10562,0.6864122625
2022-10-18,9799,-0.07224010604
2022-10-19,6018,-0.3858556996
2022-10-20,8124,0.3499501496
2022-10-21,7533,-0.07274741507
2022-10-22,8370,0.1111111111
2022-10-24,16966,1.027001195
2022-10-25,17239,0.01609100554
2022-10-26,17239,0.0
2022-10-27,17498,0.01502407332
2022-10-28,17390,-0.006172133958
2022-10-29,17390,0.0
2022-10-31,17085,-0.01753881541
2022-11-01,17085,0.0
2022-11-02,19180,0.1226221832
2022-11-03,19180,0.0
2022-11-04,18069,-0.05792492179
2022-11-05,17622,-0.02473850241
2022-11-07,20011,0.1355691749
2022-11-08,23000,0.1493678477
2022-11-09,23000,0.0
2022-11-10,22876,-0.005391304348
2022-11-11,22792,-0.003671970624
2022-11-12,21188,-0.07037557038
2022-11-14,17680,-0.1655654144
2022-11-15,21604,0.2219457014
2022-11-16,20611,-0.04596371042
2022-11-17,20611,0.0
2022-11-18,16342,-0.2071224104
2022-11-19,16342,0.0
2022-11-21,18316,0.1207930486
2022-11-22,18353,0.002020091723
2022-11-23,19306,0.05192611562
2022-11-24,20010,0.03646534756
2022-11-25,20999,0.04942528736
2022-11-26,21919,0.04381161008
2022-11-28,21919,0.0
2022-11-29,19369,-0.1163374242
2022-11-30,19369,0.0
2022-12-01,17024,-0.1210697506
2022-12-02,18768,0.102443609
2022-12-03,18768,0.0
2022-12-05,20412,0.08759590793
2022-12-06,20402,-0.0004899078973
2022-12-07,19150,-0.06136653269
2022-12-08,19150,0.0
2022-12-09,17214,-0.1010966057
2022-12-10,17214,0.0
2022-12-12,18207,0.05768560474
2022-12-13,19730,0.08364914593
2022-12-14,17189,-0.1287886467
2022-12-15,16616,-0.03333527256
2022-12-16,18287,0.1005657198
2022-12-17,15811,-0.1353967299
2022-12-19,20723,0.3106697869
2022-12-20,21361,0.03078704821
2022-12-21,20046,-0.06156078835
2022-12-22,19774,-0.01356879178
2022-12-23,19169,-0.03059573177
2022-12-24,17964,-0.06286191246
2022-12-26,21932,0.2208862169
2022-12-27,21932,0.0
2022-12-28,18910,-0.1377895313
2022-12-29,18048,-0.04558434691
2022-12-30,19051,0.05557402482
2022-12-31,19683,0.0331741116
