날짜,우럭_대,우럭_중,우럭_소,d우럭_대,d우럭_중,d우럭_소
2021-08-12,10696,9490,9063,0.5236467236,0.774163395,1.014
2021-08-13,10696,9490,9063,0,0,0
2021-08-14,10696,9490,9063,0,0,0
2021-08-27,10636,9120,8000,-0.005609573672,-0.03898840885,-0.1172900805
2021-08-28,10636,9120,8000,0,0,0
2021-08-30,10636,9120,8000,0,0,0
2021-08-31,11215,11000,10810,0.05443775856,0.2061403509,0.35125
2021-09-13,9500,9500,9500,-0.1529201962,-0.1363636364,-0.1211840888
2021-09-14,9500,9500,9500,0,0,0
2021-09-15,9500,9500,9500,0,0,0
2021-09-16,9500,9500,9500,0,0,0
2021-09-17,9500,9500,9500,0,0,0
2021-09-18,9500,9500,9500,0,0,0
2021-09-24,11514,10908,10550,0.212,0.1482105263,0.1105263158
2021-09-25,11514,10908,10550,0,0,0
2021-09-27,11514,10908,10550,0,0,0
2021-09-28,11514,10908,10550,0,0,0
2021-09-29,11514,10908,10550,0,0,0
2021-09-30,11000,11000,11000,-0.04464130624,0.008434176751,0.04265402844
2021-10-01,15631,14076,12295,0.421,0.2796363636,0.1177272727
2021-10-02,15631,14076,12295,0,0,0
2021-10-04,12480,11420,10890,-0.2015865907,-0.1886899687,-0.1142740952
2021-10-05,12480,11420,10890,0,0,0
2021-10-06,12480,11420,10890,0,0,0
2021-10-07,12480,11420,10890,0,0,0
2021-10-15,14000,14000,14000,0.1217948718,0.2259194396,0.2855831038
2021-10-16,14000,14000,14000,0,0,0
2021-10-18,13708,12000,11824,-0.02085714286,-0.1428571429,-0.1554285714
2021-10-19,13708,12000,11824,0,0,0
2021-10-20,13708,12000,11824,0,0,0
2021-10-21,13708,12000,11824,0,0,0
2021-10-22,13708,12000,11824,0,0,0
2021-10-23,13708,12000,11824,0,0,0
2021-10-25,13708,12000,11824,0,0,0
2021-11-08,12593,12053,12000,-0.08133936388,0.004416666667,0.0148849797
2021-11-18,11000,10636,6609,-0.1264988486,-0.1175640919,-0.44925
2021-11-19,10000,10000,10000,-0.09090909091,-0.05979691613,0.513088213
2021-11-20,10000,10000,10000,0,0,0
2021-11-22,8000,8000,8000,-0.2,-0.2,-0.2
2021-11-23,8000,8000,8000,0,0,0
2021-11-24,8000,8000,8000,0,0,0
2021-11-25,8000,8000,8000,0,0,0
2021-11-26,8000,8000,8000,0,0,0
2021-11-27,8000,8000,8000,0,0,0
2021-11-29,8000,8000,8000,0,0,0
2021-11-30,8000,8000,8000,0,0,0
2021-12-09,10665,8526,7878,0.333125,0.06575,-0.01525
2021-12-10,10665,8526,7878,0,0,0
2021-12-11,10665,8526,7878,0,0,0
2021-12-13,10665,8526,7878,0,0,0
2021-12-14,10665,8526,7878,0,0,0
2021-12-15,10665,8526,7878,0,0,0
2022-01-05,10300,7553,6200,-0.03422409752,-0.1141215107,-0.2129982229
2022-01-06,10300,7553,6200,0,0,0
2022-01-18,11750,11000,10333,0.140776699,0.4563749504,0.6666129032
2022-01-19,11750,11000,10333,0,0,0
2022-01-20,11750,11000,10333,0,0,0
2022-01-21,11750,11000,10333,0,0,0
2022-01-22,11750,11000,10333,0,0,0
2022-01-24,11750,11000,10333,0,0,0
2022-01-25,11750,11000,10333,0,0,0
2022-01-26,11750,11000,10333,0,0,0
2022-02-05,10604,9509,7779,-0.09753191489,-0.1355454545,-0.2471692635
2022-02-07,10604,9509,7779,0,0,0
2022-02-08,10604,9509,7779,0,0,0
2022-02-09,10604,9509,7779,0,0,0
2022-02-10,10604,9509,7779,0,0,0
2022-02-11,10604,9509,7779,0,0,0
2022-02-12,10604,9509,7779,0,0,0
2022-02-14,10604,9509,7779,0,0,0
2022-02-15,10604,9509,7779,0,0,0
2022-02-16,10604,9509,7779,0,0,0
2022-02-17,10604,9509,7779,0,0,0
2022-02-18,10604,9509,7779,0,0,0
2022-02-19,10604,9509,7779,0,0,0
2022-02-21,10604,9509,7779,0,0,0
2022-02-22,10604,9509,7779,0,0,0
2022-02-23,10604,9509,7779,0,0,0
2022-02-24,10604,9509,7779,0,0,0
2022-02-25,10604,9509,7779,0,0,0
2022-02-26,10604,9509,7779,0,0,0
2022-02-28,10604,9509,7779,0,0,0
2022-03-01,10604,9509,7779,0,0,0
2022-03-02,10000,10000,10000,-0.05695963787,0.05163529288,0.2855122766
2022-03-03,10000,10000,10000,0,0,0
2022-03-04,10000,10000,10000,0,0,0
2022-03-05,10000,10000,10000,0,0,0
2022-03-07,10000,10000,10000,0,0,0
2022-03-08,8667,8000,7564,-0.1333,-0.2,-0.2436
2022-03-09,8667,8000,7564,0,0,0
2022-03-10,8667,8000,7564,0,0,0
2022-03-11,8667,8000,7564,0,0,0
2022-03-12,8667,8000,7564,0,0,0
2022-03-14,8667,8000,7564,0,0,0
2022-03-15,8667,8000,7564,0,0,0
2022-03-16,8667,8000,7564,0,0,0
2022-03-17,8667,8000,7564,0,0,0
2022-03-18,8667,8000,7564,0,0,0
2022-03-19,8667,8000,7564,0,0,0
2022-03-21,8667,8000,7564,0,0,0
2022-03-22,8667,8000,7564,0,0,0
2022-03-23,8667,8000,7564,0,0,0
2022-03-24,8667,8000,7564,0,0,0
2022-03-25,8667,8000,7564,0,0,0
2022-03-26,8667,8000,7564,0,0,0
2022-03-28,8667,8000,7564,0,0,0
2022-03-29,8667,8000,7564,0,0,0
2022-03-30,8667,8000,7564,0,0,0
2022-03-31,8667,8000,7564,0,0,0
2022-04-01,8667,8000,7564,0,0,0
2022-04-02,8667,8000,7564,0,0,0
2022-04-04,8667,8000,7564,0,0,0
2022-04-05,14146,14000,14000,0.6321679935,0.75,0.8508725542
2022-04-06,14146,14000,14000,0,0,0
2022-04-07,14146,14000,14000,0,0,0
2022-04-08,14146,14000,14000,0,0,0
2022-04-09,14146,14000,14000,0,0,0
2022-04-11,14146,14000,14000,0,0,0
2022-04-12,14146,14000,14000,0,0,0
2022-04-13,6500,5981,5500,-0.5405061501,-0.5727857143,-0.6071428571
2022-04-14,6500,5981,5500,0,0,0
2022-04-15,6500,5981,5500,0,0,0
2022-04-16,6500,5981,5500,0,0,0
2022-04-18,6500,5981,5500,0,0,0
2022-04-19,6500,5981,5500,0,0,0
2022-04-20,6500,5981,5500,0,0,0
2022-04-21,6500,5981,5500,0,0,0
2022-04-22,6500,5981,5500,0,0,0
2022-04-23,6500,5981,5500,0,0,0
2022-04-25,6500,5981,5500,0,0,0
2022-04-26,6500,5981,5500,0,0,0
2022-04-27,6500,5981,5500,0,0,0
2022-04-28,6500,5981,5500,0,0,0
2022-04-29,6500,5981,5500,0,0,0
2022-04-30,4500,4500,4500,-0.3076923077,-0.2476174553,-0.1818181818
2022-06-27,10000,10000,10000,1.222222222,1.222222222,1.222222222
2022-08-22,9000,8696,8016,-0.1,-0.1304,-0.1984
2022-08-23,9000,8696,8016,0,0,0
2022-08-24,9000,8696,8016,0,0,0
2022-08-25,9000,8696,8016,0,0,0
2022-08-26,9000,8696,8016,0,0,0
2022-08-27,9000,8696,8016,0,0,0
2022-08-29,9000,8696,8016,0,0,0
2022-08-30,9000,8696,8016,0,0,0
2022-10-31,8000,8000,8000,-0.1111111111,-0.08003679853,-0.001996007984
2022-11-01,8000,8000,8000,0,0,0
2022-11-02,9992,9076,9000,0.249,0.1345,0.125
2022-11-03,9992,9076,9000,0,0,0
2022-11-04,9992,9076,9000,0,0,0
2022-11-05,9992,9076,9000,0,0,0
2022-11-07,9992,9076,9000,0,0,0
2022-11-08,9992,9076,9000,0,0,0
2022-11-09,9992,9076,9000,0,0,0
2022-11-10,9992,9076,9000,0,0,0
2022-11-11,9992,9076,9000,0,0,0
2022-11-29,8000,7010,7000,-0.1993594876,-0.2276333186,-0.2222222222
2022-11-30,8000,7010,7000,0,0,0
2022-12-01,8000,7010,7000,0,0,0
2022-12-02,8000,7010,7000,0,0,0
2022-12-03,8000,7010,7000,0,0,0
2022-12-05,8000,7010,7000,0,0,0
2022-12-07,9467,7378,6394,0.183375,0.05249643367,-0.08657142857
2022-12-08,9467,7378,6394,0,0,0
2022-12-09,9467,7378,6394,0,0,0
2022-12-10,9467,7378,6394,0,0,0
2022-12-12,6131,5795,5500,-0.3523819584,-0.2145567905,-0.1398185799
2022-12-13,6131,5795,5500,0,0,0
2022-12-14,6131,5795,5500,0,0,0
2022-12-23,10300,10300,10082,0.6799869516,0.7773943054,0.8330909091
2022-12-24,10300,10300,10082,0,0,0
2022-12-26,10300,10300,10082,0,0,0
2022-12-27,10300,10300,10082,0,0,0
2022-12-28,10300,10300,10082,0,0,0
2023-02-27,8000,8000,8000,-0.2233009709,-0.2233009709,-0.2065066455
2023-02-28,8000,8000,8000,0,0,0
2023-03-01,8000,8000,8000,0,0,0
2023-03-02,8000,8000,8000,0,0,0
2023-03-03,8000,8000,8000,0,0,0
2023-03-04,8000,8000,8000,0,0,0
2023-03-06,8000,8000,8000,0,0,0
2023-03-30,10000,10000,10000,0.25,0.25,0.25
2023-03-31,10000,10000,10000,0,0,0
2023-04-01,10000,10000,10000,0,0,0
2023-04-03,10000,10000,10000,0,0,0
2023-04-04,10000,10000,10000,0,0,0
2023-06-08,10969,10158,10000,0.0969,0.0158,0
2023-06-09,12148,10886,10000,0.1074847297,0.07166765111,0
2023-06-10,12148,10886,10000,0,0,0
2023-06-12,12148,10886,10000,0,0,0
2023-06-13,10000,9871,9700,-0.1768192295,-0.0932390226,-0.03
2023-06-14,10000,9871,9700,0,0,0
2023-06-15,10000,9871,9700,0,0,0
2023-06-16,10000,9871,9700,0,0,0
2023-06-17,10000,9871,9700,0,0,0
2023-06-19,10000,9871,9700,0,0,0
2023-06-20,10000,9871,9700,0,0,0
2023-09-23,12200,12067,12000,0.22,0.2224698612,0.2371134021
2023-09-25,9133,7851,7600,-0.2513934426,-0.3493826137,-0.3666666667
2023-09-26,9133,7851,7600,0,0,0
2023-09-27,9133,7851,7600,0,0,0
2023-09-28,9133,7851,7600,0,0,0
2023-10-02,9133,7851,7600,0,0,0
2023-10-03,9133,7851,7600,0,0,0
2023-10-04,9133,7851,7600,0,0,0
2023-10-05,9133,7851,7600,0,0,0
2023-10-06,9133,7851,7600,0,0,0
2023-10-07,9133,7851,7600,0,0,0
2023-10-09,9133,7851,7600,0,0,0
2023-10-10,9133,7851,7600,0,0,0
2023-10-27,9000,9000,8357,-0.01456257528,0.1463507833,0.09960526316
2023-10-28,9000,9000,8357,0,0,0
2023-10-30,9000,9000,8357,0,0,0
2023-10-31,9000,9000,8357,0,0,0
2023-11-01,9000,9000,8357,0,0,0
2023-11-02,9000,9000,8357,0,0,0
2023-11-03,9000,9000,8357,0,0,0
2023-11-06,9000,9000,8357,0,0,0
2023-11-07,9000,9000,8357,0,0,0
2023-11-08,9000,9000,8357,0,0,0
2023-11-09,9000,9000,8357,0,0,0
2023-11-11,12886,12000,11000,0.4317777778,0.3333333333,0.3162618164
2023-11-13,13152,10431,9000,0.02064255781,-0.13075,-0.1818181818
2023-11-14,13152,10431,9000,0,0,0
2023-11-15,13152,10431,9000,0,0,0
2023-11-16,13152,10431,9000,0,0,0
2023-11-17,13152,10431,9000,0,0,0
2023-11-18,13152,10431,9000,0,0,0
2023-11-20,13152,10431,9000,0,0,0
2023-11-21,13152,10431,9000,0,0,0
2023-11-22,13152,10431,9000,0,0,0
2023-11-23,13152,10431,9000,0,0,0
2024-02-29,16188,15747,15700,0.2308394161,0.5096347426,0.7444444444
2024-03-01,16188,15747,15700,0,0,0
2024-03-02,16188,15747,15700,0,0,0
2024-03-04,16188,15747,15700,0,0,0
2024-03-19,5578,5191,4749,-0.6554237707,-0.6703499079,-0.6975159236
2024-03-20,3500,3407,3300,-0.3725349588,-0.3436717395,-0.3051168667
2024-03-21,3500,3407,3300,0,0,0
2024-03-22,3500,3407,3300,0,0,0
2024-04-09,8409,7879,6500,1.402571429,1.312591723,0.9696969697
2024-04-10,7866,7600,7558,-0.06457367107,-0.0354105851,0.1627692308
2024-04-11,7866,7600,7558,0,0,0
2024-04-12,7866,7600,7558,0,0,0
2024-05-31,10321,8138,7639,0.3121027206,0.07078947368,0.01071712093
2024-06-01,10321,8138,7639,0,0,0
2024-06-03,10321,8138,7639,0,0,0
2024-06-04,10321,8138,7639,0,0,0
2024-09-04,6370,6068,5554,-0.382811743,-0.2543622512,-0.2729414845
2024-09-05,6370,6068,5554,0,0,0
2024-09-06,6370,6068,5554,0,0,0
2024-09-07,6370,6068,5554,0,0,0
2024-09-20,5945,5455,5300,-0.06671899529,-0.1010217535,-0.04573280519
2024-09-21,5945,5455,5300,0,0,0
2024-10-21,8600,8588,8500,0.4465937763,0.574335472,0.6037735849
2024-10-22,8600,8588,8500,0,0,0
2024-10-23,8600,8588,8500,0,0,0
2024-10-24,8600,8588,8500,0,0,0
2024-10-25,8600,8588,8500,0,0,0
2024-10-26,8600,8588,8500,0,0,0
2024-10-28,8600,8588,8500,0,0,0
2024-10-29,8600,8588,8500,0,0,0
2024-10-30,8600,8588,8500,0,0,0
2024-10-31,8600,8588,8500,0,0,0
2024-11-01,8600,8588,8500,0,0,0
2024-11-02,8600,8588,8500,0,0,0
2024-11-05,8600,8588,8500,0,0,0
2024-11-06,8600,8588,8500,0,0,0
2024-11-07,8600,8588,8500,0,0,0
2024-11-08,8600,8588,8500,0,0,0
2024-11-09,8600,8588,8500,0,0,0
2024-11-11,8600,8588,8500,0,0,0
2024-11-12,8600,8588,8500,0,0,0
2024-11-13,8600,8588,8500,0,0,0
2024-11-14,8600,8588,8500,0,0,0
2024-11-15,8600,8588,8500,0,0,0
2024-11-16,8600,8588,8500,0,0,0
2024-11-18,8600,8588,8500,0,0,0
2024-11-19,8600,8588,8500,0,0,0
2024-11-20,8600,8588,8500,0,0,0
2024-11-21,8600,8588,8500,0,0,0
2024-11-22,8600,8588,8500,0,0,0
2024-11-23,8600,8588,8500,0,0,0
2024-11-25,8600,8588,8500,0,0,0
2024-11-26,8600,8588,8500,0,0,0
2024-11-27,8600,8588,8500,0,0,0
2024-11-28,8600,8588,8500,0,0,0
2024-11-29,8600,8588,8500,0,0,0
2024-11-30,8600,8588,8500,0,0,0
2024-12-02,8600,8588,8500,0,0,0
2024-12-03,8600,8588,8500,0,0,0
2024-12-04,8600,8588,8500,0,0,0
2024-12-05,8600,8588,8500,0,0,0
2024-12-06,8600,8588,8500,0,0,0
2024-12-07,8600,8588,8500,0,0,0
2024-12-09,8600,8588,8500,0,0,0
2024-12-10,8600,8588,8500,0,0,0
2024-12-11,8600,8588,8500,0,0,0
2024-12-12,8600,8588,8500,0,0,0
2024-12-13,8600,8588,8500,0,0,0
2024-12-14,8600,8588,8500,0,0,0
2024-12-16,8600,8588,8500,0,0,0
2024-12-17,8600,8588,8500,0,0,0
2024-12-18,8600,8588,8500,0,0,0
2024-12-19,8600,8588,8500,0,0,0
2024-12-20,8600,8588,8500,0,0,0
2024-12-21,8600,8588,8500,0,0,0
2024-12-23,8600,8588,8500,0,0,0
2024-12-24,8600,8588,8500,0,0,0
2024-12-25,8600,8588,8500,0,0,0
2024-12-26,8600,8588,8500,0,0,0
2024-12-27,8600,8588,8500,0,0,0
2024-12-28,8600,8588,8500,0,0,0
2024-12-30,8600,8588,8500,0,0,0
2024-12-31,8600,8588,8500,0,0,0
