date,name,20대,30대,40대,50대,60대 이상
2016-01-01,참돔,3.1810439014849887,3.5578125665191838,3.0302695139827396,3.608375212829607,1.3080157321910135
2016-01-02,참돔,3.371687110935766,3.6985293603683105,3.1997150344477796,3.968063517738949,1.3876020052633002
2016-01-03,참돔,3.387131412970561,3.5445994090296447,3.1121304118535713,3.4328902449765835,1.3876020052633002
2016-01-04,참돔,2.9415690280817204,2.9555523009560027,2.781370814106655,3.1474888438798376,1.296743128778271
2016-01-05,참돔,2.821803636371393,3.201582067741617,2.908575095278363,2.748799481865054,1.2793322608306166
2016-01-06,참돔,2.798985190747464,2.8313206919413094,2.6941055377795555,2.7188123184489674,1.0
2016-01-07,참돔,3.0495787810106796,2.980028647490801,2.7231993432291732,2.9787248693500867,1.0
2016-01-08,참돔,2.766534557386243,2.9643313142389496,2.6139411196880005,2.770948995329949,1.348440962512239
2016-01-09,참돔,3.085078062886201,3.143426768348238,2.5725536070332575,2.6339186800322456,1.145562329589566
2016-01-10,참돔,2.872835066772125,3.0840780805672896,2.4886387626623514,4.140604365409581,1.3080157321910135
2016-01-11,참돔,2.5026035604301278,3.0280528325266896,2.5663427493658566,2.3358538730192877,1.8439110684059312
2016-01-12,참돔,2.7046275741273047,2.8258661236617955,2.878267480729506,3.128532822519612,1.2109814275586035
2016-01-13,참돔,2.6545551153433147,2.87172247604635,2.6279768413911446,3.876417710809962,1.5934862575565545
2016-01-14,참돔,2.7182666916053577,2.5931495037326853,3.1009021899610465,2.635938542668848,1.8710993835611585
2016-01-15,참돔,2.948396305447223,2.7579653922055476,3.18690926766687,2.3178680074606923,1.0
2016-01-16,참돔,2.992955515908006,3.086160749729064,2.8347632413125945,2.232862626466,1.0
2016-01-17,참돔,2.8672254208724706,3.066898112923556,2.6699326723859906,3.029139879031412,1.3876020052633002
2016-01-18,참돔,2.5166613804469584,2.922444702242993,2.985942724170809,2.452926290780459,1.258398347988612
2016-01-19,참돔,2.6196923520897033,2.6876388246439062,2.7543865073947287,2.676591140503704,1.8710993835611585
2016-01-20,참돔,2.7973343000383553,2.9157523778078223,2.7594494903304874,2.8000216048965383,1.296743128778271
2016-01-21,참돔,2.9738915302739013,2.634990592732276,2.796933402402611,2.831124755550762,1.2673855299565953
2016-01-22,참돔,3.0787394491047633,2.812483388628461,2.816324539705917,3.776402922441939,1.2109814275586035
2016-01-23,참돔,3.0824820399356154,2.8550147987970647,2.7681799561310676,3.001864344478464,1.3080157321910135
2016-01-24,참돔,2.922667295598795,2.706598774775256,2.5995781975654015,2.6719665952645224,1.348440962512239
2016-01-25,참돔,2.8177012221265443,2.6867134395363275,2.6272745156886046,3.650744777560602,1.296743128778271
2016-01-26,참돔,2.788805782967973,2.6948995947448107,2.756249622164807,4.079385976742162,1.186222584205587
2016-01-27,참돔,2.8089954048184556,2.99434522208007,2.8868814775514986,2.915708191184575,1.0
2016-01-28,참돔,2.8201670191888493,2.818872652691813,2.5119528278328795,2.9174275777975636,1.1026730982929245
2016-01-29,참돔,2.7343385211587683,3.072113234203697,2.848246731302794,2.830232026738887,1.3876020052633002
2016-01-30,참돔,3.209479354584673,2.6973627591370697,2.691286274015729,3.1446076833786125,1.0964329396527486
2016-01-31,참돔,3.0627407245214746,2.8152680908879297,2.5149939855432892,2.865987866734788,1.522658421048904
2016-02-01,참돔,2.770396959738827,3.0732770632428923,2.5278479438025077,3.2079309562683873,1.11441663877356
2016-02-02,참돔,2.9342852285993737,2.893689231583622,2.8744064698918224,4.8639130107959145,1.2288372478656282
2016-02-03,참돔,2.7887854017872638,3.03323046352262,2.90618976756359,2.460152480998789,1.4219555342029655
2016-02-04,참돔,2.9587027908430787,3.0878296908164495,3.1074571035851783,2.692592976482179,1.5168011792576035
2016-02-05,참돔,3.0539775353510934,2.927914030243553,3.001381367526051,3.6084790162687206,1.1483741386307575
2016-02-06,참돔,2.859482275678265,3.3498045218291836,2.8676352739990945,3.10067451413851,1.1569878930692457
2016-02-07,참돔,3.257287809754011,3.6270632143961183,3.1098376412738826,3.530887363293007,1.3876020052633002
2016-02-08,참돔,2.8851711994895846,3.080764695852473,2.9359010284064446,3.0738948324221624,1.258398347988612
2016-02-09,참돔,3.1711863034908965,2.8649111692015845,2.93631541472193,3.137168588468745,1.2288372478656282
2016-02-10,참돔,3.130014322220989,3.173733279659122,3.139006597346448,2.8977419711249306,2.335341505260622
2016-02-11,참돔,2.7772428334690447,2.882230662266421,2.941110152612334,3.701540035241373,1.3080157321910135
2016-02-12,참돔,2.787492391708155,2.950288309299479,2.552229268856444,2.6558946198142808,1.534780338333955
2016-02-13,참돔,2.9157338528680885,2.7181811653254435,2.770062127461527,2.775427615910176,1.11441663877356
2016-02-14,참돔,2.8538451645937783,2.998832938328958,2.975932766988243,3.9401683518272774,1.8902293863348247
2016-02-15,참돔,2.5127686203003696,2.600165065557882,2.4666590272575353,2.512436526547539,1.4219555342029655
2016-02-16,참돔,2.662288007185359,2.8491537804365317,3.137566673455128,2.9700280061236497,1.9240400711975405
2016-02-17,참돔,2.933834696891613,2.7338434262840443,2.9295092000762404,3.271796468155232,1.5168011792576035
2016-02-18,참돔,2.7329678907590247,2.8204061315670264,2.462176884093454,2.7251443039159584,1.5934862575565545
2016-02-19,참돔,2.983826442347448,2.775632437467524,2.744024891285676,2.7146266846819262,1.078492584667308
2016-02-20,참돔,2.7099073536506455,2.892890163032466,2.6064962808766596,2.362395801993481,2.054885175050302
2016-02-21,참돔,2.936848173750201,2.9129438061216892,3.0796062243267697,9.233964080678069,1.4451121189257905
