월별,총지수,농축수산물,(농산물)곡물,(농산물)채소,(농산물)과실,축산물,국산쇠고기,수입쇠고기,돼지고기,닭고기,달걀,수산물,갈치,명태,조기,고등어,오징어,게,굴,조개,전복,새우,마른멸치,마른오징어,낙지,김,미역,소주,맥주,막걸리,석유류,쇠고기(외식),돼지갈비(외식),삼겹살(외식),오리고기(외식),생선초밥,생선회(외식)
2021.10 ,103.35,109.01,107.9,99.16,111.29,118.03,113.11,118.25,118.57,110.47,138.13,100.28,96.45,94.84,100.93,103.55,94.79,98.24,104.63,112.31,94.95,101.43,98.05,99.38,100.45,99.44,105.91,100.93,99.94,117.86,122.34,106.6,103.82,103.76,102.69,104.2,108.51
2021.11 ,103.87,109.47,107.52,107.04,106,116.99,112.98,123.31,115.04,111.73,134.44,101.93,95.44,95.1,99.07,104.09,97.68,96.75,138.51,114.89,95.13,101.68,97.98,100.52,100.66,99.77,105.84,101,100.01,118.45,128.67,108.25,104.69,104.7,103.06,104.68,109.95
2021.12 ,104.04,110.3,106.34,102.06,113.44,118.34,112.46,121.64,120.17,107.24,134.47,102.7,95.65,95.19,98.7,105.26,101.22,96.06,142.63,115.59,96.81,102.06,98.02,101.08,101.06,98.15,106.24,101,100,118.65,122.1,109.18,105.92,105.91,103.81,104.92,110.7
2022.01 ,104.85,112.71,104.72,108.02,122.42,117.18,113.11,125.56,114.04,113.75,133.17,102.7,97.08,95.77,99.2,104.44,102.89,96.14,133.57,117.22,98.27,102.95,98.01,100.82,101.41,98.22,106.27,101.12,100.23,119.25,121.11,110.05,107.02,106.68,104.92,105.27,110.44
2022.02 ,105.42,111.98,103.53,109.53,119.8,116.36,113.17,129.04,111.53,113.91,130,102.69,99.31,95.55,99.78,105.49,101.94,95.82,119.07,115.22,102.7,102.5,97.62,100.97,102.55,97.66,107,101.29,101.06,119.58,126.63,110.76,108.24,107.38,105.34,106.16,111.24
2022.03 ,106.1,110.2,102.54,104.47,119.19,114.3,111.26,127.3,107.26,119.35,130.87,102.91,100.07,98.17,98.62,106.7,102.84,96.12,109.09,113.45,102.32,101.24,100.58,101.55,101.69,98.61,110.61,108.86,103.45,120.04,144.02,110.98,108.92,107.76,105.58,106.99,113.37
2022.04 ,106.83,110.62,101.08,102.61,120.6,115.81,110.49,128.6,109.73,124.58,135.18,104.27,101.58,101.93,100.45,108.85,102.87,96.53,110.53,114.9,101.85,102.33,101.22,101.89,102.77,100.23,112.23,109.72,106.58,119.79,149.66,111.39,109.4,108.15,106.3,107.57,114.94
2022.05 ,107.5,112.24,99.7,98.66,118.71,124.24,109.89,131.04,132.09,122.41,137.84,104.78,101.96,104.79,99.98,111.11,102.35,96.85,111.08,114.01,98.52,102.77,101.47,101.88,102.69,101.26,113.51,109.78,107.16,120.57,150.27,112.15,110.16,109.78,107.34,108.36,115.46
2022.06 ,108.21,111.59,98.49,96.91,117.85,124.53,108.48,131.47,133.78,123.62,138.26,104.68,101.88,104.88,101.48,111.57,100,95.14,111.01,113.83,98.02,102.62,101.46,103.59,103.64,102.96,112.38,109.71,107.22,121.38,158.6,113.25,111.28,111.81,108.12,108.99,115.79
2022.07 ,108.73,114.19,97.32,113.03,121.1,122.01,108.84,131.86,126.13,126.81,137.81,103.7,101.27,105.13,100.48,109.44,94.99,94.02,110.01,115.28,97.11,102.39,101.96,104.34,103.43,104.61,113.41,109.68,106.95,121.91,158.33,113.41,112.77,113.43,109.39,109.2,116.72
2022.08 ,108.63,116.5,95.49,126.21,123.75,120.3,109.12,129.21,122.29,127.49,136.49,103.15,97.65,105.71,99.62,107.08,93.49,95.32,109.4,115.76,98.2,105.09,102.77,101.57,104.29,104.9,114.68,109.74,107.15,121.69,142.19,114.04,113.11,113.93,110.33,109.5,117.65
2022.09 ,108.82,118.59,93.92,138.29,118.12,121.59,111.23,125.12,125.75,121.95,136.75,105.03,98.23,106.98,101.59,108.1,100.25,96.05,111.41,117.01,101.7,107.75,103.4,104.29,106.06,105.3,115.7,109.58,106.96,121.63,138.33,114.36,113.69,114.68,110.76,109.81,118.15
2022.10 ,109.16,114.59,94.44,121.09,115.45,120.09,110.92,126.2,122.19,120.27,135.86,106.67,100.82,105.9,101.99,110.06,106.09,95.2,125.57,118.85,101.72,107.61,103.1,102.9,107.42,104.68,117.56,109.58,106.99,121.7,134.89,114.49,114.08,114.81,110.84,110.16,118.8
2022.11 ,109.07,109.85,97.9,104.54,106.64,118.33,109.96,124.25,118.18,123.23,136.77,108.52,101.7,105.9,101.49,112.84,112.03,93.59,142.43,119.93,103.47,108.64,103.26,104.84,107.98,105.86,117.96,109.58,107.03,121.46,135.3,114.76,114.91,115.22,111.36,110.43,120.09
2022.12 ,109.26,110.75,97.23,99.82,114.38,118.68,108.65,125.68,118.14,133.12,138.03,110.11,101.79,105.94,103.43,115,115.52,95.24,149.78,119.76,106.1,109.18,104.46,104.57,108.63,106.92,118.38,109.96,107.01,121.74,129.84,115.5,115.58,115.83,111.44,111.1,120.33
2023.01 ,110.07,113.65,95.91,113.6,117.05,117.48,108.72,122.6,116.29,134.82,134.49,110.55,99.56,107.44,101.1,118.34,118.66,96.53,136.75,119.7,106.19,110.12,104.57,105.26,108.91,109.12,118.48,110.07,107.05,121.75,126.04,115.75,116.01,116.17,112.55,111.79,120.88
2023.02 ,110.33,113.04,96.16,117.64,115.84,113.73,104.7,124.19,110.88,132.8,130.22,111.14,104.14,105.62,103.16,120.38,117.27,97.42,126.17,119.91,105.95,110.96,104.93,106.31,108.4,109.2,118.77,110.02,106.92,121.69,124.49,116.22,116.48,116.89,113.52,112.32,121.41
2023.03 ,110.52,113.3,95.82,118.92,120.18,111.98,103.17,120.29,109.24,135.11,127.1,110.56,103.42,105.04,104.29,122.52,112.79,97.79,116.79,118.15,104.3,109.97,105.41,106.72,108.98,107.89,117.95,110.07,107.17,122.05,123.01,116.27,117.26,117.02,115.14,112.47,122.42
2023.04 ,110.77,111.75,95.46,110.19,118.35,113.86,102,121.89,113.5,139.93,129.74,110.74,105.42,106.38,103.44,124.27,111.35,97.89,117.02,116.51,99.87,109.88,105.36,106.84,109.34,108.64,117.99,110.11,107.34,121.93,124.8,116.26,117.68,117.51,116.51,113.31,122.81
2023.05 ,111.13,112.19,95.83,105.6,117.92,117.45,101.71,122.37,122.38,140.66,133.05,111.38,106.23,107.96,104.79,124.07,115.75,98.52,117.72,116,97.37,110.11,105.73,106.81,109.4,108.09,118.48,110.12,107.05,121.96,123.06,116.26,118.29,117.63,117.24,113.4,123.17
2023.06 ,111.16,112.25,96.04,100.75,121.51,118.89,102.48,122.86,125.1,140.55,134.11,111.09,104.39,108.37,104.59,123.14,114.46,100.79,117.49,116.41,95.73,110.69,107.23,107.12,108.77,107,119.33,110.09,107.19,122.04,118.12,116.51,118.41,117.83,117.82,113.56,123.54
2023.07 ,111.29,114.3,96.85,107.93,128.71,117.2,101.25,124.35,121.79,139.77,132.52,110.06,105.89,109.11,103.31,119.8,108.31,101.47,116.42,116.23,94.34,111.08,107.65,106.3,108.77,108.23,119.53,110.09,107.46,121.98,117.33,116.34,118.89,118.02,118.39,113.9,123.67
2023.08 ,112.28,120.23,100.08,125.65,141.28,117.02,102.07,120.79,121.51,141.01,132.1,109.36,104.02,108.86,105.37,117.79,106.12,101.47,115.71,115.83,92.04,111.23,107.49,106.99,108.94,109.05,119.21,110.09,107.56,122.03,126.98,116.6,118.7,117.93,118.63,114.05,123.6
2023.09 ,112.85,123.76,102.67,131.37,148.26,119.82,105.17,124.92,124.6,137.94,134.83,108.74,98.36,109.05,104.1,116.24,112.71,97.77,115.04,117.49,92.63,109.83,108.96,108.42,109.11,107.68,120.44,110.08,107.83,122.07,132.05,116.89,119.14,118,118.78,114.08,123.82
2023.10 ,113.27,123.77,106.58,128.21,147.58,120.27,107.81,126.68,122.44,136.53,136.9,110.13,99.07,109.52,106.23,116.25,123.63,96.12,117.72,118.52,95.19,108.84,107.47,112.08,108.78,108.2,120.55,110.09,108.02,122.16,133.8,116.99,119.07,118.04,118.94,114.21,124.15
2023.11 ,112.68,117.79,105.42,115.32,134,117.23,106.32,128.12,116.03,133.29,135.72,110.85,98.34,109.42,105.63,116.82,123.25,96.14,139.54,118.27,95.47,109.08,108.31,112.11,108.3,109.09,121.15,114.72,112.21,121.99,128.9,117.44,119.75,118.06,119.16,114.07,124.45
2023.12 ,112.73,119.27,105.2,111.72,143.75,117.51,107.04,128.38,116.14,132.31,135.97,112.13,98.09,110.16,105.06,117.85,125.11,96.26,150.28,119.63,99.3,110.56,109.33,113.53,109.35,111.33,121.43,116.79,112.38,122.18,122.82,117.84,120.41,118.62,119.58,114.15,124.77
2024.01 ,113.17,122.71,104.76,123.65,149.99,116.79,107.46,129.63,113.61,129.7,136.53,112.93,100.19,108.3,107.54,118.69,132.89,95.97,132.56,120.07,101.01,113.1,108.27,115.21,109.09,110.41,121.78,109.41,112.51,122.37,119.69,118.18,120.91,119,119.97,114.22,125.1
2024.02 ,113.78,125.98,103.79,132,162.91,115.03,105.13,130.22,110.79,130.47,136.45,113.15,102.27,107.74,107.67,118.4,134.14,98.67,119.78,119.98,100.39,111.72,109.78,116.42,110.25,112.61,121.49,108.78,112.68,122.37,122.66,118.41,120.72,119.66,120.31,114.5,125.46
2024.03 ,113.95,126.54,102.58,131.9,168.62,114.35,103.5,130.96,110.67,131.82,134.38,112.42,104.28,106.77,107.13,117.75,132.85,97.47,105.24,120.34,97.69,111.04,109.37,116.68,111.45,115.05,121.18,108.56,112.43,122.41,124.49,118.49,120.92,119.73,120.77,114.81,125.72
2024.04 ,114.01,123.54,100.2,124.29,163.55,114.25,100.95,128.69,113.8,130.89,133.78,111.13,104.36,105.68,108.27,114.44,127.95,92.53,104.04,119.2,96.51,111.67,110.37,115.99,112.31,119.45,121.09,108.64,112.46,122.64,126.46,118.51,121.27,119.75,121.19,114.82,126.16
2024.05 ,114.1,121.9,102.27,113.46,163.75,114.44,99.4,128.22,115.96,129.7,134.31,111.48,105.4,106.6,108.04,116.25,125.74,92.17,104.3,116.78,96.24,109.99,110.65,115.29,112.04,127.38,120.86,108.28,111.67,122.7,126.88,118.64,121.37,119.95,121.24,114.99,126.29
2024.06 ,113.84,119.5,102.39,99.93,158.97,117.94,100.2,129.81,124.49,127.79,134.38,111.62,107.29,107.61,107.53,113.46,123.89,92.73,104.41,116.22,95.13,111.69,110.62,116,112.05,137.59,121.07,108.38,112.13,122.7,123.18,118.58,121.49,120,121.32,115.04,126.38
2024.07 ,114.13,120.59,102.4,106.18,155.76,119.76,99.52,132.33,128.92,129.78,134.75,111.07,105.63,107.19,107.05,112.95,122.94,91.34,103.9,113.73,93.2,111.87,111.32,118.82,112.32,140.26,121.08,108.38,112.31,122.77,127.19,118.56,121.52,120.07,121.3,115.15,126.25
2024.08 ,114.54,123.15,101.69,123.52,154.61,117.99,99.33,130.62,124.9,129.73,134.49,111.31,105.79,108.22,108.23,114.12,120.48,90.51,104.14,113.73,92.88,112.27,111.82,119.55,113.11,141.54,121.12,108.39,112.25,122.9,127.15,118.64,121.65,120.17,121.51,115.41,126.56
2024.09 ,114.65,126.65,101.68,146.5,143.95,120.57,102.74,132.42,128.26,130.02,133.65,111.56,104.38,108.6,106.33,114.89,121.7,90.4,104.4,116.65,94.73,112.49,111.27,120.21,112.76,142.87,121.35,108.35,112.46,122.9,121.96,118.88,121.86,120.45,121.57,115.53,127.21
2024.10 ,114.69,125.27,102.34,148.24,131.98,121.35,105.02,131.46,128.19,129.26,135.23,112.45,103.12,108.22,108.56,115.84,122.29,91.41,113.85,118.92,94.21,112.82,111.75,122.12,112.7,143.94,121.66,108.39,112.63,122.9,119.2,119.07,122.07,120.68,121.54,115.53,129.1
2024.11 ,114.4,119,103.35,127.28,122.53,119.17,104.45,131.87,123.59,124.72,134.38,113.36,101.12,108.52,108.11,117.75,122.32,93.66,129.88,118.57,92.61,113.12,111.87,121.14,113.05,147.24,121.57,108.4,112.69,123.01,122.07,119.38,122.2,121.02,121.8,115.81,129.89
2024.12 ,114.91,122.32,104.12,123.62,140.14,120.03,105.92,133.96,123.68,125.33,134.37,115.6,103.12,108.85,108.59,121.26,123.57,95.7,143.2,120.02,94.27,115.86,111.63,122.48,113.61,149.53,126.68,108.29,112.76,122.93,124.06,119.58,122.67,121.13,121.83,116.09,130.68
