date,name,20대,30대,40대,50대,60대 이상
2016-01-01,연어,4.809540978533165,4.894877791966209,4.750222654972918,5.961751129046958,1.3388702806911803
2016-01-02,연어,6.986391105944758,6.831602994962763,5.381616642708793,5.615415778346362,3.040053093722307
2016-01-03,연어,12.569106108002666,16.147838136011263,12.739428157737652,13.177469584498326,5.182100794160691
2016-01-04,연어,11.969444435733589,17.831002181877135,14.387351261577379,15.807823749149057,5.202738820582013
2016-01-05,연어,10.755283560337638,14.452322958539192,10.686626361973573,9.480619505703498,2.7963485466638334
2016-01-06,연어,8.8048265540412,9.383606980869251,7.914969521623636,6.9089379345961035,3.839685566413245
2016-01-07,연어,8.918130849134506,8.959480348171274,8.483963261114734,8.560139001795436,2.930978418050231
2016-01-08,연어,7.529775112542952,7.1576210634688255,6.604135960666197,9.419711746718821,4.075460333559071
2016-01-09,연어,7.645794813670797,7.415550590268531,6.163013182501185,5.891027879082136,1.9491353577301644
2016-01-10,연어,7.747909001188239,7.059775802094985,5.515458070002651,8.508720384399645,1.5930285614357618
2016-01-11,연어,7.578695133916748,8.989912124081876,5.963999515086437,7.146053802806358,3.2046402128538745
2016-01-12,연어,7.7969533680669745,7.396166389628802,6.34055429373768,6.396532452281683,4.968363979589327
2016-01-13,연어,19.926442089627912,11.405990991460092,8.058314831217476,15.731424887571428,4.748377778024787
2016-01-14,연어,14.372751773617534,8.748574878588464,9.892944357583445,9.207935125324497,4.203594684424132
2016-01-15,연어,11.941854661352709,7.563448040862485,8.16012171102549,7.630793625793428,5.409299753128369
2016-01-16,연어,10.07476766015142,8.162525565040236,7.838836459797051,6.448502696733222,2.910689472968077
2016-01-17,연어,9.256520560445129,7.786938835490572,6.2661849791971385,6.707204381335519,2.224029173576695
2016-01-18,연어,7.974719681535784,8.10676186996708,6.434049549569604,6.039707305207765,2.938045073722834
2016-01-19,연어,8.615446742906471,7.766444883108448,5.734314509649303,5.504102582429827,3.050301272067999
2016-01-20,연어,8.468938569182285,7.317022266483561,6.004301915966561,5.476364741920092,3.612512513510369
2016-01-21,연어,10.557608899384002,7.529944836305461,7.402483266881941,5.750669617780388,3.929151748486943
2016-01-22,연어,9.944807326596456,7.386876155765156,5.74342817216042,9.07394509369237,4.380462499817733
2016-01-23,연어,8.682084717659087,7.122418150832161,7.132084696959453,5.800064872753287,2.270769122818123
2016-01-24,연어,8.25307906188667,7.4373868802207195,5.717770458241775,6.165680352474549,2.409595815914485
2016-01-25,연어,8.823458027528549,6.916023785132297,6.301939522495376,7.478846398804523,3.612512513510369
2016-01-26,연어,8.441842443485662,6.956583834481474,6.043566246491778,7.043011385564644,2.093430443223586
2016-01-27,연어,7.871490078013196,7.637836477510565,6.239659001207404,5.884431024340781,2.7038053651473546
2016-01-28,연어,7.492511761619548,7.120611403953697,6.517402876470314,7.576138671630844,2.6096394035092896
2016-01-29,연어,6.515329593797803,7.448508953303385,5.930780947695432,6.5596730654529845,3.3460503271539497
2016-01-30,연어,7.059167208471635,6.184482707472798,5.159810778977398,7.178730692222397,2.227866694682341
2016-01-31,연어,7.171910694500834,6.159609221754343,5.5063084866166125,5.115018602249013,3.6910235791356585
2016-02-01,연어,7.549577217632908,7.60187343609285,5.6870633878904275,6.118962044539465,2.851202208528372
2016-02-02,연어,6.4242090573819315,6.99784107270304,6.718124620154262,7.626772397842896,2.851202208528372
2016-02-03,연어,6.657219247334096,6.5187446314179684,6.84291509269228,5.5116065995097685,3.3516252465070715
2016-02-04,연어,6.158190204515709,6.227430637304527,5.638344257608493,6.269039713379431,2.4280318002922447
2016-02-05,연어,6.329056469251945,5.916426350542729,6.546612680300333,7.816722895650315,3.271745465780309
2016-02-06,연어,6.169542370095634,6.247270620500289,5.139566531615847,5.130965666558154,2.283462276672458
2016-02-07,연어,5.309776856840813,5.070317364527657,5.100553158794291,5.635377709307814,2.0200265468611454
2016-02-08,연어,4.91721803971461,4.833256636646015,4.496011721632605,6.122739610191859,2.6320344270077944
2016-02-09,연어,5.831320371573254,4.274286343398975,4.855883975977979,6.823572391230009,1.925607190101647
2016-02-10,연어,6.689489235621631,5.875891504581519,6.960909894733348,5.87340906629673,2.363053254168767
2016-02-11,연어,6.544404549601808,6.8657967097564265,7.188888875350522,8.5784353828045,3.202667964945052
2016-02-12,연어,6.017630649173675,6.312765070517959,5.211041750277332,5.004842335675075,1.6892041792530803
2016-02-13,연어,6.644112554421831,6.3013756722581515,6.444063501717606,5.225080129081357,2.388398613477541
2016-02-14,연어,6.706863067144047,6.491021904247017,6.398563975021441,6.377512953406255,2.7038053651473546
2016-02-15,연어,5.692460718410911,5.972497439815029,5.7040446016063715,5.2048593525869284,3.939526726278714
2016-02-16,연어,5.685845692275338,5.838384345568826,5.449923473054142,6.446552053175672,2.101333982472539
2016-02-17,연어,6.161433714042042,5.972122153326773,5.36314363829635,7.354446456243231,2.5300398202917345
2016-02-18,연어,6.111464688227681,5.981449997260929,4.915584604877301,7.091562799825036,3.72609157158608
2016-02-19,연어,5.845369264895825,5.554030686015961,4.486231192116398,5.65050484013736,1.675508331488889
2016-02-20,연어,5.000359275392366,5.056863163068281,4.834184457211665,4.858911134457622,3.498590952739672
2016-02-21,연어,6.833840282168939,5.764949650899565,5.85025290061363,7.640255028037764,2.590226307071644
2016-02-22,연어,6.584519278247875,6.296541722496731,4.502320815386879,5.433172060711865,2.7637237667354766
2016-02-23,연어,6.141903478499326,5.6030188569409844,5.150200526862275,4.262301563699324,3.79254169262547
