date,광어_20대,광어_30대,광어_40대,광어_50대,광어_60대 이상,농어_20대,농어_30대,농어_40대,농어_50대,농어_60대 이상,대게_20대,대게_30대,대게_40대,대게_50대,대게_60대 이상,방어_20대,방어_30대,방어_40대,방어_50대,방어_60대 이상,연어_20대,연어_30대,연어_40대,연어_50대,연어_60대 이상,우럭_20대,우럭_30대,우럭_40대,우럭_50대,우럭_60대 이상,참돔_20대,참돔_30대,참돔_40대,참돔_50대,참돔_60대 이상
2016-01-11,3.261769691924088,3.3729358362188595,3.040060713388767,3.618822549897613,2.1411240222881505,2.685683892283397,3.004569007336425,2.5435484439184104,3.1548177575358998,2.346418031737367,6.28432165296203,13.091736059398066,8.207183666717619,7.835081472349137,3.3247882798107136,4.263101284035521,6.546731903427232,5.517105520085247,7.446033615930057,5.377846064529799,7.578695133916748,8.989912124081876,5.963999515086437,7.146053802806358,3.2046402128538745,3.075630749308316,3.7343119202334982,2.943722052897352,5.015313500581376,1.2340319361277403,2.502603560430128,3.0280528325266896,2.5663427493658566,2.335853873019288,1.8439110684059312
2016-01-12,3.1982720723962754,3.045334464396628,2.858548455601122,2.8761862401654765,2.369348826745784,2.8309361231382733,2.85481660647767,2.6781975361713872,3.7811563654086497,1.6732090158686834,6.158848195834112,10.185677247833622,7.424923747298314,5.825411856019585,2.635951873660645,4.82572207684688,6.6459050158584025,5.765167933662508,5.032577351323648,4.045463484576847,7.7969533680669745,7.396166389628802,6.34055429373768,6.396532452281683,4.968363979589327,3.1227512624496923,3.191082508137227,3.169137464178992,3.496817703606724,2.404191616766462,2.7046275741273047,2.8258661236617955,2.878267480729506,3.128532822519612,1.2109814275586035
2016-01-13,3.306313788368935,3.148400934801049,3.081689503067748,5.108244685347937,1.4700982506925335,2.6075305334145904,2.845105463521745,3.002678947691326,5.008761641328264,1.464664703868522,5.839203945174171,9.455947863140302,7.307266642060955,6.591083535406911,4.305401501934562,4.74288871811508,6.271797241904014,6.294481658965268,11.70984538428381,3.481502368953956,19.926442089627912,11.405990991460092,8.058314831217476,15.731424887571428,4.748377778024787,3.221829201213347,2.865660740890612,3.02206038890542,3.421264412504045,1.1594153636981648,2.6545551153433147,2.87172247604635,2.6279768413911446,3.876417710809962,1.5934862575565545
2016-01-14,3.375554306246521,2.761765231822304,4.006276526415862,3.018248440462844,2.114900807878134,2.859957594093782,2.863660793704744,3.1839781900548902,3.204130677785354,1.3665508894050664,5.872345583525094,8.686920244590187,9.242888539634723,6.526911152905531,2.664837751484628,5.061432070917629,6.348724830630731,9.34463694111855,7.452350820815808,4.198090589540933,14.372751773617534,8.748574878588464,9.892944357583444,9.207935125324497,4.203594684424132,3.069143139508954,2.901357254752325,3.211686206009269,2.916792586504954,3.086130206227256,2.7182666916053577,2.5931495037326853,3.1009021899610465,2.635938542668848,1.8710993835611585
2016-01-15,3.465237048176733,2.803050668399493,2.981511545772155,3.45150142041613,1.2282248044576332,2.62644018362641,2.9042584717778706,2.9658848635901567,3.878854133387578,2.346418031737367,6.337095528432325,10.526429545140354,11.24687260681295,7.229353502211122,3.23869525935716,4.857404698682944,5.456628506754367,6.2602737700230175,7.475103991629952,3.2840892193787403,11.941854661352709,7.563448040862485,8.16012171102549,7.630793625793428,5.409299753128369,3.247571324491001,2.947249959203598,3.2256820647589315,2.4500330421015786,2.404191616766462,2.948396305447223,2.757965392205548,3.18690926766687,2.3178680074606923,1.0
2016-01-16,3.600417188017357,3.323015652663464,3.4337314754433583,3.150001836962385,1.6846744133728944,2.797008762039742,2.9779037542956184,3.11914682410677,3.1192019724325024,1.8976120211582488,5.806695227019089,10.024533199432698,8.471758126540564,5.591190942206869,3.927500917999927,4.764052644179157,5.3738161169064,6.397986330202003,4.655496204530325,2.903413278851549,10.07476766015142,8.162525565040236,7.838836459797051,6.448502696733222,2.910689472968077,3.250730520315985,3.2960777727109303,3.8891002552267047,3.310332343840485,1.7020958083832292,2.992955515908006,3.086160749729064,2.8347632413125945,2.232862626466,1.0
2016-01-17,3.523539736668877,3.320016086903151,3.0954655962911604,4.164036041516557,1.677355822127969,2.826907852671961,3.294485033007024,2.7151642668790927,4.636656086503252,1.268230691038989,7.331087650800546,11.212933366279966,8.409362417937952,6.923464434343144,2.847548404555775,4.752993436456714,4.943381851211765,4.60608085688493,7.698427934389278,1.7269484565676314,9.256520560445129,7.786938835490572,6.2661849791971385,6.707204381335519,2.224029173576695,3.457831050497696,3.1132864008009395,2.875494142747782,4.064704323361914,1.412489006156553,2.8672254208724706,3.066898112923556,2.66993267238599,3.029139879031412,1.3876020052633002
2016-01-18,3.2052958347217118,3.0273826984421954,3.3471353516599347,3.1573599346939414,1.5418846577023733,2.661421103602324,3.157320360267421,3.094299199789293,2.3938962397716903,1.1341153455194963,7.100147997031289,13.642220605857226,10.274278035665814,8.971021814226955,3.3949782992411537,4.274587516565367,5.793653843225192,6.2956292409392525,6.611736315926859,1.7269484565676314,7.974719681535784,8.10676186996708,6.434049549569604,6.039707305207765,2.938045073722834,3.116675788521329,3.141111361895155,3.20247815838997,3.2804273621617464,1.5499853415420706,2.5166613804469584,2.922444702242993,2.985942724170809,2.452926290780459,1.258398347988612
2016-01-19,3.155296266155026,2.876582055016881,2.6565858049646165,3.4644010447600837,1.557450403939067,2.653705952432312,3.242108667576977,2.486945079744781,2.9353357572456007,1.5498263341076022,6.837623904410762,10.300051122681356,7.376456372445778,5.267712000915326,2.347735235553208,4.477900007317258,5.83667165686185,4.978966432896918,5.0011853660966485,3.3985679421557,8.615446742906471,7.766444883108448,5.734314509649303,5.504102582429827,3.050301272067999,3.116046099900428,2.99210676704788,2.911862321800375,2.69289784345699,1.7585928022644577,2.6196923520897037,2.6876388246439062,2.7543865073947287,2.676591140503704,1.8710993835611585
2016-01-20,3.247645694456695,2.8906212698863647,3.113531631039715,3.126268792048692,1.6267976675900475,2.7322812240375685,2.8657459691988256,2.923912770093509,2.784248905384736,2.08421764235988,6.022917984030733,8.7201178346096,6.761742775743668,6.401512575018088,3.4974057247208084,4.47321708873545,6.158557448003216,6.343446775434181,6.112239693430108,2.5164723188785603,8.468938569182285,7.317022266483561,6.004301915966561,5.476364741920092,3.612512513510369,2.953127396976251,3.161145971228544,2.790427959856766,3.326168545042207,1.4782460910944943,2.7973343000383557,2.9157523778078223,2.759449490330488,2.8000216048965383,1.296743128778271
2016-01-21,3.1917332969547094,2.922061221239351,3.040190711630543,2.7509366347725317,1.5914281924990958,2.6646160851428724,2.8626955082352064,3.3817729071585667,2.632784919121096,1.5786587798044194,6.7178324887468985,10.658324708109795,10.010705314054269,6.509120071052557,4.862771195752294,4.53558803437565,5.477553298501602,5.681501515170259,3.780153986513426,1.940353267677372,10.557608899384002,7.529944836305461,7.402483266881941,5.750669617780388,3.929151748486943,3.0032999109124594,2.99225218124697,3.096069630755999,2.760655644083372,1.3055374592833873,2.9738915302739013,2.634990592732276,2.796933402402611,2.831124755550762,1.2673855299565953
2016-01-22,3.5085235251536107,3.0083441114934693,2.9965870162604498,3.3043657393347976,2.369348826745784,2.788104211737677,2.7293764405623384,2.736902613470592,4.531281180218737,1.2244030052895591,5.86228472810183,9.117148630923277,7.767018290361664,6.984627472575125,3.497005068225009,4.898397570191595,5.132877923577818,5.4622651183418185,6.679660028902638,2.903413278851549,9.944807326596456,7.386876155765156,5.74342817216042,9.07394509369237,4.380462499817733,3.291598016112009,2.8887078162747537,2.5898230860154827,3.7372126180171534,1.936127744510977,3.0787394491047637,2.812483388628461,2.816324539705917,3.776402922441939,1.2109814275586035
2016-01-23,3.6665835536970057,3.0527883046807656,2.946936032660874,2.3627484411890363,1.9593181588357191,2.832703070637275,3.0303136233328654,2.8644675432465934,3.940610781940341,2.057499605293581,6.47828885647645,10.250369876684402,8.441072631097361,5.20319300166204,2.986267087200449,5.071799349826783,5.500217093232563,5.44723506424607,5.330829446786161,2.170303555482485,8.682084717659087,7.122418150832161,7.132084696959453,5.800064872753287,2.270769122818123,3.1348049165864493,3.045625080159046,3.318762303890752,2.381010535474043,1.3235226488848015,3.0824820399356154,2.8550147987970647,2.768179956131068,3.001864344478464,1.3080157321910135
2016-01-24,3.7753862638812663,3.60639269937153,3.91875815068462,3.737229467751269,2.114900807878134,2.864168663739468,3.0311121591255734,2.86978633148435,2.584035060484255,1.3665508894050664,5.962597212579599,9.54557609546875,7.870342563528814,7.315345410566465,2.506300648617386,4.562941024623086,5.618112784881719,5.694061052454021,6.58056760457536,3.5584649497224725,8.25307906188667,7.437386880220719,5.717770458241775,6.165680352474549,2.409595815914485,3.185263957876733,2.915681123470484,2.909339423397906,4.0520034640661455,1.7585928022644577,2.922667295598795,2.706598774775256,2.599578197565401,2.6719665952645224,1.348440962512239
2016-01-25,3.724075805147311,3.1046205959156272,3.247617293274712,2.503774310176258,1.940196501385071,2.960287480220571,3.0900025480525217,3.1073691743091256,3.3636515763029164,1.0,6.4647272083232,7.994158148087621,6.3974242503112,5.655196799365431,2.322160600773812,4.620952799969087,5.013831662996669,5.120623368162729,6.019378056033821,1.8271674563179885,8.823458027528549,6.916023785132297,6.301939522495376,7.478846398804523,3.612512513510369,3.4839088426333364,2.7943640928102367,2.870269425610648,3.17260838815009,1.318830727396332,2.8177012221265443,2.6867134395363275,2.6272745156886046,3.650744777560602,1.296743128778271
2016-01-26,3.324529262259159,3.089254926505515,3.3504286732147004,3.639615161066012,1.19264770293118,2.642462806034558,3.002597654968924,3.0744611141075557,5.3885553960915065,1.191272827138482,5.888454250438553,9.34961386356861,6.396351105314575,7.429342638541093,2.589641378807668,4.547434486587775,6.261889865679514,6.86989780520525,8.697260891603106,2.332891222925646,8.441842443485662,6.956583834481474,6.043566246491778,7.043011385564644,2.093430443223586,3.151520753152413,3.0932138803768394,2.9912451254516395,3.508469254645768,1.973432959734328,2.788805782967973,2.6948995947448107,2.756249622164807,4.079385976742162,1.186222584205587
2016-01-27,3.412464912784091,3.2008030615910097,2.9901848213136435,3.1575054013879416,1.4700982506925335,2.718416253534017,3.093772757810605,2.7078870055617426,3.191470997385076,1.7744411731142005,6.820131399636303,10.358859302194894,9.041850964825624,6.570058897209571,2.101800500644844,5.337762473185894,6.486778805439496,6.815143003918477,8.429140864136768,3.6193649627113618,7.871490078013196,7.637836477510565,6.239659001207404,5.884431024340781,2.7038053651473546,3.32299797456144,3.177783992281454,2.735019485188624,3.840803293043082,1.318830727396332,2.808995404818456,2.99434522208007,2.8868814775514986,2.915708191184575,1.0
2016-01-28,3.237797371686707,2.978787030303196,2.883800389752589,2.729585299788911,1.1065911185348976,2.7547491847112946,3.0033680825231137,2.91671542806243,3.9147330680228887,1.6344997631761478,6.461379707879258,11.469571730728669,7.912318516075876,6.646317021008509,2.263988146400262,3.9401922308249606,4.972946809793527,4.854781687522693,6.403925999801393,2.267830285398996,7.492511761619548,7.120611403953697,6.517402876470314,7.576138671630844,2.6096394035092896,3.023296382060264,3.181955359332579,3.0268044169412485,3.1152667358346755,1.8627270636928024,2.8201670191888493,2.818872652691813,2.5119528278328795,2.917427577797564,1.1026730982929245
2016-01-29,3.1563478933817333,3.24145515851173,3.305772948706675,2.962763259094644,2.0837668904743047,2.777347840291696,3.078459326648086,3.308641050037435,3.4650377794753013,1.268230691038989,5.601611250189742,10.524790462373556,7.487445446331463,5.217465731796226,2.436982092432306,3.9437482707085767,5.807866526243147,5.509560629432584,6.5728165986818485,2.817367579378049,6.515329593797803,7.448508953303385,5.930780947695432,6.5596730654529845,3.3460503271539497,3.008647371399788,3.2913796080105184,3.0239954796987822,2.8101101727700253,2.64995602462621,2.7343385211587683,3.072113234203697,2.848246731302794,2.830232026738887,1.3876020052633002
2016-01-30,3.759287537831253,2.9682801579664178,2.8000878769186164,3.821979149500313,1.343445701170946,2.9115795242287543,3.204538864917167,2.652041742550584,4.102139396679097,1.097769542821223,6.134459408348786,9.30664543987383,6.294487823785353,5.244354376636235,1.5794281791612554,4.550647073540828,4.753716988668769,4.627673312122781,6.961737499265956,1.2823011548633183,7.059167208471635,6.184482707472798,5.159810778977398,7.178730692222397,2.227866694682341,3.196604810724613,3.0662418987799303,2.916495397847783,3.7595516218358704,1.1973075305006315,3.209479354584673,2.6973627591370697,2.691286274015729,3.1446076833786125,1.0964329396527486
2016-01-31,4.043628373244799,3.2098480472389763,2.983038991490399,2.9016596579690197,1.185816801313021,2.813938111143402,3.108099773279575,2.850070585031035,3.218707310074447,1.1832754447025355,7.3259767078308595,10.864006415892115,8.031544128503189,5.344889688249856,3.854007573973656,4.461600394181581,4.294074977136104,4.570934000733821,3.663991704787753,1.959419654952006,7.171910694500834,6.159609221754343,5.5063084866166125,5.115018602249013,3.6910235791356585,3.384155204753914,3.475285263464482,2.9871340357738414,2.7691267740980026,1.5689446016983464,3.0627407245214746,2.8152680908879297,2.514993985543289,2.865987866734788,1.522658421048904
2016-02-01,3.5311394614221605,3.021347000010369,3.0571172559564053,3.2695477210134087,1.0,2.8321386840369183,3.149982206020288,3.194281521025008,2.719739136554789,1.2365109440575637,6.733145262204791,10.82670425008731,7.502334594734691,5.623271364271979,3.43374561810482,4.352915759458144,4.861002318084268,4.560075471034367,4.862399458834639,1.3241918236727954,7.549577217632908,7.60187343609285,5.687063387890428,6.118962044539465,2.851202208528372,3.26796348130245,3.1494638705029416,2.589872619300183,3.609998907446221,1.3626288659793793,2.770396959738827,3.0732770632428923,2.527847943802508,3.2079309562683878,1.11441663877356
2016-02-02,3.098364929157209,3.324027083328886,3.106923787151827,4.168563292437142,1.5965394969234472,2.817014876925196,2.9681869835167243,3.1815823908802283,5.018826827078321,1.473021888115127,5.613700338927042,10.24229087984151,7.407894543081257,7.595906327612926,2.024747034336076,3.951159589024367,4.949876018070949,5.712121927666143,6.781886287571227,1.3241918236727954,6.424209057381932,6.99784107270304,6.718124620154262,7.626772397842896,2.851202208528372,3.0458531499808528,3.4124846468922527,3.251210672909126,3.4950422366349216,1.1208762886597918,2.9342852285993737,2.893689231583622,2.8744064698918224,4.8639130107959145,1.2288372478656282
2016-02-03,3.276558809170589,3.2858083652703423,2.7372401107703888,3.2228973832809604,1.6846744133728944,2.739240241403153,3.342829252303181,3.419895711342252,3.098688488656819,1.4488060105791245,7.711433864220609,14.38746971372318,10.384094372273143,6.986231806192674,4.358027515282108,4.081934627343114,4.774942551116523,4.678587567666007,4.270678408087413,1.5710195068267008,6.657219247334096,6.518744631417968,6.84291509269228,5.5116065995097685,3.3516252465070715,2.975353551749956,3.28422778391366,3.1807616738858533,2.8094656395023243,1.4680638722554848,2.788785401787264,3.03323046352262,2.90618976756359,2.460152480998789,1.4219555342029655
