지점,일시,풍속,GUST풍속,현지기압,습도,기온,수온,최대파고,유의파고,평균파고,파주기
22105,2015-01-01,10.808695652173911,15.126086956521736,1016.2,65.1304347826087,-0.1217391304347826,13.752173913043478,6.7,3.095652173913044,1.547826086956522,8.165217391304347
22105,2015-01-02,9.725,13.791666666666666,1018.875,60.083333333333336,1.0291666666666666,13.2625,6.5,2.6833333333333336,1.3416666666666668,7.816666666666666
22105,2015-01-03,3.520833333333333,6.083333333333333,1019.725,39.75,4.3375,13.391666666666666,4.2,1.625,0.8125,7.483333333333333
22105,2015-01-04,4.558333333333334,6.695833333333333,1015.8583333333332,54.0,8.091666666666667,13.8625,2.4,1.1083333333333334,0.5541666666666666,5.954166666666667
22105,2015-01-05,6.708695652173914,8.939130434782609,1016.3521739130434,57.08695652173913,10.613043478260868,13.608695652173912,3.6,1.0608695652173912,0.5217391304347826,4.739130434782608
22105,2015-01-06,9.933333333333334,13.4125,1008.6958333333332,60.91666666666666,7.425,13.158333333333331,5.9,2.4,1.1958333333333333,6.7875000000000005
22105,2015-01-07,9.233333333333333,13.020833333333334,1016.9791666666666,61.708333333333336,2.566666666666667,13.0625,5.9,2.654166666666667,1.3333333333333333,7.975
22105,2015-01-08,3.470833333333333,6.170833333333333,1021.2375,50.458333333333336,4.2125,12.9625,4.8,2.0416666666666665,1.025,9.3375
22105,2015-01-09,5.329166666666667,8.029166666666667,1020.5708333333332,48.5,5.029166666666667,12.854166666666666,5.7,2.2666666666666666,1.1291666666666669,9.916666666666666
22105,2015-01-10,7.545833333333333,10.541666666666666,1019.425,45.5,5.941666666666666,12.95,3.9,1.95,0.9708333333333332,8.004166666666666
22105,2015-01-11,8.583333333333334,12.045833333333334,1019.4782608695652,74.54166666666667,4.120833333333334,12.708333333333334,4.4,2.129166666666667,1.0625,6.608333333333333
22105,2015-01-12,7.1875,10.725,1031.5652173913045,59.833333333333336,4.091666666666667,12.783333333333331,5.5,2.75,1.3791666666666669,8.308333333333334
22105,2015-01-13,4.370833333333333,6.583333333333333,1032.75,47.04166666666666,6.8875,12.55,4.0,1.7375,0.8666666666666667,8.975
22105,2015-01-14,4.420833333333333,6.133333333333333,1026.3875,52.66666666666666,9.2,12.6,2.2,0.9875,0.4875,8.2625
22105,2015-01-15,7.462499999999999,10.304166666666664,1020.95,75.5,7.475,12.708333333333334,4.4,1.9291666666666665,0.9541666666666666,6.495833333333334
22105,2015-01-16,7.804166666666667,10.525,1016.4875,62.91666666666666,7.041666666666667,12.620833333333332,4.1,1.6833333333333331,0.8458333333333333,6.891666666666667
22105,2015-01-17,9.7375,13.295833333333334,1020.4625,55.41666666666666,3.970833333333333,12.554166666666667,6.6,2.725,1.3666666666666665,7.416666666666667
22105,2015-01-18,4.158333333333333,6.3125,1019.9347826086956,37.208333333333336,6.066666666666666,12.545833333333334,3.4,1.5083333333333335,0.7541666666666668,6.666666666666667
22105,2015-01-19,9.058333333333334,12.125,1016.9041666666668,51.0,6.708333333333333,12.504166666666668,3.8,1.925,0.9666666666666668,6.141666666666667
22105,2015-01-20,3.0125,5.3875,1026.2375,55.708333333333336,6.458333333333333,12.470833333333331,2.6,1.2083333333333333,0.6041666666666666,6.079166666666667
22105,2015-01-21,3.1,4.8,1022.9666666666668,71.16666666666667,7.95,12.4125,2.1,1.0958333333333334,0.5333333333333333,5.825
22105,2015-01-22,10.7,14.079166666666666,1017.5791666666668,72.33333333333333,6.0,12.170833333333333,6.4,2.5,1.25,6.6875
22105,2015-01-23,5.3,8.095833333333333,1020.4416666666666,56.208333333333336,5.254166666666666,12.1875,4.5,2.066666666666667,1.025,7.8875
22105,2015-01-24,5.479166666666667,7.733333333333333,1023.2608695652174,53.25,6.55,12.325,3.3,1.5208333333333333,0.7708333333333334,7.720833333333332
22105,2015-01-25,6.25625,13.45625,1025.8041666666666,62.208333333333336,8.829166666666667,12.304166666666667,2.7,1.3375,0.6666666666666666,6.8
22105,2015-01-26,,,1017.9375,90.0,8.825000000000001,12.295833333333334,2.5,1.1291666666666669,0.5666666666666667,5.175
22105,2015-01-27,,,1019.6208333333334,81.0,5.016666666666667,12.2375,6.8,2.404166666666667,1.1958333333333333,7.4375
22105,2015-01-28,,,1026.3666666666666,86.0,2.0791666666666666,12.041666666666666,4.6,2.4875000000000003,1.2458333333333331,8.058333333333334
22105,2015-01-29,,,1027.1,80.875,4.2,11.945833333333333,3.6,1.5041666666666669,0.7416666666666667,6.7375
22105,2015-01-30,,,1020.6083333333332,66.70833333333333,4.808333333333334,11.9,5.6,1.6583333333333332,0.8250000000000001,5.691666666666666
22105,2015-01-31,,,1027.7708333333333,70.45833333333333,2.6125000000000003,11.816666666666668,5.7,2.795833333333333,1.4041666666666668,8.270833333333334
22105,2015-02-01,0.5,2.8,1031.0541666666666,50.125,3.8,11.7,3.8,1.6958333333333335,0.8416666666666667,8.108333333333333
22105,2015-02-02,,,1030.9916666666666,55.04166666666666,5.0625,11.704166666666666,2.9,1.4333333333333331,0.7166666666666667,8.233333333333333
22105,2015-02-03,,,1028.825,66.33333333333333,5.775,11.55,2.7,1.2791666666666666,0.6375,8.154166666666667
22105,2015-02-04,,,1021.275,77.16666666666667,5.3625,11.566666666666668,3.0,1.4958333333333331,0.7416666666666667,8.879166666666666
22105,2015-02-05,,,1019.9041666666668,71.66666666666667,4.116666666666666,11.408333333333331,4.8,2.270833333333333,1.1208333333333331,6.6125
22105,2015-02-06,,,1022.5166666666668,51.25,5.4750000000000005,11.516666666666666,2.8,1.1166666666666667,0.5541666666666666,6.8500000000000005
22105,2015-02-07,,,1018.5130434782608,52.79166666666666,7.2,11.558333333333332,1.8,0.6958333333333333,0.35,6.229166666666667
22105,2015-02-08,,,1017.5083333333332,67.33333333333333,1.0041666666666669,11.420833333333334,9.0,3.4250000000000003,1.7041666666666666,8.270833333333334
22105,2015-02-09,,,1021.1291666666666,63.833333333333336,-0.2333333333333333,11.179166666666667,7.3,3.483333333333333,1.7416666666666665,8.695833333333333
22105,2015-02-10,,,1014.65,52.25,5.616666666666667,11.270833333333334,6.0,2.225,1.1208333333333331,7.491666666666667
22105,2015-02-11,,,1010.675,51.16666666666666,7.270833333333333,11.275,3.1,1.3666666666666665,0.6875,5.8875
22105,2015-02-12,,,1008.8434782608696,54.833333333333336,4.175,11.204166666666666,7.1,2.1041666666666665,1.0583333333333331,5.9750000000000005
22105,2015-02-13,,,1015.2916666666666,63.0,2.1333333333333333,11.104166666666666,7.1,2.7541666666666664,1.3833333333333335,7.670833333333333
22105,2015-02-14,,,1018.1791666666668,53.333333333333336,6.579166666666667,11.175,3.2,1.4458333333333335,0.7166666666666667,6.279166666666666
22105,2015-02-15,,,1021.046153846154,62.07692307692308,9.123076923076924,11.123076923076924,2.3,0.953846153846154,0.4923076923076923,4.438461538461538
22105,2015-02-16,5.592307692307693,7.992307692307692,1015.8615384615384,70.84615384615384,5.807692307692308,11.069230769230767,2.1,1.0846153846153848,0.5307692307692308,6.407692307692307
22105,2015-02-17,9.016666666666667,11.920833333333334,1012.5208333333334,80.375,6.208333333333333,11.129166666666665,6.3,1.9666666666666668,0.9916666666666668,9.2875
22105,2015-02-18,9.283333333333331,12.220833333333331,1018.0666666666666,70.20833333333333,5.433333333333334,11.016666666666666,5.1,2.275,1.1416666666666668,7.129166666666666
22105,2015-02-19,8.354166666666666,11.5625,1025.1416666666669,63.75,4.895833333333333,11.0,4.7,2.404166666666667,1.2,8.041666666666666
22105,2015-02-20,3.8666666666666663,5.741666666666667,1027.8,51.29166666666666,5.979166666666667,10.9875,3.2,1.4166666666666667,0.7083333333333334,7.266666666666667
