날짜,광어_대,광어_중,광어_소,방어_대,우럭_대,우럭_중,우럭_소,참돔_대,참돔_중,참돔_소
2018-01-03,21029.0,13823.0,3281.0,,,,,,,
2018-01-04,20694.0,13933.0,10459.0,15904.0,10831.0,8320.0,6184.0,17115.0,15331.0,12730.0
2018-01-05,22167.0,20336.0,16440.0,16004.0,10831.0,8320.0,6184.0,16952.0,15549.0,12728.0
2018-01-06,22167.0,20336.0,16440.0,16895.0,11367.0,8285.0,5362.0,16802.0,15521.0,12641.0
2018-01-07,22167.0,20336.0,16440.0,16895.0,11367.0,8285.0,5362.0,16802.0,15521.0,12641.0
2018-01-08,21841.0,21460.0,19800.0,18338.0,9922.0,7651.0,5868.0,17828.0,16646.0,14873.0
2018-01-09,20590.0,16115.0,12970.0,18121.0,6000.0,5094.0,4000.0,16410.0,14073.0,9566.0
2018-01-10,15111.0,12360.0,11070.0,15599.0,5500.0,5291.0,4341.0,17749.0,13489.0,10000.0
2018-01-11,20189.0,17376.0,12038.0,16798.0,5500.0,5291.0,4341.0,19310.0,18342.0,17215.0
2018-01-12,21321.0,21000.0,20750.0,16987.0,11513.0,10802.0,10500.0,21403.0,16198.0,11372.0
2018-01-13,21321.0,21000.0,20750.0,17961.0,10157.0,9636.0,8322.0,17518.0,14446.0,10916.0
2018-01-14,21321.0,21000.0,20750.0,17961.0,10157.0,9636.0,8322.0,17518.0,14446.0,10916.0
2018-01-15,21600.0,18208.0,12000.0,14998.0,4428.0,4165.0,4000.0,17568.0,13383.0,7326.0
2018-01-16,21153.0,16733.0,11383.0,12373.0,4428.0,4165.0,4000.0,17568.0,13383.0,7326.0
2018-01-17,19500.0,17737.0,16125.0,13148.0,4428.0,4165.0,4000.0,19522.0,16539.0,11707.0
2018-01-18,20703.0,20306.0,15190.0,17440.0,4428.0,4165.0,4000.0,19319.0,16756.0,10604.0
2018-01-19,20176.0,15367.0,12242.0,14970.0,4428.0,4165.0,4000.0,17579.0,14006.0,9298.0
2018-01-20,20176.0,15367.0,12242.0,15817.0,4428.0,4165.0,4000.0,17925.0,15578.0,12139.0
2018-01-21,20176.0,15367.0,12242.0,15817.0,4428.0,4165.0,4000.0,17925.0,15578.0,12139.0
2018-01-22,21205.0,20230.0,14726.0,12776.0,8500.0,8500.0,8100.0,17765.0,15846.0,11484.0
2018-01-23,18540.0,10739.0,3227.0,14664.0,8500.0,8500.0,8100.0,16776.0,14388.0,3980.0
2018-01-24,20687.0,20192.0,19876.0,14468.0,8500.0,8500.0,8100.0,16150.0,14317.0,11680.0
2018-01-25,18751.0,15609.0,14350.0,14065.0,8500.0,8500.0,8100.0,18435.0,17296.0,14835.0
2018-01-26,21355.0,16715.0,13182.0,16113.0,8500.0,8500.0,8100.0,17240.0,14205.0,10602.0
2018-01-27,21355.0,16715.0,13182.0,16840.0,12666.0,12399.0,10209.0,18431.0,16238.0,12082.0
2018-01-28,21355.0,16715.0,13182.0,16840.0,12666.0,12399.0,10209.0,18431.0,16238.0,12082.0
2018-01-29,19849.0,17469.0,13519.0,15690.0,12666.0,12399.0,10209.0,18328.0,13514.0,6805.0
2018-01-30,18823.0,13842.0,11067.0,15136.0,12703.0,12408.0,12300.0,17048.0,14493.0,10472.0
2018-01-31,19000.0,16162.0,15500.0,17059.0,12703.0,12408.0,12300.0,17341.0,13705.0,10804.0
2018-02-01,17984.0,15500.0,15500.0,19423.0,10216.0,7775.0,7065.0,18793.0,15534.0,11555.0
2018-02-02,21536.0,19337.0,15621.0,18891.0,11220.0,10133.0,4285.0,16725.0,12448.0,7553.0
2018-02-03,21536.0,19337.0,15621.0,16329.0,11220.0,10133.0,4285.0,18454.0,16084.0,10593.0
2018-02-04,21536.0,19337.0,15621.0,16329.0,11220.0,10133.0,4285.0,18454.0,16084.0,10593.0
2018-02-05,19000.0,17333.0,15500.0,18310.0,11220.0,10133.0,4285.0,17389.0,15229.0,13314.0
2018-02-06,21382.0,19734.0,15375.0,14607.0,9500.0,9500.0,9252.0,16389.0,12247.0,8832.0
2018-02-07,21000.0,19880.0,19000.0,15770.0,9500.0,9500.0,9252.0,19956.0,15947.0,8000.0
2018-02-08,16032.0,14517.0,13245.0,14893.0,11700.0,9490.0,8162.0,19913.0,15334.0,11170.0
2018-02-09,21016.0,19747.0,15303.0,14677.0,10849.0,9510.0,8473.0,17356.0,15843.0,10299.0
2018-02-10,21016.0,19747.0,15303.0,16719.0,10849.0,9510.0,8473.0,17424.0,14385.0,10720.0
2018-02-11,21016.0,19747.0,15303.0,16719.0,10849.0,9510.0,8473.0,17424.0,14385.0,10720.0
2018-02-12,18213.0,12984.0,10685.0,14285.0,10849.0,9510.0,8473.0,17205.0,14946.0,8191.0
2018-02-13,20115.0,17833.0,13769.0,11784.0,11000.0,8595.0,4838.0,16379.0,13674.0,6930.0
2018-02-14,21000.0,17305.0,11819.0,14829.0,12000.0,11818.0,10047.0,18254.0,15294.0,7838.0
2018-02-15,21000.0,17305.0,11819.0,15224.0,12000.0,11818.0,10047.0,17770.0,14002.0,6040.0
2018-02-16,21000.0,17305.0,11819.0,15224.0,12000.0,11818.0,10047.0,17770.0,14002.0,6040.0
2018-02-17,21000.0,17305.0,11819.0,15224.0,12000.0,11818.0,10047.0,17770.0,14002.0,6040.0
2018-02-18,21000.0,17305.0,11819.0,15224.0,12000.0,11818.0,10047.0,17770.0,14002.0,6040.0
2018-02-19,21000.0,17305.0,11819.0,13352.0,10144.0,8277.0,7364.0,18698.0,15437.0,7882.0
2018-02-20,20978.0,18674.0,14913.0,14802.0,6230.0,5675.0,5337.0,17575.0,16587.0,13879.0
2018-02-21,20365.0,19005.0,17320.0,14111.0,7286.0,6083.0,4591.0,17047.0,15989.0,14766.0
2018-02-22,18469.0,11782.0,10854.0,15588.0,7286.0,6083.0,4591.0,18000.0,14796.0,9979.0
2018-02-23,20909.0,18898.0,15508.0,14682.0,9499.0,5115.0,3233.0,17894.0,15339.0,11355.0
2018-02-24,20909.0,18898.0,15508.0,15504.0,11107.0,5334.0,3373.0,18539.0,15925.0,12798.0
2018-02-25,20909.0,18898.0,15508.0,15504.0,11107.0,5334.0,3373.0,18539.0,15925.0,12798.0
2018-02-26,19000.0,17170.0,15500.0,16240.0,9633.0,4258.0,2838.0,17765.0,14120.0,7779.0
2018-02-27,21500.0,19678.0,15500.0,17995.0,7551.0,4893.0,4000.0,16649.0,14514.0,11467.0
2018-02-28,20000.0,19031.0,15627.0,17178.0,8250.0,8000.0,6080.0,17593.0,13408.0,8744.0
2018-03-01,20000.0,19031.0,15627.0,9907.0,8200.0,7492.0,7000.0,17008.0,14660.0,11534.0
2018-03-02,20264.0,18841.0,15500.0,16298.0,8250.0,8000.0,6080.0,16981.0,15667.0,9897.0
2018-03-03,20264.0,18841.0,15500.0,17636.0,8250.0,8000.0,6080.0,17027.0,15447.0,8677.0
2018-03-04,20264.0,18841.0,15500.0,17636.0,8250.0,8000.0,6080.0,17027.0,15447.0,8677.0
2018-03-05,20000.0,17473.0,15000.0,11459.0,8250.0,8000.0,6080.0,12733.0,10259.0,7687.0
2018-03-06,20000.0,16865.0,15000.0,10235.0,10700.0,10574.0,10500.0,17091.0,15167.0,8396.0
2018-03-07,20000.0,18569.0,15000.0,14647.0,11062.0,8241.0,4236.0,16447.0,13873.0,9086.0
2018-03-08,20500.0,19304.0,15000.0,12928.0,6303.0,5030.0,5000.0,17063.0,13917.0,10231.0
2018-03-09,22500.0,20749.0,19796.0,13944.0,9318.0,8746.0,8137.0,17763.0,15947.0,9290.0
2018-03-10,22500.0,20749.0,19796.0,8835.0,9693.0,6197.0,4510.0,17158.0,12803.0,8616.0
2018-03-11,22500.0,20749.0,19796.0,8835.0,9693.0,6197.0,4510.0,17158.0,12803.0,8616.0
2018-03-12,23425.0,23041.0,22327.0,13944.0,9693.0,6197.0,4510.0,16234.0,11163.0,4853.0
2018-03-13,21940.0,18389.0,15542.0,4113.0,6000.0,5918.0,5137.0,16744.0,12260.0,8423.0
2018-03-14,18742.0,15007.0,14000.0,5859.0,6817.0,6466.0,5125.0,17361.0,13576.0,6872.0
2018-03-15,18742.0,15007.0,14000.0,1100.0,5675.0,4756.0,3801.0,15566.0,10073.0,4169.0
2018-03-16,22812.0,21872.0,17510.0,1100.0,5714.0,4821.0,4073.0,18348.0,13961.0,4391.0
2018-03-17,22812.0,21872.0,17510.0,1100.0,6688.0,4894.0,3908.0,18322.0,13504.0,6007.0
2018-03-18,22812.0,21872.0,17510.0,1100.0,6688.0,4894.0,3908.0,18322.0,13504.0,6007.0
2018-03-19,21420.0,14883.0,10904.0,1100.0,8217.0,7476.0,6961.0,17484.0,13840.0,9800.0
2018-03-20,21186.0,14017.0,10761.0,1100.0,8217.0,7476.0,6961.0,16049.0,9872.0,4537.0
2018-03-21,21186.0,14017.0,10761.0,1100.0,8097.0,6984.0,6533.0,17160.0,9407.0,5108.0
2018-03-22,22000.0,18746.0,15818.0,1100.0,6165.0,5502.0,5000.0,19448.0,14837.0,6761.0
2018-03-23,19967.0,19369.0,16500.0,1100.0,8328.0,5778.0,4748.0,19215.0,16246.0,11467.0
2018-03-24,19967.0,19369.0,16500.0,1100.0,6000.0,5743.0,5006.0,17973.0,16200.0,10134.0
2018-03-25,19967.0,19369.0,16500.0,1100.0,6000.0,5743.0,5006.0,17973.0,16200.0,10134.0
2018-03-26,21959.0,17565.0,11174.0,3361.0,8328.0,5778.0,4748.0,18383.0,16505.0,14675.0
2018-03-27,20919.0,16881.0,16260.0,3361.0,9370.0,6953.0,6000.0,16353.0,13678.0,10461.0
2018-03-28,19925.0,18229.0,16500.0,3361.0,9370.0,6953.0,6000.0,18433.0,15857.0,13198.0
2018-03-29,19879.0,17500.0,16500.0,3361.0,7224.0,6493.0,5022.0,18778.0,17474.0,13913.0
2018-03-30,23000.0,19934.0,14016.0,3361.0,10031.0,9260.0,6479.0,18178.0,16285.0,11505.0
2018-03-31,23000.0,19934.0,14016.0,3361.0,9476.0,6054.0,4877.0,18444.0,16580.0,13152.0
2018-04-01,23000.0,19934.0,14016.0,3361.0,9476.0,6054.0,4877.0,18444.0,16580.0,13152.0
2018-04-02,23500.0,22378.0,20167.0,3361.0,7931.0,7522.0,7092.0,16574.0,14288.0,9572.0
2018-04-03,20333.0,18600.0,16500.0,3361.0,7931.0,7522.0,7092.0,16817.0,13510.0,10766.0
2018-04-04,19500.0,17638.0,16500.0,3361.0,7931.0,7522.0,7092.0,17190.0,15904.0,14757.0
2018-04-05,22598.0,19872.0,12288.0,3361.0,8492.0,7842.0,7200.0,16947.0,14733.0,9621.0
2018-04-06,21111.0,16889.0,12783.0,3361.0,8949.0,7988.0,7203.0,16449.0,12772.0,10256.0
2018-04-07,21111.0,16889.0,12783.0,3361.0,8560.0,6375.0,5440.0,17263.0,13910.0,9068.0
2018-04-08,21111.0,16889.0,12783.0,3361.0,8560.0,6375.0,5440.0,17263.0,13910.0,9068.0
2018-04-09,20193.0,16545.0,6219.0,3361.0,8560.0,6375.0,5440.0,16870.0,14045.0,8782.0
2018-04-10,19871.0,16500.0,16019.0,3361.0,7000.0,7000.0,6862.0,15674.0,9801.0,4661.0
2018-04-11,20450.0,17950.0,15361.0,3361.0,7411.0,7212.0,7017.0,17227.0,13600.0,9016.0
2018-04-12,21000.0,18851.0,15556.0,7845.0,7040.0,6775.0,6634.0,18148.0,17356.0,15234.0
2018-04-13,20167.0,17127.0,14942.0,7845.0,7230.0,7200.0,7200.0,18221.0,17447.0,12144.0
2018-04-14,20167.0,17127.0,14942.0,2512.0,8242.0,7415.0,7109.0,18170.0,16736.0,10208.0
2018-04-15,20167.0,17127.0,14942.0,2512.0,8242.0,7415.0,7109.0,18170.0,16736.0,10208.0
2018-04-16,18891.0,15699.0,14885.0,5546.0,8242.0,7415.0,7109.0,18316.0,13641.0,8262.0
2018-04-17,21792.0,20558.0,15059.0,3498.0,8242.0,7415.0,7109.0,17997.0,16663.0,12645.0
2018-04-18,21792.0,20558.0,15059.0,3498.0,8242.0,7415.0,7109.0,16616.0,15985.0,15036.0
2018-04-19,18269.0,16012.0,15000.0,3586.0,8242.0,7415.0,7109.0,16308.0,12817.0,9497.0
2018-04-20,20236.0,15145.0,7000.0,3586.0,8242.0,7415.0,7109.0,17464.0,15324.0,11246.0
2018-04-21,20236.0,15145.0,7000.0,5319.0,7735.0,7247.0,6112.0,16885.0,14260.0,9389.0
2018-04-22,20236.0,15145.0,7000.0,5319.0,7735.0,7247.0,6112.0,16885.0,14260.0,9389.0
2018-04-23,18020.0,14659.0,11985.0,4961.0,8500.0,8366.0,8200.0,16465.0,12362.0,8194.0
2018-04-24,18985.0,15179.0,15000.0,5243.0,8500.0,8366.0,8200.0,16820.0,10942.0,5663.0
2018-04-25,19617.0,15667.0,13229.0,7640.0,8500.0,8366.0,8200.0,18964.0,14912.0,11175.0
2018-04-26,21489.0,19998.0,17973.0,8092.0,8500.0,8366.0,8200.0,17694.0,16176.0,13357.0
2018-04-27,20052.0,17907.0,13649.0,6662.0,8863.0,8486.0,7558.0,17309.0,14658.0,11298.0
2018-04-28,20052.0,17907.0,13649.0,5556.0,8524.0,8300.0,8211.0,16793.0,14349.0,11114.0
2018-04-29,20052.0,17907.0,13649.0,5556.0,8524.0,8300.0,8211.0,16793.0,14349.0,11114.0
2018-04-30,20432.0,18300.0,10762.0,6380.0,8863.0,8486.0,7558.0,16510.0,14748.0,9569.0
2018-05-01,20432.0,18300.0,10762.0,7381.0,8863.0,8486.0,7558.0,13580.0,12125.0,9596.0
2018-05-02,21250.0,18500.0,16625.0,8524.0,8863.0,8486.0,7558.0,14344.0,11469.0,6280.0
2018-05-03,20419.0,17327.0,15500.0,6337.0,8863.0,8486.0,7558.0,15832.0,13296.0,10575.0
2018-05-04,19895.0,16198.0,15000.0,6047.0,9700.0,9632.0,9503.0,16057.0,13662.0,11856.0
2018-05-05,19895.0,16198.0,15000.0,6670.0,9781.0,9510.0,9500.0,17640.0,15059.0,12190.0
2018-05-06,19895.0,16198.0,15000.0,6670.0,9781.0,9510.0,9500.0,17640.0,15059.0,12190.0
2018-05-07,19895.0,16198.0,15000.0,6670.0,9781.0,9510.0,9500.0,17496.0,14521.0,12079.0
2018-05-08,21302.0,17344.0,15233.0,8119.0,9600.0,9532.0,9500.0,19708.0,18031.0,12000.0
2018-05-09,22461.0,20784.0,16787.0,8489.0,9600.0,9532.0,9500.0,17098.0,15605.0,12019.0
2018-05-10,23500.0,21199.0,17229.0,9471.0,9600.0,9532.0,9500.0,17000.0,13111.0,9568.0
2018-05-11,22000.0,17786.0,15500.0,8755.0,8300.0,8254.0,8200.0,16286.0,12540.0,9027.0
2018-05-12,22000.0,17786.0,15500.0,8755.0,8300.0,8254.0,8200.0,16286.0,12540.0,9027.0
2018-05-13,22000.0,17786.0,15500.0,8755.0,8300.0,8254.0,8200.0,16286.0,12540.0,9027.0
2018-05-14,22000.0,17786.0,15500.0,7453.0,9396.0,9300.0,9300.0,17348.0,15038.0,11347.0
2018-05-15,20340.0,17350.0,15500.0,5648.0,9396.0,9300.0,9300.0,15206.0,14059.0,10537.0
2018-05-16,15500.0,10957.0,10000.0,6117.0,9396.0,9300.0,9300.0,14350.0,6117.0,4600.0
2018-05-17,20733.0,18132.0,15751.0,5888.0,10793.0,10035.0,8507.0,17016.0,13164.0,6759.0
2018-05-18,23088.0,17807.0,15500.0,6755.0,10793.0,10035.0,8507.0,16210.0,15047.0,12435.0
2018-05-19,23088.0,17807.0,15500.0,7738.0,10793.0,10035.0,8507.0,19063.0,17814.0,17138.0
2018-05-20,23088.0,17807.0,15500.0,7738.0,10793.0,10035.0,8507.0,19063.0,17814.0,17138.0
2018-05-21,21976.0,18689.0,17113.0,6186.0,10793.0,10035.0,8507.0,16392.0,14912.0,7245.0
2018-05-22,21976.0,18689.0,17113.0,6186.0,8777.0,8668.0,8144.0,15565.0,10992.0,3368.0
2018-05-23,21462.0,18870.0,16224.0,6008.0,9000.0,8368.0,8000.0,14992.0,11577.0,6388.0
2018-05-24,19455.0,18143.0,15550.0,5822.0,7989.0,7356.0,7000.0,17313.0,10267.0,7000.0
2018-05-25,21588.0,17872.0,15500.0,4390.0,7989.0,7356.0,7000.0,17588.0,13467.0,10086.0
2018-05-26,21588.0,17872.0,15500.0,4390.0,7989.0,7356.0,7000.0,19069.0,15661.0,11866.0
2018-05-27,21588.0,17872.0,15500.0,4390.0,7989.0,7356.0,7000.0,19069.0,15661.0,11866.0
2018-05-28,21588.0,17872.0,15500.0,7000.0,7989.0,7356.0,7000.0,18907.0,14126.0,12078.0
2018-05-29,25000.0,19995.0,15538.0,6000.0,8411.0,8070.0,7281.0,15950.0,13009.0,9111.0
2018-05-30,21909.0,18821.0,16438.0,5961.0,8411.0,8070.0,7281.0,13960.0,9553.0,5770.0
2018-05-31,22000.0,17660.0,15500.0,7743.0,8411.0,8070.0,7281.0,17152.0,12069.0,6206.0
2018-06-01,20440.0,16553.0,5925.0,8490.0,9027.0,8521.0,7192.0,18559.0,14025.0,9054.0
2018-06-02,20440.0,16553.0,5925.0,8490.0,10596.0,9743.0,8641.0,17172.0,13696.0,7247.0
2018-06-03,20440.0,16553.0,5925.0,8490.0,10596.0,9743.0,8641.0,17172.0,13696.0,7247.0
2018-06-04,20440.0,16553.0,5925.0,8681.0,3165.0,2964.0,2800.0,17565.0,13066.0,6395.0
2018-06-05,19192.0,18124.0,17189.0,8681.0,7400.0,7139.0,5500.0,18141.0,12797.0,5561.0
2018-06-06,19192.0,18124.0,17189.0,8681.0,7400.0,7139.0,5500.0,17211.0,15687.0,13016.0
2018-06-07,19775.0,17106.0,15000.0,9106.0,7400.0,7139.0,5500.0,16841.0,13789.0,9703.0
2018-06-08,22500.0,18171.0,15040.0,9106.0,10271.0,9732.0,9340.0,14563.0,11470.0,5095.0
2018-06-09,22500.0,18171.0,15040.0,824.0,9820.0,8463.0,7084.0,15122.0,12276.0,8467.0
2018-06-10,22500.0,18171.0,15040.0,824.0,9820.0,8463.0,7084.0,15122.0,12276.0,8467.0
2018-06-11,9263.0,4463.0,3908.0,823.0,9820.0,8463.0,7084.0,17635.0,12820.0,7766.0
2018-06-12,21592.0,15753.0,14026.0,823.0,7698.0,7583.0,7500.0,15789.0,12596.0,8554.0
2018-06-13,21592.0,15753.0,14026.0,12548.0,7698.0,7583.0,7500.0,15550.0,13578.0,10858.0
2018-06-14,21592.0,15753.0,14026.0,12548.0,7698.0,7583.0,7500.0,15789.0,12596.0,8554.0
2018-06-15,22500.0,20493.0,16489.0,4071.0,7698.0,7583.0,7500.0,16534.0,14733.0,13435.0
2018-06-16,22500.0,20493.0,16489.0,4071.0,7698.0,7583.0,7500.0,16473.0,14384.0,12312.0
2018-06-17,22500.0,20493.0,16489.0,4071.0,7698.0,7583.0,7500.0,16473.0,14384.0,12312.0
2018-06-18,15339.0,11125.0,6272.0,4071.0,7740.0,7210.0,5632.0,16077.0,13273.0,10826.0
2018-06-19,20707.0,15252.0,10184.0,4245.0,7740.0,7210.0,5632.0,13500.0,12439.0,11600.0
2018-06-20,24440.0,21563.0,16368.0,8000.0,8271.0,8059.0,8000.0,13933.0,8518.0,4186.0
2018-06-21,19452.0,17828.0,14692.0,8289.0,8271.0,8059.0,8000.0,19692.0,16346.0,12540.0
2018-06-22,22307.0,16809.0,14419.0,11900.0,8219.0,7942.0,6962.0,17935.0,14384.0,5786.0
2018-06-23,22307.0,16809.0,14419.0,5167.0,8219.0,7942.0,6962.0,17801.0,15558.0,11145.0
2018-06-24,22307.0,16809.0,14419.0,5167.0,8219.0,7942.0,6962.0,17801.0,15558.0,11145.0
2018-06-25,18500.0,18500.0,18154.0,5668.0,8219.0,7942.0,6962.0,18162.0,14491.0,12385.0
2018-06-26,23784.0,19176.0,16260.0,8330.0,8445.0,7819.0,7394.0,20512.0,16838.0,13000.0
2018-06-27,22500.0,17755.0,15000.0,3540.0,8445.0,7819.0,7394.0,18598.0,17035.0,13917.0
2018-06-28,21387.0,18126.0,15000.0,9934.0,7551.0,7161.0,7000.0,17315.0,12724.0,8071.0
2018-06-29,25000.0,20700.0,14602.0,7456.0,7551.0,7161.0,7000.0,19852.0,14945.0,9698.0
2018-06-30,25000.0,20700.0,14602.0,2000.0,10939.0,8572.0,7195.0,18392.0,14917.0,10638.0
2018-07-01,25000.0,20700.0,14602.0,2000.0,10939.0,8572.0,7195.0,18392.0,14917.0,10638.0
2018-07-02,23890.0,22273.0,16565.0,2595.0,10939.0,8572.0,7195.0,19331.0,16524.0,13300.0
2018-07-03,18310.0,17873.0,16351.0,3185.0,7793.0,6976.0,6200.0,15671.0,11923.0,8673.0
2018-07-04,15000.0,15000.0,15000.0,2135.0,8256.0,7991.0,7800.0,19727.0,16120.0,12942.0
2018-07-05,23611.0,18014.0,14705.0,2135.0,6600.0,4702.0,3500.0,12974.0,10688.0,3621.0
2018-07-06,23500.0,17853.0,14681.0,5480.0,8038.0,7831.0,7686.0,18288.0,14221.0,11206.0
2018-07-07,23500.0,17853.0,14681.0,5480.0,8269.0,7744.0,7600.0,14366.0,9665.0,6204.0
2018-07-08,23500.0,17853.0,14681.0,5480.0,8269.0,7744.0,7600.0,14366.0,9665.0,6204.0
2018-07-09,20267.0,16822.0,11936.0,3173.0,8269.0,7744.0,7600.0,21827.0,14629.0,8536.0
2018-07-10,21236.0,17335.0,14083.0,5085.0,8269.0,7744.0,7600.0,9658.0,3764.0,3200.0
2018-07-11,19947.0,18839.0,18000.0,4222.0,8269.0,7744.0,7600.0,20449.0,16060.0,11000.0
2018-07-12,19011.0,17058.0,14582.0,2277.0,8500.0,8165.0,7887.0,18004.0,15516.0,9715.0
2018-07-13,20149.0,18000.0,16912.0,5823.0,7860.0,5889.0,4846.0,19335.0,13739.0,10805.0
2018-07-14,20149.0,18000.0,16912.0,5336.0,12529.0,10517.0,5538.0,18344.0,15649.0,11499.0
2018-07-15,20149.0,18000.0,16912.0,5336.0,12529.0,10517.0,5538.0,18344.0,15649.0,11499.0
2018-07-16,21750.0,17624.0,8121.0,5336.0,6846.0,6697.0,6600.0,16779.0,15004.0,12536.0
2018-07-17,21434.0,16939.0,13970.0,5336.0,6846.0,6697.0,6600.0,18886.0,14630.0,13013.0
2018-07-18,20483.0,19208.0,15440.0,4317.0,6846.0,6697.0,6600.0,20075.0,15866.0,12793.0
2018-07-19,21605.0,17090.0,14450.0,4317.0,6846.0,6697.0,6600.0,19313.0,16930.0,15000.0
2018-07-20,22407.0,17130.0,10354.0,4317.0,12857.0,12591.0,12500.0,18066.0,12442.0,3937.0
2018-07-21,22407.0,17130.0,10354.0,3518.0,13411.0,12081.0,10000.0,18860.0,15063.0,7585.0
2018-07-22,22407.0,17130.0,10354.0,3518.0,13411.0,12081.0,10000.0,18860.0,15063.0,7585.0
2018-07-23,22407.0,17130.0,10354.0,1614.0,7019.0,7000.0,6945.0,15226.0,13275.0,4783.0
2018-07-24,18431.0,14481.0,9760.0,9775.0,7000.0,6604.0,5200.0,17975.0,12505.0,3038.0
2018-07-25,18000.0,17396.0,12734.0,4093.0,6015.0,5572.0,5355.0,14080.0,9338.0,4310.0
2018-07-26,22022.0,17331.0,14844.0,1000.0,6015.0,5572.0,5355.0,17543.0,11825.0,6979.0
2018-07-27,17725.0,15555.0,11076.0,5200.0,7576.0,7309.0,6926.0,13031.0,11152.0,6360.0
2018-07-28,17725.0,15555.0,11076.0,5500.0,5000.0,4384.0,3455.0,14592.0,8745.0,2877.0
2018-07-29,17725.0,15555.0,11076.0,5500.0,5000.0,4384.0,3455.0,14592.0,8745.0,2877.0
2018-07-30,17725.0,15555.0,11076.0,3193.0,5000.0,4384.0,3455.0,13031.0,11152.0,6360.0
2018-07-31,19707.0,17066.0,16552.0,3193.0,4459.0,2939.0,2500.0,13031.0,11152.0,6360.0
2018-08-01,22606.0,18489.0,14191.0,3193.0,4813.0,4505.0,4500.0,18667.0,15913.0,13000.0
2018-08-02,19243.0,16645.0,13465.0,3193.0,5309.0,3668.0,3375.0,19590.0,15844.0,7781.0
2018-08-03,19243.0,16645.0,13465.0,3193.0,5309.0,3668.0,3375.0,19590.0,15844.0,7781.0
2018-08-04,19243.0,16645.0,13465.0,3193.0,5309.0,3668.0,3375.0,19590.0,15844.0,7781.0
2018-08-05,19243.0,16645.0,13465.0,3193.0,5309.0,3668.0,3375.0,19590.0,15844.0,7781.0
2018-08-06,22162.0,17394.0,14004.0,5711.0,5309.0,3668.0,3375.0,20282.0,17591.0,12616.0
2018-08-07,18667.0,17016.0,13225.0,3950.0,5309.0,3668.0,3375.0,18348.0,14803.0,10341.0
2018-08-08,18496.0,15883.0,13000.0,5699.0,8382.0,8208.0,8000.0,17652.0,16509.0,11474.0
2018-08-09,21035.0,17255.0,17000.0,1828.0,8382.0,8208.0,8000.0,15525.0,13130.0,7035.0
2018-08-10,16993.0,12496.0,10019.0,1100.0,6513.0,5700.0,5259.0,15068.0,13142.0,9812.0
2018-08-11,16993.0,12496.0,10019.0,1100.0,9755.0,7525.0,3000.0,12333.0,9803.0,4996.0
2018-08-12,16993.0,12496.0,10019.0,1100.0,9755.0,7525.0,3000.0,12333.0,9803.0,4996.0
2018-08-13,17574.0,17000.0,13286.0,1100.0,6513.0,5700.0,5259.0,16695.0,13251.0,9765.0
2018-08-14,17574.0,17000.0,13286.0,1100.0,6513.0,5700.0,5259.0,16695.0,13251.0,9765.0
2018-08-15,17574.0,17000.0,13286.0,1100.0,6513.0,5700.0,5259.0,16695.0,13251.0,9765.0
2018-08-16,17574.0,17000.0,13286.0,1100.0,6513.0,5700.0,5259.0,16695.0,13251.0,9765.0
2018-08-17,19352.0,15097.0,12755.0,1100.0,4100.0,4022.0,4000.0,16787.0,15208.0,12682.0
2018-08-18,19352.0,15097.0,12755.0,1100.0,4100.0,4022.0,4000.0,16746.0,14196.0,12318.0
2018-08-19,19352.0,15097.0,12755.0,1100.0,4100.0,4022.0,4000.0,16746.0,14196.0,12318.0
2018-08-20,17160.0,16472.0,14436.0,3750.0,4100.0,4022.0,4000.0,16530.0,15247.0,12900.0
2018-08-21,17008.0,16490.0,12875.0,4263.0,7978.0,6874.0,6600.0,18547.0,14829.0,5710.0
2018-08-22,20316.0,16482.0,13474.0,4263.0,7978.0,6874.0,6600.0,18242.0,15290.0,10989.0
2018-08-23,18054.0,15118.0,12500.0,17000.0,7978.0,6874.0,6600.0,16894.0,14713.0,12447.0
2018-08-24,18857.0,16503.0,13021.0,17000.0,11875.0,8346.0,7720.0,16192.0,13949.0,11760.0
2018-08-25,18857.0,16503.0,13021.0,17000.0,10979.0,10500.0,10500.0,16957.0,14634.0,12486.0
2018-08-26,18857.0,16503.0,13021.0,17000.0,10979.0,10500.0,10500.0,16957.0,14634.0,12486.0
2018-08-27,17000.0,16871.0,14201.0,17000.0,10979.0,10500.0,10500.0,17147.0,13736.0,10626.0
2018-08-28,16665.0,14515.0,12227.0,17000.0,10979.0,10500.0,10500.0,16357.0,13093.0,6972.0
2018-08-29,22689.0,15944.0,12510.0,3500.0,10979.0,10500.0,10500.0,16357.0,13093.0,6972.0
2018-08-30,16420.0,14207.0,12500.0,6046.0,9273.0,8142.0,6194.0,16755.0,11263.0,1327.0
2018-08-31,19948.0,16507.0,13494.0,6046.0,10218.0,9345.0,8831.0,16401.0,14030.0,11852.0
2018-09-01,19948.0,16507.0,13494.0,6046.0,10802.0,10631.0,10529.0,17880.0,15372.0,9615.0
2018-09-02,19948.0,16507.0,13494.0,6046.0,10802.0,10631.0,10529.0,17880.0,15372.0,9615.0
2018-09-03,22805.0,15292.0,12500.0,6046.0,8494.0,7963.0,7071.0,16759.0,14128.0,12390.0
2018-09-04,19399.0,16973.0,14464.0,6046.0,8494.0,7963.0,7071.0,16818.0,13303.0,10194.0
