날짜,참돔_대,참돔_중,참돔_소,d참돔_대,d참돔_중,d참돔_소
2019-04-06,16673,13038,9800,0.05238906773,-0.1229651554,0.1024862189
2019-04-08,16611,13731,10000,-0.003718586937,0.05315232398,0.02040816327
2019-04-09,15415,14012,10027,-0.07200048161,0.02046464205,0.0027
2019-04-10,14749,12506,8169,-0.04320467078,-0.1074793035,-0.1852996908
2019-04-11,15898,14509,10626,0.07790358668,0.1601631217,0.3007712082
2019-04-12,14953,12012,4653,-0.05944143917,-0.1721000758,-0.5621118012
2019-04-13,15386,12802,6817,0.02895739985,0.06576756577,0.4650762949
2019-04-15,16063,13600,10590,0.04400103991,0.06233401031,0.553469268
2019-04-16,15362,12313,9771,-0.04364066488,-0.09463235294,-0.07733711048
2019-04-17,15645,13934,11114,0.01842208046,0.1316494762,0.1374475489
2019-04-18,15314,13848,10496,-0.02115691914,-0.006171953495,-0.05560554256
2019-04-19,15745,14203,10627,0.02814418179,0.02563547083,0.01248094512
2019-04-20,14668,12377,8149,-0.06840266751,-0.1285643878,-0.2331796368
2019-04-22,16163,13717,8467,0.1019225525,0.1082653309,0.03902319303
2019-04-23,14529,12063,9344,-0.1010950937,-0.1205803018,0.1035785993
2019-04-24,14428,12061,11624,-0.006951614013,-0.0001657962364,0.2440068493
2019-04-25,14251,12862,9580,-0.01226781259,0.06641240361,-0.1758430833
2019-04-26,14512,10800,5011,0.01831450425,-0.1603172135,-0.4769311065
2019-04-27,14792,13851,11503,0.01929437707,0.2825,1.29554979
2019-04-29,11697,10000,7415,-0.2092347215,-0.2780304671,-0.3553855516
2019-04-30,15954,13931,11246,0.3639394717,0.3931,0.5166554282
2019-05-01,14511,13393,11443,-0.09044753667,-0.03861890747,0.0175173395
2019-05-02,13955,12244,10000,-0.03831576046,-0.0857910849,-0.1261032946
2019-05-03,13986,13457,10373,0.002221426012,0.09906893172,0.0373
2019-05-04,13986,13457,10373,0.0,0.0,0.0
2019-05-06,13986,13457,10373,0.0,0.0,0.0
2019-05-07,15929,13761,10000,0.1389246389,0.02259047336,-0.03595873903
2019-05-08,15929,13761,10000,0.0,0.0,0.0
2019-05-09,14684,13089,10045,-0.07815933204,-0.04883366034,0.0045
2019-05-10,14328,11545,9943,-0.02424407518,-0.1179616472,-0.01015430562
2019-05-11,12924,10454,6087,-0.09798994975,-0.09449978346,-0.38781052
2019-05-13,12924,10454,6087,0.0,0.0,0.0
2019-05-14,13527,10531,9820,0.04665738162,0.007365601684,0.6132741909
2019-05-15,13216,10431,4231,-0.02299105493,-0.00949577438,-0.5691446029
2019-05-16,12717,10147,9361,-0.03775726392,-0.02722653629,1.212479319
2019-05-17,15515,11233,10000,0.2200204451,0.1070267074,0.06826193783
2019-05-18,15515,11233,10000,0.0,0.0,0.0
2019-05-20,15515,11233,10000,0.0,0.0,0.0
2019-05-21,14604,10984,8463,-0.05871737029,-0.02216682988,-0.1537
2019-05-22,12432,9676,7429,-0.1487263763,-0.1190823015,-0.1221788964
2019-05-23,14929,13193,8689,0.2008526384,0.3634766432,0.1696055997
2019-05-24,16070,13213,8132,0.07642842789,0.001515955431,-0.06410403959
2019-05-25,14241,12310,9446,-0.1138145613,-0.06834178461,0.1615838662
2019-05-27,11589,9821,6324,-0.1862228776,-0.2021933387,-0.3305102689
2019-05-28,16622,10876,8789,0.4342911381,0.1074228694,0.3897849462
2019-05-29,18300,17500,15071,0.1009505475,0.6090474439,0.7147570827
2019-05-30,16907,12133,2472,-0.07612021858,-0.3066857143,-0.8359763785
2019-05-31,16290,10298,3268,-0.03649375998,-0.1512404187,0.3220064725
2019-06-01,16290,10298,3268,0.0,0.0,0.0
2019-06-03,16290,10298,3268,0.0,0.0,0.0
2019-06-04,15424,11239,8954,-0.05316144874,0.0913769664,1.739902081
2019-06-05,15424,11239,8954,0.0,0.0,0.0
2019-06-06,16189,12067,8032,0.04959802905,0.07367203488,-0.1029707393
2019-06-07,14842,10964,5415,-0.08320464513,-0.09140631474,-0.3258217131
2019-06-08,14842,10964,5415,0.0,0.0,0.0
2019-06-10,14842,10964,5415,0.0,0.0,0.0
2019-06-11,16678,10996,9527,0.123703005,0.002918642831,0.7593721145
2019-06-12,16678,10996,9527,0.0,0.0,0.0
2019-06-13,18673,10110,10000,0.1196186593,-0.08057475446,0.0496483678
2019-06-14,13356,5596,4595,-0.2847426766,-0.4464886251,-0.5405
2019-06-15,13356,5596,4595,0.0,0.0,0.0
2019-06-17,13356,5596,4595,0.0,0.0,0.0
2019-06-18,17479,14434,5422,0.3087002096,1.579342387,0.1799782372
2019-06-19,17626,15528,12283,0.008410092111,0.0757932659,1.265400221
2019-06-20,17027,14656,9537,-0.03398388744,-0.0561566203,-0.2235610193
2019-06-21,16187,14598,8573,-0.04933341164,-0.003957423581,-0.1010800042
2019-06-22,16187,14598,8573,0.0,0.0,0.0
2019-06-24,16187,14598,8573,0.0,0.0,0.0
2019-06-25,19218,11829,8893,0.187249027,-0.1896835183,0.03732649014
2019-06-26,19218,11829,8893,0.0,0.0,0.0
2019-06-27,16479,8420,3206,-0.142522635,-0.2881900414,-0.6394917351
2019-06-28,16354,15445,7835,-0.007585411736,0.8343230404,1.443855271
2019-06-29,16354,15445,7835,0.0,0.0,0.0
2019-07-01,14850,10322,4157,-0.09196526844,-0.3316931046,-0.4694320357
2019-07-02,17929,10754,10000,0.2073400673,0.04185235419,1.405580948
2019-07-03,17304,11795,10000,-0.03485972447,0.09680119025,0.0
2019-07-04,17784,15539,9820,0.02773925104,0.3174226367,-0.018
2019-07-05,17597,14538,6818,-0.01051506973,-0.06441855975,-0.3057026477
2019-07-06,17597,14538,6818,0.0,0.0,0.0
2019-07-08,17597,14538,6818,0.0,0.0,0.0
2019-07-09,14382,10000,9456,-0.1827015969,-0.3121474756,0.3869169845
2019-07-10,17336,12134,7963,0.2053956334,0.2134,-0.1578891709
2019-07-11,17719,12139,9948,0.02209275496,0.0004120652711,0.2492779103
2019-07-12,17713,14970,7273,-0.0003386195609,0.2332152566,-0.268898271
2019-07-13,17713,14970,7273,0.0,0.0,0.0
2019-07-15,17713,14970,7273,0.0,0.0,0.0
2019-07-16,15489,11855,9152,-0.1255575001,-0.2080828323,0.2583528118
2019-07-17,12358,6452,3484,-0.2021434566,-0.4557570645,-0.6193181818
2019-07-18,14667,10000,10000,0.1868425312,0.5499070056,1.870264064
2019-07-19,16163,11566,7304,0.1019976819,0.1566,-0.2696
2019-07-20,16163,11566,7304,0.0,0.0,0.0
2019-07-22,16163,11566,7304,0.0,0.0,0.0
2019-07-23,14988,10553,7588,-0.07269690033,-0.08758429881,0.03888280394
2019-07-24,15452,7499,5039,0.03095809981,-0.2893963802,-0.335925145
2019-07-25,15452,7499,5039,0.0,0.0,0.0
2019-07-26,14782,11676,7461,-0.04336008284,0.557007601,0.4806509228
2019-07-27,14782,11676,7461,0.0,0.0,0.0
2019-07-29,13623,10223,5128,-0.07840616967,-0.1244433025,-0.3126926685
2019-07-30,13894,8454,2154,0.01989282831,-0.1730411816,-0.5799531981
2019-07-31,18047,11400,9789,0.2989060026,0.3484740951,3.544568245
2019-08-01,17721,16403,13986,-0.01806394415,0.4388596491,0.4287465523
2019-08-02,17721,16403,13986,0.0,0.0,0.0
2019-08-05,16752,12729,8540,-0.05468088708,-0.2239834177,-0.3893893894
2019-08-06,14527,11900,7423,-0.1328199618,-0.06512687564,-0.1307962529
2019-08-07,14527,11900,7423,0.0,0.0,0.0
2019-08-08,14352,11037,4271,-0.01204653404,-0.0725210084,-0.4246261619
2019-08-09,14688,13253,11717,0.02341137124,0.2007791972,1.743385624
2019-08-10,14688,13253,11717,0.0,0.0,0.0
2019-08-12,14671,7745,2156,-0.001157407407,-0.4156040142,-0.8159938551
2019-08-13,13542,11004,10000,-0.07695453616,0.4207876049,3.638218924
2019-08-14,15729,13511,10040,0.1614975631,0.227826245,0.004
2019-08-15,15729,13511,10040,0.0,0.0,0.0
2019-08-16,18258,17479,13526,0.1607858097,0.2936866257,0.3472111554
2019-08-17,18258,17479,13526,0.0,0.0,0.0
2019-08-19,18258,17479,13526,0.0,0.0,0.0
2019-08-20,14812,9487,6569,-0.1887391828,-0.4572343956,-0.5143427473
2019-08-21,14812,9487,6569,0.0,0.0,0.0
2019-08-22,14817,9674,7679,0.0003375641372,0.01971118373,0.1689754909
2019-08-23,16730,10743,6957,0.1291084565,0.1105023775,-0.0940226592
2019-08-24,17070,15674,9962,0.02032277346,0.4589965559,0.4319390542
2019-08-26,15954,11731,6155,-0.06537785589,-0.2515630981,-0.3821521783
2019-08-27,16322,14494,12385,0.02306631566,0.2355297929,1.012185215
2019-08-28,12974,9698,5385,-0.2051219213,-0.330895543,-0.5651998385
2019-08-29,13958,9808,8092,0.07584399568,0.01134254485,0.5026926648
2019-08-30,14648,10617,7184,0.04943401633,0.08248368679,-0.1122095897
2019-08-31,14648,10617,7184,0.0,0.0,0.0
2019-09-02,14648,10617,7184,0.0,0.0,0.0
2019-09-03,14767,11009,8132,0.008123975969,0.03692191768,0.1319599109
2019-09-04,14767,11009,8132,0.0,0.0,0.0
2019-09-05,13709,10708,7638,-0.07164623823,-0.02734126624,-0.06074766355
2019-09-06,12680,11320,9895,-0.07506017944,0.05715353007,0.2954962032
2019-09-07,12680,11320,9895,0.0,0.0,0.0
2019-09-09,13482,10961,10034,0.06324921136,-0.03171378092,0.01404749874
2019-09-10,12000,9989,4723,-0.1099243436,-0.08867804032,-0.5293003787
2019-09-11,15630,14837,13941,0.3025,0.4853338673,1.951725598
2019-09-12,16311,12513,9743,0.04357005758,-0.1566354384,-0.3011261746
2019-09-16,14235,10722,7470,-0.1272760714,-0.1431311436,-0.2332956995
2019-09-17,14223,10686,7177,-0.0008429926238,-0.003357582541,-0.03922356091
2019-09-18,14308,10419,4796,0.005976235675,-0.02498596294,-0.3317542149
2019-09-19,9949,7002,5110,-0.3046547386,-0.3279585373,0.06547122602
2019-09-20,16037,14640,13769,0.6119207961,1.090831191,1.694520548
2019-09-21,15405,13534,10472,-0.039408867,-0.07554644809,-0.2394509405
2019-09-23,18283,13796,9823,0.1868224602,0.01935865228,-0.06197478992
2019-09-24,15080,11546,6447,-0.1751900673,-0.1630907509,-0.3436831925
2019-09-25,15900,10329,6689,0.05437665782,-0.1054044691,0.03753683884
2019-09-26,14876,11754,6158,-0.06440251572,0.1379610805,-0.07938406339
2019-09-27,16479,11049,6674,0.1077574617,-0.05997958142,0.08379343943
2019-09-28,14454,11490,4359,-0.1228836701,0.03991311431,-0.3468684447
2019-09-30,15266,10190,9819,0.05617822056,-0.1131418625,1.252580867
2019-10-01,13179,9081,4557,-0.1367090266,-0.1088321884,-0.5358997861
2019-10-02,15430,11434,6100,0.1708020335,0.2591124326,0.3385999561
2019-10-03,14552,10917,7778,-0.05690213869,-0.04521602239,0.2750819672
2019-10-04,14552,10917,7778,0.0,0.0,0.0
2019-10-05,15427,10844,6142,0.06012919186,-0.006686818723,-0.2103368475
2019-10-07,15486,12723,10000,0.003824463603,0.1732755441,0.6281341583
2019-10-08,15486,12723,10000,0.0,0.0,0.0
2019-10-09,15486,12723,10000,0.0,0.0,0.0
2019-10-10,14404,11129,9442,-0.0698695596,-0.1252849171,-0.0558
2019-10-11,15785,12805,10175,0.09587614552,0.150597538,0.07763185766
2019-10-12,14469,12130,10000,-0.08337028825,-0.05271378368,-0.0171990172
2019-10-14,14519,10969,6771,0.003455663833,-0.095713108,-0.3229
2019-10-15,16508,12633,8110,0.1369929058,0.1517002461,0.1977551322
2019-10-16,16508,12633,8110,0.0,0.0,0.0
2019-10-17,16072,13818,12431,-0.02641143688,0.09380194728,0.5327990136
2019-10-18,16387,11010,7884,0.01959930314,-0.2032132002,-0.3657791006
2019-10-19,15974,14357,10970,-0.02520290474,0.3039963669,0.3914256722
2019-10-21,15974,14357,10970,0.0,0.0,0.0
2019-10-22,16993,12409,7977,0.06379116064,-0.1356829421,-0.2728350046
2019-10-23,17177,15331,14125,0.010827988,0.2354742526,0.7707158079
2019-10-24,16499,11648,10000,-0.03947138616,-0.2402322092,-0.2920353982
2019-10-25,15876,11675,8871,-0.03775986423,0.002317994505,-0.1129
2019-10-26,15876,11675,8871,0.0,0.0,0.0
2019-10-28,15876,11675,8871,0.0,0.0,0.0
2019-10-29,17022,14296,8166,0.07218442933,0.224496788,-0.07947243828
2019-10-30,17022,14296,8166,0.0,0.0,0.0
2019-10-31,14158,9705,7467,-0.1682528493,-0.3211387801,-0.08559882439
2019-11-01,14158,9705,7467,0.0,0.0,0.0
2019-11-02,15575,12592,8251,0.1000847577,0.2974755281,0.1049953127
2019-11-04,14481,10832,7177,-0.07024077047,-0.1397712834,-0.1301660405
2019-11-05,15494,11516,8195,0.06995373248,0.06314623338,0.1418419953
2019-11-06,15992,12988,10238,0.03214147412,0.1278221605,0.2492983527
2019-11-07,13358,9663,5719,-0.1647073537,-0.2560055436,-0.4413948037
2019-11-09,15355,12762,9626,0.1494984279,0.3207078547,0.6831613919
2019-11-11,15355,12762,9626,0.0,0.0,0.0
2019-11-12,17156,13388,9292,0.1172907848,0.04905187275,-0.03469769375
2019-11-13,16312,13247,10000,-0.04919561669,-0.01053181954,0.07619457598
2019-11-14,16312,13247,10000,0.0,0.0,0.0
2019-11-15,16923,15168,12376,0.03745708681,0.1450139654,0.2376
2019-11-16,15974,13617,10102,-0.05607752763,-0.1022547468,-0.1837427279
2019-11-18,15974,13617,10102,0.0,0.0,0.0
2019-11-19,15658,13091,10000,-0.01978214599,-0.03862818536,-0.01009701049
2019-11-20,15930,13836,8759,0.01737131179,0.05690932702,-0.1241
2019-11-21,16121,13927,10000,0.01198995606,0.006577045389,0.1416828405
2019-11-22,15984,14693,12446,-0.00849823212,0.05500107704,0.2446
2019-11-23,15317,13541,11175,-0.04172922923,-0.0784046825,-0.1021211634
2019-11-25,15317,13541,11175,0.0,0.0,0.0
2019-11-26,13577,10827,9463,-0.1135992688,-0.2004283288,-0.1531991051
2019-11-27,13290,10925,7868,-0.02113869043,0.00905144546,-0.1685511994
2019-11-28,13822,11430,9547,0.04003009782,0.04622425629,0.2133960346
2019-11-29,13822,11430,9547,0.0,0.0,0.0
2019-11-30,13423,11794,9403,-0.02886702359,0.03184601925,-0.01508327223
2019-12-02,13423,11794,9403,0.0,0.0,0.0
2019-12-03,13612,11155,9536,0.01408030992,-0.05418009157,0.01414442199
2019-12-04,13965,12392,9721,0.02593300029,0.1108919767,0.01940016779
2019-12-06,15942,12708,9902,0.1415682062,0.02550032279,0.01861948359
2019-12-07,15311,12305,9501,-0.03958098106,-0.03171230721,-0.04049686932
2019-12-09,15311,12305,9501,0.0,0.0,0.0
2019-12-10,15880,11921,9047,0.03716282411,-0.03120682649,-0.04778444374
2019-12-11,15177,12319,9895,-0.04426952141,0.03338646087,0.09373272908
2019-12-12,16251,11892,9057,0.07076497331,-0.03466190438,-0.08468923699
2019-12-13,17755,13134,9495,0.09254815088,0.1044399596,0.04836038423
2019-12-14,14863,11325,9443,-0.1628836947,-0.1377341252,-0.005476566614
2019-12-16,16194,13112,8957,0.08955123461,0.1577924945,-0.05146669491
2019-12-17,14964,12558,10000,-0.07595405706,-0.04225137279,0.1164452384
2019-12-18,14676,11001,5848,-0.01924619086,-0.1239847109,-0.4152
2019-12-19,14975,11288,10000,0.02037339875,0.02608853741,0.7099863201
2019-12-20,16038,12527,10000,0.07098497496,0.1097625797,0.0
2019-12-21,17826,10551,8771,0.1114852226,-0.1577392831,-0.1229
2019-12-23,18496,12175,7802,0.0375855492,0.1539190598,-0.1104777106
2019-12-24,16917,14245,9221,-0.08536980969,0.1700205339,0.1818764419
2019-12-25,16450,13468,10000,-0.02760536738,-0.05454545455,0.08448107581
2019-12-26,16642,15406,13035,0.01167173252,0.1438966439,0.3035
2019-12-27,16546,12025,9815,-0.005768537435,-0.2194599507,-0.2470272344
2019-12-28,16546,12025,9815,0.0,0.0,0.0
2019-12-30,16546,12025,9815,0.0,0.0,0.0
2019-12-31,16599,14719,10430,0.003203191104,0.224033264,0.06265919511
2020-01-03,13468,8877,6633,-0.1886258208,-0.3969019634,-0.3640460211
2020-01-04,13468,8877,6633,0.0,0.0,0.0
2020-01-06,13261,10334,8508,-0.01536976537,0.1641320266,0.2826775215
2020-01-07,13786,10755,7618,0.03958977453,0.04073930714,-0.1046074283
2020-01-08,12651,9433,6235,-0.0823298999,-0.1229195723,-0.1815437123
2020-01-09,13148,10441,6629,0.03928543198,0.1068588996,0.06319165998
2020-01-10,12666,9512,6875,-0.036659568,-0.08897615171,0.03710966963
2020-01-11,13739,10644,9074,0.084714985,0.1190075694,0.3198545455
2020-01-13,13739,10644,9074,0.0,0.0,0.0
2020-01-14,13225,9908,5864,-0.03741174758,-0.06914693724,-0.3537579899
2020-01-15,13618,12446,9514,0.02971644612,0.2561566411,0.6224420191
2020-01-16,13618,12446,9514,0.0,0.0,0.0
2020-01-17,13822,11687,9788,0.0149801733,-0.0609834485,0.02879966365
2020-01-18,13822,11687,9788,0.0,0.0,0.0
2020-01-20,13822,11687,9788,0.0,0.0,0.0
2020-01-21,12979,11320,10067,-0.06098972652,-0.03140241294,0.02850429097
2020-01-22,12594,10328,8275,-0.02966330226,-0.08763250883,-0.1780073507
2020-01-23,12818,9621,6630,0.01778624742,-0.06845468629,-0.1987915408
2020-01-24,12778,10501,9131,-0.00312061164,0.09146658352,0.377224736
2020-01-28,11850,10219,7729,-0.07262482392,-0.02685458528,-0.1535428759
2020-01-29,11850,10219,7729,0.0,0.0,0.0
2020-01-30,12884,9764,3654,0.08725738397,-0.04452490459,-0.5272350886
2020-01-31,12818,11241,8048,-0.005122632723,0.1512699713,1.202517789
2020-02-01,13164,10266,8283,0.02699329068,-0.08673605551,0.02919980119
2020-02-03,13164,10266,8283,0.0,0.0,0.0
2020-02-04,12975,10806,7159,-0.0143573382,0.05260081823,-0.1356996257
2020-02-06,13786,11410,6357,0.06250481696,0.05589487322,-0.1120268194
2020-02-07,13933,11450,10000,0.01066299144,0.003505696757,0.5730690577
2020-02-08,13292,11375,6911,-0.04600588531,-0.006550218341,-0.3089
2020-02-10,13292,11375,6911,0.0,0.0,0.0
2020-02-11,13095,11339,9883,-0.01482094493,-0.003164835165,0.4300390682
2020-02-12,12695,9318,5388,-0.03054600993,-0.1782344122,-0.4548214105
2020-02-13,13109,10694,2675,0.03261126428,0.1476711741,-0.5035263549
2020-02-14,11735,9203,4820,-0.1048134869,-0.1394239761,0.8018691589
2020-02-15,12047,9854,4630,0.02658713251,0.07073780289,-0.03941908714
2020-02-17,12047,9854,4630,0.0,0.0,0.0
2020-02-18,13051,10689,9119,0.08334025068,0.08473716257,0.9695464363
2020-02-19,11719,10291,8628,-0.1020611447,-0.03723454018,-0.0538436232
2020-02-20,11719,10291,8628,0.0,0.0,0.0
2020-02-21,11332,7764,3658,-0.0330232955,-0.2455543679,-0.5760315253
2020-02-22,10958,9353,4559,-0.03300388281,0.2046625451,0.2463094587
2020-02-24,10958,9353,4559,0.0,0.0,0.0
2020-02-25,10761,9627,6642,-0.01797773316,0.02929541324,0.4568984426
2020-02-26,10780,7631,6481,0.001765635164,-0.2073335411,-0.02423968684
2020-02-27,11137,7086,4164,0.03311688312,-0.07141921111,-0.3575065576
2020-02-29,10000,9345,7957,-0.1020921253,0.3187976291,0.9109029779
2020-03-03,12608,11670,9897,0.2608,0.2487961477,0.2438104813
2020-03-04,11882,10718,10000,-0.05758248731,-0.08157669237,0.0104071941
2020-03-05,11387,10498,7846,-0.04165965326,-0.02052621758,-0.2154
2020-03-06,10764,9979,7515,-0.05471151313,-0.04943798819,-0.04218710171
2020-03-07,10432,8099,6789,-0.03084355258,-0.1883956308,-0.09660678643
2020-03-09,10432,8099,6789,0.0,0.0,0.0
2020-03-10,13136,11402,9501,0.259202454,0.4078281269,0.3994697304
2020-03-11,10569,9621,8287,-0.1954171742,-0.1562006665,-0.1277760236
2020-03-12,12498,9987,8280,0.1825149021,0.0380417836,-0.0008446965126
2020-03-13,10166,8879,6611,-0.1865898544,-0.1109442275,-0.2015700483
2020-03-14,11082,10328,7904,0.09010426913,0.1631940534,0.195583119
2020-03-16,11082,10328,7904,0.0,0.0,0.0
2020-03-17,11199,9764,6934,0.01055766107,-0.05460883036,-0.1227226721
2020-03-18,11010,9976,8089,-0.01687650683,0.02171241295,0.1665705221
2020-03-19,11660,9953,8331,0.05903723887,-0.00230553328,0.02991717147
2020-03-20,11683,11368,10464,0.001972555746,0.1421681905,0.2560316889
2020-03-21,11682,10869,8674,-8.559445348e-05,-0.04389514426,-0.1710626911
2020-03-23,11682,10869,8674,0.0,0.0,0.0
2020-03-24,14086,10908,6625,0.2057866804,0.003588186586,-0.2362231958
2020-03-25,14869,13532,11626,0.05558710777,0.2405573891,0.7548679245
2020-03-26,13328,10649,9825,-0.1036384424,-0.2130505469,-0.1549114055
2020-03-27,12714,10579,7493,-0.04606842737,-0.006573387173,-0.2373536896
2020-03-28,12315,10653,6696,-0.0313827277,0.006994990075,-0.1063659415
2020-03-30,12315,10653,6696,0.0,0.0,0.0
2020-03-31,11607,9383,5878,-0.0574908648,-0.1192152445,-0.1221624851
2020-04-01,12471,10163,7252,0.07443783923,0.0831290632,0.2337529772
2020-04-02,10256,7665,5035,-0.17761206,-0.2457935649,-0.30570877
2020-04-03,10692,9810,6609,0.04251170047,0.2798434442,0.312611718
2020-04-04,11532,10605,9809,0.0785634119,0.08103975535,0.4841882282
2020-04-06,11532,10605,9809,0.0,0.0,0.0
2020-04-07,12227,10336,9273,0.0602670829,-0.02536539368,-0.05464369457
2020-04-08,11339,10118,7157,-0.07262615523,-0.02109133127,-0.228189367
2020-04-09,10441,9640,7633,-0.07919569627,-0.04724253805,0.06650831354
2020-04-10,10487,9862,8001,0.004405708265,0.02302904564,0.0482117123
2020-04-11,10523,10001,7869,0.003432821589,0.01409450416,-0.01649793776
2020-04-13,10523,10001,7869,0.0,0.0,0.0
2020-04-14,10096,8306,5370,-0.040577782,-0.1694830517,-0.3175752955
2020-04-15,10132,8462,4363,0.003565768621,0.01878160366,-0.1875232775
2020-04-16,10360,7681,5403,0.02250296092,-0.09229496573,0.2383680953
2020-04-17,11056,9588,7179,0.06718146718,0.2482749642,0.3287062743
2020-04-18,10366,9490,7696,-0.06240955137,-0.01022110972,0.07201560106
2020-04-20,10366,9490,7696,0.0,0.0,0.0
2020-04-21,10431,8691,5132,0.006270499711,-0.0841938883,-0.3331600832
2020-04-22,10936,8689,5131,0.04841338318,-0.0002301231159,-0.0001948558067
2020-04-23,10648,9619,6882,-0.02633504023,0.1070318794,0.3412590138
2020-04-24,13370,10682,7849,0.255634861,0.1105104481,0.1405114792
2020-04-25,11928,10633,9778,-0.1078534031,-0.004587155963,0.2457637916
2020-04-27,11928,10633,9778,0.0,0.0,0.0
2020-04-28,13283,11488,9396,0.1135982562,0.0804100442,-0.03906729393
2020-04-29,11830,11399,7517,-0.1093879395,-0.007747214485,-0.1999787143
2020-04-30,12647,11368,10529,0.06906170752,-0.002719536801,0.4006917653
2020-05-01,12048,11201,9499,-0.04736301099,-0.0146903589,-0.09782505461
2020-05-02,11554,10663,6222,-0.04100265604,-0.04803142577,-0.3449836825
2020-05-04,11554,10663,6222,0.0,0.0,0.0
2020-05-05,13111,11802,9234,0.1347585252,0.1068179687,0.4840887175
2020-05-06,12831,11277,9023,-0.02135611319,-0.04448398577,-0.02285033572
2020-05-07,12685,11214,7864,-0.01137869223,-0.005586592179,-0.1284495179
2020-05-08,12204,10615,5472,-0.03791880173,-0.05341537364,-0.3041709054
2020-05-09,12369,10853,5727,0.01352015733,0.02242110221,0.04660087719
2020-05-11,11451,8934,4650,-0.07421780257,-0.1768174698,-0.1880565741
2020-05-12,13417,11420,6679,0.1716880622,0.2782628162,0.436344086
2020-05-13,12265,9885,4828,-0.08586122084,-0.13441331,-0.277137296
2020-05-14,13047,11520,8064,0.06375866286,0.1654021244,0.6702568351
2020-05-15,13023,10806,9788,-0.001839503334,-0.06197916667,0.2137896825
2020-05-16,13001,10449,8947,-0.001689318897,-0.03303720155,-0.08592153658
2020-05-18,13001,10449,8947,0.0,0.0,0.0
2020-05-19,12893,10156,6212,-0.008307053304,-0.02804096086,-0.3056890578
2020-05-21,15072,13271,11305,0.1690064376,0.3067152422,0.8198647778
2020-05-22,13590,11128,3670,-0.09832802548,-0.1614799186,-0.6753648828
2020-05-23,13703,12579,10163,0.008314937454,0.1303918045,1.769209809
2020-05-25,13703,12579,10163,0.0,0.0,0.0
2020-05-26,12775,10314,5555,-0.06772239656,-0.1800620081,-0.4534094264
2020-05-27,12604,10519,7001,-0.01338551859,0.01987589684,0.2603060306
2020-05-28,11302,8497,4373,-0.1033005395,-0.1922235954,-0.3753749464
2020-05-29,12958,9250,5901,0.1465227393,0.08861951277,0.3494168763
2020-05-30,13416,11472,8870,0.03534496064,0.2402162162,0.5031350619
2020-06-01,12244,10518,7553,-0.08735837806,-0.08315899582,-0.1484780158
2020-06-02,14090,12674,9395,0.150767723,0.2049819357,0.2438766053
2020-06-03,14190,12489,5831,0.007097232079,-0.01459681237,-0.3793507185
2020-06-04,13065,11371,9577,-0.07928118393,-0.08951877652,0.6424283999
2020-06-05,12891,11868,10639,-0.01331802526,0.04370767743,0.1108906756
2020-06-08,11825,9999,2990,-0.08269335195,-0.1574823054,-0.7189585487
2020-06-09,13053,10481,8229,0.1038477801,0.04820482048,1.752173913
2020-06-10,10678,6992,3612,-0.1819505095,-0.3328880832,-0.5610645279
2020-06-11,10472,8034,5796,-0.01929200225,0.14902746,0.6046511628
2020-06-12,10222,8590,7346,-0.02387318564,0.06920587503,0.2674258109
2020-06-15,13753,12352,9833,0.3454314224,0.4379511059,0.3385515927
2020-06-16,13614,12109,9645,-0.01010688577,-0.01967292746,-0.01911929218
2020-06-17,12862,11325,9883,-0.05523725577,-0.06474523082,0.02467599793
2020-06-19,11459,9525,7935,-0.1090810138,-0.1589403974,-0.1971061419
2020-06-20,11901,10028,7562,0.03857230125,0.05280839895,-0.04700693132
2020-06-22,12489,10785,9158,0.04940761281,0.07548863183,0.2110552764
2020-06-23,13459,12425,10219,0.07766834815,0.1520630505,0.1158549902
2020-06-24,12936,9485,4391,-0.03885875622,-0.2366197183,-0.5703102065
2020-06-25,13279,11649,7947,0.02651515152,0.2281497101,0.8098383056
2020-06-26,12238,9706,7326,-0.07839445741,-0.1667954331,-0.07814269536
2020-06-27,11842,10262,8033,-0.03235822847,0.05728415413,0.09650559651
2020-06-30,12969,10164,7044,0.09516973484,-0.009549795362,-0.1231171418
2020-07-01,11642,8990,6144,-0.1023209191,-0.1155057064,-0.1277683135
2020-07-02,11462,10428,8333,-0.01546126095,0.1599555061,0.3562825521
2020-07-03,12510,11517,10140,0.09143255976,0.1044303797,0.2168486739
2020-07-04,12167,11128,8674,-0.02741806555,-0.03377615699,-0.1445759369
2020-07-06,13587,12733,9176,0.1167091313,0.1442307692,0.05787410653
2020-07-07,12603,10571,6971,-0.07242216825,-0.1697950208,-0.2403007847
2020-07-08,12297,11272,6680,-0.02427993335,0.0663134992,-0.04174436953
2020-07-09,10287,8483,7140,-0.1634545011,-0.2474272534,0.06886227545
2020-07-10,12097,8175,4961,0.1759502284,-0.03630790994,-0.3051820728
2020-07-11,13631,11213,8378,0.1268082996,0.3716207951,0.6887724249
2020-07-13,13426,11929,8916,-0.01503924877,0.06385445465,0.06421580329
2020-07-14,12755,10431,7909,-0.0499776553,-0.1255763266,-0.1129430238
2020-07-15,11293,9942,5424,-0.114621717,-0.04687949382,-0.3141990138
2020-07-16,12587,9889,5944,0.1145842557,-0.005330919332,0.09587020649
2020-07-17,11849,9961,6873,-0.05863192182,0.007280817069,0.1562920592
