지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22190,2025-01-10 11:00,6.7,326,10.5,1027.2,66,2.4,12.7,5.1,3.3,2.2,7.7,246
22190,2025-01-10 12:00,6.3,321,9.7,1026.7,68,3.1,12.7,4.4,3.2,2.1,7.5,246
22190,2025-01-10 13:00,6,341,10.4,1026.4,66,3.3,12.7,4.6,3.4,2.1,7.7,278
22190,2025-01-10 14:00,5.3,341,8.7,1026.1,63,3.7,12.7,5,3.2,2.1,7.7,268
22190,2025-01-10 15:00,4.9,336,8.4,1026.5,61,3.9,12.8,4.8,3.4,2.2,8.2,279
22190,2025-01-10 16:00,5.2,340,8.6,1026.6,61,4.2,12.8,4.8,3.1,2,7.7,288
22190,2025-01-10 17:00,3.8,332,6.3,1026.9,59,4.4,12.9,4.1,3,2,7.8,289
22190,2025-01-10 18:00,4.2,302,7.8,1027.1,57,4.8,12.9,4.5,2.8,1.9,7.7,291
22190,2025-01-10 19:00,6.1,300,9.4,1027.2,57,4.9,12.9,4.7,3.3,2.1,8.2,271
22190,2025-01-10 20:00,6.8,298,10.2,1027.3,58,4.4,12.9,4.1,2.9,2,7.3,271
22190,2025-01-10 21:00,6.9,304,9.5,1027.5,62,4.3,12.9,5.6,3,2.1,7.3,261
22190,2025-01-10 22:00,6.6,322,9.2,1028,61,4.2,12.9,4.4,2.8,1.9,7,277
22190,2025-01-10 23:00,6.4,317,9.5,1028.4,62,4.1,12.8,4,2.9,1.9,7.1,272
22190,2025-01-11 00:00,6.8,324,10.3,1028,62,3.9,12.7,4.8,2.8,2,7,265
22190,2025-01-11 01:00,6.6,319,9.3,1027.7,64,3.6,12.6,3.9,2.8,1.9,6.9,267
22190,2025-01-11 02:00,6.3,316,9.5,1027.4,64,3.4,12.5,4.2,2.8,1.9,6.8,248
22190,2025-01-11 03:00,5.6,314,8,1027.5,64,3.5,12.5,4.4,2.8,1.9,6.9,239
22190,2025-01-11 04:00,4.9,300,7.2,1027.4,61,3.4,12.5,4.4,2.7,1.8,6.8,246
22190,2025-01-11 05:00,5,300,7.5,1027,62,3.3,12.5,4,2.6,1.7,6.7,220
22190,2025-01-11 06:00,3.8,316,6.2,1027,61,3.3,12.5,3.7,2.3,1.6,6.6,229
22190,2025-01-11 07:00,3.2,302,5.8,1027,61,3.4,12.6,3.8,2.4,1.6,6.8,217
22190,2025-01-11 08:00,4,305,6.8,1027,62,3.4,12.6,3.9,2.6,1.7,7.1,253
22190,2025-01-11 09:00,4.7,315,6.8,1027.5,64,3.6,12.5,4.2,2.5,1.7,7.3,255
22190,2025-01-11 10:00,5.3,308,9.3,1027.9,66,3.9,12.6,3.7,2.4,1.6,7.1,246
22190,2025-01-11 11:00,4,305,7.2,1027.8,64,4.3,12.5,3.5,2.4,1.6,7.1,254
22190,2025-01-11 12:00,4.2,318,6.5,1026.7,65,4.7,13,3.5,2.5,1.7,7.3,254
22190,2025-01-11 13:00,3.5,310,6.2,1025.6,64,5,13.1,4.1,2.5,1.6,7.5,255
22190,2025-01-11 14:00,3.7,302,6.3,1025.1,64,5.1,13.2,3.8,2.4,1.7,7.7,244
22190,2025-01-11 15:00,5.1,306,7.8,1024.5,65,5.5,13.2,4,2.4,1.6,7.5,288
22190,2025-01-11 16:00,4.3,298,7.7,1024.6,66,5.8,13.2,3.2,2.2,1.5,7.5,295
22190,2025-01-11 17:00,4,299,6.3,1024.7,63,6,13.2,3.3,2.1,1.5,7.4,292
22190,2025-01-11 18:00,3.7,298,6.1,1024.5,56,6.2,13.2,3.1,2.1,1.3,7.4,296
22190,2025-01-11 19:00,6.9,285,9.9,1024.2,55,6.4,13.1,2.8,2,1.3,7.3,305
22190,2025-01-11 20:00,7.2,280,10,1023.5,56,6.2,13,3.1,2,1.4,6.6,257
22190,2025-01-11 21:00,5.8,289,8.2,1023.3,56,5.9,12.3,3.3,1.9,1.4,6,239
22190,2025-01-11 22:00,4.3,280,7.2,1023.4,59,6,12.2,3,1.8,1.3,6.1,292
22190,2025-01-11 23:00,5.1,281,7.7,1022.9,62,5.9,12.1,3.7,1.8,1.2,6.3,285
22190,2025-01-12 00:00,4.2,287,7.1,1022.6,63,5.8,12.1,2.4,1.8,1.2,6.3,285
22190,2025-01-12 01:00,2.9,298,6.2,1021.9,62,5.3,12.2,3,1.8,1.2,6.1,300
22190,2025-01-12 02:00,3.8,293,6.1,1021.2,65,5.4,12.2,2.5,1.7,1.2,5.8,295
22190,2025-01-12 03:00,4.4,316,7.1,1021.2,64,5.3,12.1,2.6,1.6,1.1,5.6,295
22190,2025-01-12 04:00,4.4,298,6.9,1020.5,68,4.4,12.2,2.8,1.7,1.2,5.9,299
22190,2025-01-12 05:00,5.3,334,8.1,1020.1,76,4.8,12.4,2.5,2,1.4,6,310
22190,2025-01-12 06:00,6.1,338,8.7,1019.8,71,4.9,12.4,2.7,1.8,1.2,5.6,303
22190,2025-01-12 07:00,7.5,337,11.4,1020.1,61,5.2,12.4,2.9,2,1.4,5.9,289
22190,2025-01-12 08:00,8.7,329,12.6,1020,58,4.8,12.5,3.1,2,1.4,5.7,254
22190,2025-01-12 09:00,9.5,335,12.2,1019.9,61,4.8,12.5,3.1,2.1,1.4,5.8,227
22190,2025-01-12 10:00,8.2,327,12.8,1020.1,65,4.9,12.6,3.2,2.1,1.5,5.6,236
22190,2025-01-12 11:00,8.6,327,12.2,1019.9,66,5,12.6,3.5,2.1,1.4,5.6,226
22190,2025-01-12 12:00,8.4,333,12.9,1019.3,59,5.1,12.6,3.5,2,1.4,5.6,239
22190,2025-01-12 13:00,9.4,341,12.9,1018.2,56,5.4,12.6,3.8,2.2,1.5,5.9,232
22190,2025-01-12 14:00,10,337,14.3,1017.3,51,6.1,12.7,3.9,2.5,1.7,6,209
22190,2025-01-12 15:00,10.3,340,13.8,1017,50,6.8,12.7,3.8,2.5,1.7,6.1,213
22190,2025-01-12 16:00,10.4,343,14.5,1017.4,46,7.4,12.7,3.7,2.6,1.7,6.1,195
22190,2025-01-12 17:00,9.1,321,13.5,1017.9,44,7.5,12.7,4.1,2.5,1.7,6.1,195
22190,2025-01-12 18:00,8.7,321,12.5,1018.5,42,7.3,12.7,4.6,2.7,1.8,6.3,209
22190,2025-01-12 19:00,9.6,324,16.3,1019.4,71,5.1,12.7,5.1,3.1,2.1,6.5,195
22190,2025-01-12 20:00,9.8,317,15.8,1019.2,56,6.9,12.7,5.1,2.8,1.9,6.2,201
22190,2025-01-12 21:00,10.4,329,16.1,1019.7,59,6.7,12.7,4.6,2.9,2,6.1,182
22190,2025-01-12 22:00,11.5,344,15.7,1019.9,56,7.6,12.7,5.2,3.6,2.3,6.7,184
22190,2025-01-12 23:00,11.9,340,16.4,1020.5,57,7.3,12.7,5.8,3.4,2.3,6.6,170
22297,2025-01-01 00:00,5.5,320,8.3,1024.4,62,7.4,14.3,2.5,1.4,1,7.7,341
22297,2025-01-01 01:00,5.3,300,9.5,1024.2,62,7.4,14.2,2.1,1.4,1,8.3,336
22297,2025-01-01 02:00,5.1,321,7.5,1024.2,63,7.5,13.7,2.5,1.3,1,8.3,343
22297,2025-01-01 03:00,5,309,7.1,1024.5,60,7.4,13.7,2.4,1.3,.9,7.7,340
22297,2025-01-01 04:00,5.7,322,8.6,1024.1,58,7.6,14.3,1.6,1.3,.8,7.7,344
22297,2025-01-01 05:00,5.3,320,8.5,1023.9,58,7.6,14.4,1.9,1.2,.8,7.1,354
22297,2025-01-01 06:00,4.9,325,7.4,1024.2,59,7.8,14.4,1.6,1.1,.7,7.1,352
22297,2025-01-01 07:00,4.9,322,7.1,1024.6,57,8,14,1.3,.9,.7,6.7,2
22297,2025-01-01 08:00,4.7,325,6.9,1024.5,58,8.3,14.1,1.5,.9,.6,6.7,348
22297,2025-01-01 09:00,4.7,327,6.8,1024.7,56,8.4,13.4,1.4,.9,.7,6.7,354
22297,2025-01-01 10:00,3.1,332,4.8,1025,56,8.7,13.1,1.5,.9,.6,7.1,340
22297,2025-01-01 11:00,3.5,285,5.5,1025,55,8.8,13.1,1.2,.8,.5,6.7,338
22297,2025-01-01 12:00,3.3,314,4.8,1024.6,57,9,13.1,1.2,.8,.5,6.7,345
22297,2025-01-01 13:00,3,305,4.8,1024.3,57,9.1,13.9,1.1,.6,.5,7.1,330
22297,2025-01-01 14:00,4.1,329,6.4,1023.2,56,9.2,13.6,1,.6,.4,7.1,334
22297,2025-01-01 15:00,4,324,5.8,1023.2,50,9.3,13.3,.8,.6,.4,6.7,344
22297,2025-01-01 16:00,3.6,344,5.5,1023.2,51,9.4,13.4,.8,.6,.4,6.3,348
22297,2025-01-01 17:00,2.6,341,4.6,1022.9,51,9.3,13.5,.9,.6,.4,6.3,354
22297,2025-01-01 18:00,3.5,340,5,1023,51,9.3,13.3,.9,.6,.4,6.3,354
22297,2025-01-01 19:00,3,346,5,1023.7,55,9.3,13.4,1,.6,.4,5.6,347
22297,2025-01-01 20:00,3.7,341,5.3,1024,56,9.4,13.9,.8,.6,.4,5.6,357
22297,2025-01-01 21:00,3.1,326,4,1024.5,56,9.4,14,.7,.5,.3,5.3,344
22297,2025-01-01 22:00,2.6,351,4.3,1024.8,55,9.3,14.3,.7,.5,.4,5.3,354
22297,2025-01-01 23:00,1.6,4,3.2,1024.8,54,9.3,13.9,1,.5,.4,5,344
22297,2025-01-02 00:00,2.3,325,3.5,1024.7,55,9.3,13.6,.7,.5,.3,5,341
22297,2025-01-02 01:00,3.2,303,4.7,1024.6,57,9.4,13.5,.8,.5,.3,5,336
22297,2025-01-02 02:00,3.2,314,4.9,1024.5,57,9.6,13.5,.8,.4,.3,4.8,340
22297,2025-01-02 03:00,3.6,309,6.5,1024.7,56,9.6,13.5,.7,.4,.3,5.3,350
22297,2025-01-02 04:00,4.8,338,7.4,1024.5,55,9.7,13.6,.7,.5,.3,4.5,351
22297,2025-01-02 05:00,4.4,310,5.7,1024.4,56,9.8,14.1,.6,.5,.3,4.5,348
22297,2025-01-02 06:00,5.1,308,7,1024.5,57,9.9,14.3,.7,.5,.3,4.3,5
22297,2025-01-02 07:00,5,323,7.2,1024.6,61,10,13.7,.8,.5,.4,4.3,7
22297,2025-01-02 08:00,4.2,339,6,1024.6,59,10,13.6,.7,.5,.3,4.5,334
22297,2025-01-02 09:00,4.6,354,6.2,1025.2,57,10.1,13.1,.7,.5,.4,3.8,323
22297,2025-01-02 10:00,4.6,13,6.1,1025.7,65,9.9,13,.7,.5,.4,4.2,344
22297,2025-01-02 11:00,5.8,18,7.9,1025.6,70,9.7,13.1,.8,.6,.4,3.2,352
22297,2025-01-02 12:00,5.8,22,8.3,1025,70,9.5,13.1,.8,.6,.4,3.3,347
22297,2025-01-02 13:00,6.7,49,8.5,1024.1,79,8.7,13.1,.9,.6,.4,3.4,358
22297,2025-01-02 14:00,5.7,54,8.3,1023.8,79,8.6,13.3,.9,.5,.4,3.7,16
22297,2025-01-02 15:00,6.1,352,8.5,1024.3,73,8.9,13.9,1,.6,.4,3.8,8
22297,2025-01-02 16:00,6.1,337,7.8,1024.6,71,8.8,14.1,1,.6,.5,4.2,5
22297,2025-01-02 17:00,5.6,342,7.4,1024.7,65,8.5,14.4,1.2,.7,.5,4.2,358
22297,2025-01-02 18:00,6.7,347,9.2,1025.2,67,8.4,14.1,1,.7,.5,4.2,15
22297,2025-01-02 19:00,7.1,355,9.1,1025.7,67,8.1,13.7,1.1,.8,.6,4.2,7
22297,2025-01-02 20:00,7.9,354,9.9,1026.2,67,7.9,14,1,.8,.6,4.3,21
22297,2025-01-02 21:00,7.5,353,9.8,1026.6,63,7.7,13.8,1.2,.8,.6,3.8,7
22297,2025-01-02 22:00,7,352,9.2,1026.7,60,7.5,13.5,1.1,.9,.6,4.2,9
22297,2025-01-02 23:00,7.3,356,10.2,1026.6,61,7.4,13.4,1.1,.8,.6,4.3,14
22297,2025-01-03 00:00,8.2,356,10.5,1026.7,60,7.3,13.4,1.3,.8,.6,4.5,1
22297,2025-01-03 01:00,8.4,355,10.9,1026.4,62,7.3,13.5,1.3,.9,.6,4.2,11
22297,2025-01-03 02:00,7.3,341,10.6,1026.3,61,7.4,14.7,1.4,.9,.6,4.5,4
22297,2025-01-03 03:00,7.7,341,11.5,1026.3,61,7.6,14,1.5,.9,.6,4.5,358
22297,2025-01-03 04:00,8.6,346,11.9,1026,63,7.5,13.9,1.5,1,.7,5,4
22297,2025-01-03 05:00,9,341,12.7,1025.7,58,7.5,13.9,1.8,1.1,.8,4.8,9
22297,2025-01-03 06:00,10.1,346,12.8,1026,64,7.2,13.4,1.3,.9,.7,4.8,2
22297,2025-01-03 07:00,11,345,14.5,1026.8,61,6.8,13.6,1.7,1.2,.9,4.5,9
22297,2025-01-03 08:00,9.4,337,12.9,1027.4,55,6.3,13.4,1.8,1.3,.9,5,354
22297,2025-01-03 09:00,9.2,336,12.4,1028,54,,13.5,2.3,1.3,.9,5.3,8
22297,2025-01-03 10:00,8,338,11.9,1028.6,54,6,13.1,2,1.3,1,5.6,15
22297,2025-01-03 11:00,8.3,346,11.3,1028.8,58,5.9,12.6,2.2,1.3,1,5.6,351
22297,2025-01-03 12:00,7,336,10.8,1028.6,56,5.7,12.5,2.2,1.4,.9,5.9,343
22297,2025-01-03 13:00,6.3,350,10.4,1028,55,5.5,12.4,1.9,1.3,.8,5.9,347
22297,2025-01-03 14:00,6.7,314,9.9,1027.6,56,5.5,12.5,1.9,1.2,.8,5.9,347
22297,2025-01-03 15:00,7,317,9.8,1027.4,58,5.7,12.7,1.9,1.2,.8,6.3,341
22297,2025-01-03 16:00,5.7,308,9.3,1027.6,55,5.8,12.8,1.7,1.3,.9,6.7,344
22297,2025-01-03 17:00,6.1,320,10.1,1027.6,56,5.8,14.4,2.1,1.2,.9,6.7,336
22297,2025-01-03 18:00,6.7,322,9.4,1027.8,55,6,14.2,1.7,1.2,.9,7.1,345
22297,2025-01-03 19:00,6.5,319,9.3,1028.2,56,6,14.1,2.2,1.2,.8,6.7,354
22297,2025-01-03 20:00,6.9,328,10.4,1028.4,57,6.2,13.5,1.6,1.2,.8,6.3,352
22297,2025-01-03 21:00,6.1,324,8.4,1028.6,58,6.2,13.9,1.8,1.2,.8,6.3,357
22297,2025-01-03 22:00,6.2,331,8.9,1028.5,56,6.4,13.1,1.5,1.1,.7,5.9,0
22297,2025-01-03 23:00,7.4,338,10,1028.3,57,6.8,13,1.5,1.1,.7,6.3,358
22297,2025-01-04 00:00,6.8,321,9.6,1028.4,57,6.9,13,1.5,1,.7,5.9,344
22297,2025-01-04 01:00,7.2,330,10.1,1027.6,58,7,13.1,1.6,1,.7,5.3,354
22297,2025-01-04 02:00,6.9,341,9.5,1027.5,58,6.9,13.1,1.5,1.1,.7,5.3,347
22297,2025-01-04 03:00,5.8,322,9.1,1028,56,6.8,14.2,1.5,1.1,.7,5.6,343
22297,2025-01-04 04:00,6,326,9.4,1027.8,56,6.7,14.1,1.7,1,.7,6.3,341
22297,2025-01-04 05:00,6.4,346,8.9,1027.4,56,6.8,13.6,1.6,1.1,.7,6.3,341
22297,2025-01-04 06:00,6.5,337,9.2,1027.5,54,6.8,13.6,1.7,1.1,.7,5.6,358
22297,2025-01-04 07:00,6.1,335,8.6,1027.7,53,6.6,13.6,1.5,1,.7,5.6,5
22297,2025-01-04 08:00,5.2,345,7.9,1028,51,6.5,13.1,1.9,1,.7,5.6,5
22297,2025-01-04 09:00,4.2,353,7.2,1028.5,52,6.5,12.9,1.8,1.1,.7,5.9,354
22297,2025-01-04 10:00,4.1,339,6,1028.7,50,6.6,12.7,1.6,1.1,.7,5.6,344
22297,2025-01-04 11:00,3.1,343,5.7,1029.1,48,6.6,12.9,1.5,1.1,.7,5.9,348
22297,2025-01-04 12:00,2.2,325,4.6,1029,52,7,13.6,1.6,1,.6,6.3,352
22297,2025-01-04 13:00,2.8,277,4.9,1028.3,52,7.4,13.5,1.2,.9,.6,6.7,357
22297,2025-01-04 14:00,3.1,261,5,1027.6,54,7.2,12.9,1.1,.8,.5,6.7,350
22297,2025-01-04 15:00,3.3,261,4.7,1027.1,55,7.5,12.9,1.1,.7,.5,6.7,358
22297,2025-01-04 16:00,3.3,314,5,1027,53,,13.2,1.2,.6,.4,6.7,352
22297,2025-01-04 17:00,1.6,353,3.7,1027.1,53,,14.2,1.1,.6,.4,6.3,345
22297,2025-01-04 18:00,1.6,299,2.7,1027.5,54,7.7,14,.9,.6,.4,6.3,347
22297,2025-01-04 19:00,1.6,329,2.9,1026.8,55,7.7,13.9,.8,.6,.4,5.9,347
22297,2025-01-04 20:00,.8,163,1.6,1026.7,54,7.6,14,.9,.6,.4,5.9,347
22297,2025-01-04 21:00,1.9,206,4.4,1027.1,52,7.8,14,.8,.6,.4,5.6,358
22297,2025-01-04 22:00,2.8,205,4,1026.6,53,8,13.5,.9,.5,.4,5,2
22297,2025-01-04 23:00,2.6,212,4,1026.5,56,8.2,12.7,.8,.5,.3,5.3,345
22297,2025-01-05 00:00,2.6,191,4.4,1025.4,56,8.4,12.7,.8,.5,.3,5.3,348
22297,2025-01-05 01:00,4.9,171,6.5,1024.3,59,8.9,12.5,.7,.5,.3,5,345
22297,2025-01-05 02:00,5.3,182,7.9,1023.8,62,9.4,12.6,.9,.5,.4,5,350
22297,2025-01-05 03:00,5.9,207,8.6,1023.8,61,9.9,13.2,.7,.5,.4,5.6,340
22297,2025-01-05 04:00,7.7,211,9.6,1023.8,62,10.4,14.1,.8,.5,.4,5.3,347
22297,2025-01-05 05:00,7.2,209,9.6,1022.9,61,10.6,14.1,1,.6,.4,3.2,232
22297,2025-01-05 06:00,8.7,231,13.6,1022.9,55,10.6,14,1.2,.8,.6,3.4,230
22297,2025-01-05 07:00,9.9,225,12.8,1022.7,64,10.4,13.8,1.5,1,.7,4.3,230
22297,2025-01-05 08:00,8.1,236,10.4,1022.9,68,10.2,13.3,1.5,1.1,.7,4.5,241
22297,2025-01-05 09:00,7.2,228,9.4,1023,87,8.6,12.4,1.7,1.1,.7,4.8,241
22297,2025-01-05 10:00,7.3,201,9.8,1022.7,86,9.4,12.6,1.8,1,.7,5,237
22297,2025-01-05 11:00,6.4,201,8.8,1022.5,83,9.8,12.8,1.6,1.1,.7,5.3,244
22297,2025-01-05 12:00,6.9,193,9,1021.3,82,10.4,13,1.8,1.1,.8,5.3,244
22297,2025-01-05 13:00,7.6,205,10.7,1020.2,76,11,13.2,1.9,1.1,.8,5.6,255
22297,2025-01-05 14:00,8,201,10.4,1019.2,73,10.9,13.1,1.9,1.3,.9,5.6,254
22297,2025-01-05 15:00,6.6,199,8.6,1018.6,70,11.3,12.7,2.2,1.4,.9,5.6,241
22297,2025-01-05 16:00,9,224,11.4,1018.8,73,10.7,12.3,1.7,1.3,.8,5.6,262
22297,2025-01-05 17:00,6.1,265,8.1,1018.4,71,11.6,12.6,1.8,1.2,.8,5,251
22297,2025-01-05 18:00,6.6,265,8.6,1018.4,66,11.9,12.6,2.1,1.2,.9,5.3,264
22297,2025-01-05 19:00,7.4,269,9,1018.7,61,11.9,12.7,2,1.3,.9,5,246
22297,2025-01-05 20:00,7.1,270,8.8,1019.1,55,12,12.6,1.8,1.2,.8,5.6,272
22297,2025-01-05 21:00,7.4,265,9.2,1019.2,56,12.1,12.4,1.9,1.1,.7,5.6,255
22297,2025-01-05 22:00,7.3,262,9.2,1019,59,12.2,13.2,1.5,1,.7,5.3,261
22297,2025-01-05 23:00,7.7,270,9.6,1018.8,57,12,12.3,1.4,1,.7,5.3,261
22297,2025-01-06 00:00,9,279,11.3,1018.3,61,11.7,12.3,1.5,1,.7,5.6,272
22297,2025-01-06 01:00,9.6,273,12.4,1017.7,58,11.9,12.3,1.4,1,.7,5,244
22297,2025-01-06 02:00,9.2,262,11.5,1017.4,62,11.8,12.4,2.5,1.1,.9,5.3,254
22297,2025-01-06 03:00,9.7,278,13,1017.1,61,11.5,12.3,1.9,1.2,.9,5.6,275
22297,2025-01-06 04:00,7.4,284,11.1,1016.8,57,11.3,12.2,2.5,1.3,1,6.3,282
22297,2025-01-06 05:00,8.2,297,11,1016.6,61,11,12.2,2.4,1.5,1.1,6.3,288
22297,2025-01-06 06:00,9.1,312,12.3,1017.2,63,10.3,12.2,2.6,1.5,1.1,6.3,278
22297,2025-01-06 07:00,10.1,321,13.1,1017.8,68,9.8,12.3,2.3,1.6,1.2,6.7,278
22297,2025-01-06 08:00,10.1,327,13.1,1018.6,68,9.2,12.2,3,1.6,1.2,6.3,281
22297,2025-01-06 09:00,10.9,323,14,1019.1,65,8.8,12.3,2.2,1.7,1.1,6.7,286
22297,2025-01-06 10:00,12.4,324,15.9,1020.1,63,8.1,12.4,2.8,1.6,1.2,6.3,282
22297,2025-01-06 11:00,12.4,324,15.5,1020.9,59,7.5,13.4,2.4,1.6,1.2,6.3,289
22297,2025-01-06 12:00,12.5,322,17.2,1020.7,59,7.1,13.5,2.8,1.6,1.2,5.9,337
22297,2025-01-06 13:00,12.4,318,16.4,1020.2,64,6.7,13.4,3.3,1.9,1.4,6.3,324
22297,2025-01-06 14:00,13.3,314,18.6,1019.7,62,6.5,13.2,4,2.1,1.6,6.7,330
22297,2025-01-06 15:00,12.9,314,17.7,1019.7,61,,13.1,5,2.7,1.9,7.1,333
22297,2025-01-06 16:00,13,316,16.9,1020.2,63,4,13.5,4.6,3,1.9,8.3,338
22297,2025-01-06 17:00,11.6,320,15.8,1020.8,64,4.8,13.4,4.3,2.8,2,8.3,338
22297,2025-01-06 18:00,12.5,316,16.5,1021.5,60,6,12.7,4.5,3,2.1,9.1,341
22297,2025-01-06 19:00,12.3,315,16.5,1022.1,63,5.8,12.6,4.6,2.9,2.1,8.3,340
22297,2025-01-06 20:00,11.8,316,16.5,1022.6,59,5.7,12.6,4.2,2.9,2,9.1,341
22297,2025-01-06 21:00,11.8,323,16,1022.7,61,5.7,12.6,4.7,3,2.1,8.3,337
22297,2025-01-06 22:00,11.5,326,16.1,1023,65,5.7,13,4.1,3,2,8.3,334
22297,2025-01-06 23:00,11.4,330,15.4,1023.5,70,,13.4,4,2.6,1.8,8.3,343
22297,2025-01-07 00:00,11.1,307,15.2,1022.9,66,5.5,13.4,3.8,2.4,1.8,8.3,348
22297,2025-01-07 01:00,8,326,10.8,1022.7,88,3.4,13.4,3.9,2.5,1.8,8.3,355
22297,2025-01-07 02:00,13.7,318,19.2,1022.2,92,3.3,13.1,3.8,2.4,1.7,8.3,338
22297,2025-01-07 03:00,12.5,327,16.7,1021.5,77,5.3,12.8,3.7,2.4,1.8,8.3,354
22297,2025-01-07 04:00,11.4,317,16.3,1021.4,71,5.1,13,4.4,2.7,1.8,9.1,357
22297,2025-01-07 05:00,12.4,303,17,1021.2,66,5.3,13.1,4.7,2.5,1.8,9.1,352
22297,2025-01-07 06:00,11.3,317,15.6,1021.2,62,5.6,13.3,4.6,2.9,2,9.1,348
22297,2025-01-07 07:00,10.7,318,14.7,1021.6,57,5.9,13,5.2,3,2,9.1,345
22297,2025-01-07 08:00,11,310,14.9,1022.1,60,6,12.8,4.4,2.9,1.9,9.1,347
22297,2025-01-07 09:00,10.2,317,13.8,1022.5,57,2.6,12.9,4.6,3,2.1,8.3,352
22297,2025-01-07 10:00,9.7,305,13.3,1023,64,-1.9,13.2,4.2,3.1,1.9,8.3,350
22297,2025-01-07 11:00,11.5,296,16.5,1022.5,56,6.9,13.3,4.2,2.5,1.9,8.3,354
22297,2025-01-07 12:00,11.8,295,16.5,1021.7,50,7.2,13.3,3.5,2.5,1.7,8.3,358
22297,2025-01-07 13:00,12.9,300,20.1,1021,55,7.1,13.1,3.6,2.6,1.6,7.7,352
22297,2025-01-07 14:00,13.1,300,18,1020.4,50,7.5,12.8,4.3,2.7,1.7,8.3,341
22297,2025-01-07 15:00,13.7,300,18.8,1020,48,7.8,12.9,4.6,2.7,2,8.3,341
22297,2025-01-07 16:00,13.2,297,19.3,1020.5,52,7.5,13,4.5,2.7,1.9,7.7,333
22297,2025-01-07 17:00,11.5,294,15,1020.8,57,7.6,13,5,2.9,1.9,8.3,340
22297,2025-01-07 18:00,10,295,14.9,1020.9,57,7.9,12.7,4.1,2.9,1.9,8.3,334
22297,2025-01-07 19:00,11.5,302,17,1021.2,53,7.7,12.6,3.8,2.7,1.9,8.3,338
22297,2025-01-07 20:00,10.2,299,14.5,1021.6,52,7.7,12.8,4.8,2.6,1.9,8.3,338
22297,2025-01-07 21:00,9.6,306,13.2,1021.9,53,7.8,12.8,4.1,2.7,1.8,8.3,338
22297,2025-01-07 22:00,9.9,307,13.9,1022.1,50,7.6,12.8,3.5,2.5,1.6,8.3,337
22297,2025-01-07 23:00,9.9,302,13.7,1022.4,52,7.7,12.7,3.5,2.7,1.7,8.3,338
22297,2025-01-08 00:00,9.3,300,12.9,1022.5,50,7.6,12.8,3.9,2.2,1.7,7.7,337
22297,2025-01-08 01:00,11.1,310,14.8,1022.3,48,7.8,13.2,3.8,2.1,1.5,7.7,327
22297,2025-01-08 02:00,10.7,295,14.7,1022.2,48,8,13.1,3.3,2,1.5,7.7,344
22297,2025-01-08 03:00,9.7,300,14,1022,52,8,13,3.2,1.9,1.3,7.7,336
22297,2025-01-08 04:00,9.6,317,12.6,1021.6,57,7.8,12.8,3.1,1.9,1.4,7.1,340
22297,2025-01-08 05:00,9.2,317,13,1021.6,51,7.8,12.8,2.9,2,1.4,7.7,341
22297,2025-01-08 06:00,8.3,326,11.3,1021.4,49,7.8,12.6,2.8,1.9,1.3,7.7,340
22297,2025-01-08 07:00,7.1,322,11.3,1021.7,47,7.8,12.6,3.2,1.8,1.3,7.7,330
22297,2025-01-08 08:00,5.9,298,8.3,1021.9,47,7.8,12.9,2.6,1.7,1.1,7.7,329
22297,2025-01-08 09:00,5.2,293,7.4,1022.3,48,7.9,13.3,2.7,1.6,1.2,7.1,334
22297,2025-01-08 10:00,4.1,301,6.8,1022.8,49,7.9,13.3,2.3,1.6,1,7.1,326
22297,2025-01-08 11:00,4.5,316,7.6,1022.6,52,8.3,13.3,2.3,1.7,1.1,7.1,331
22297,2025-01-08 12:00,3.3,305,5.9,1022.1,52,8.3,13.2,2.3,1.4,1.1,6.7,334
22297,2025-01-08 13:00,5.1,260,7.2,1021.4,64,7.6,13.2,2,1.5,1,6.7,336
22297,2025-01-08 14:00,7.4,295,10.7,1020.4,64,7.8,12.7,2.4,1.4,1,6.7,338
22297,2025-01-08 15:00,7.2,289,10.7,1019.8,63,8.1,12.6,2.3,1.4,1.1,6.7,336
22297,2025-01-08 16:00,8.3,293,11.5,1020.1,74,7.2,12.7,2.1,1.4,1,6.7,336
22297,2025-01-08 17:00,10.1,320,13.8,1020,81,7,13.2,2.2,1.5,1.1,6.3,333
22297,2025-01-08 18:00,10.6,314,14.1,1020.2,77,7.3,13.5,2.5,1.6,1.2,6.7,317
22297,2025-01-08 19:00,5.3,297,11,1021.4,87,,14.3,2.9,2,1.2,6.3,299
22297,2025-01-08 20:00,11.9,340,15.6,1021.7,76,6.8,14.4,2.8,1.8,1.2,6.3,309
22297,2025-01-08 21:00,11.8,333,15.4,1022.8,70,6.3,14.4,3.9,2.1,1.6,6.3,322
22297,2025-01-08 22:00,12.4,331,16.9,1023.6,75,,14.4,3.8,2.2,1.7,5.9,333
22297,2025-01-08 23:00,11.8,338,15.5,1024.3,68,5.1,14.4,4.2,2.3,1.7,6.7,343
22297,2025-01-09 00:00,12.4,333,17.5,1024.7,76,4,14.3,3.7,2.5,1.8,7.1,340
22297,2025-01-09 01:00,12.4,328,16.3,1025.1,74,3.6,13.3,3.4,2.4,1.6,7.1,341
