지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22297,2025-01-09 02:00,12.4,326,15.9,1025.3,66,3.4,13,3.3,2.7,1.8,7.7,334
22297,2025-01-09 03:00,11.6,325,18.1,1025.7,74,2.7,12.7,3.8,2.6,1.8,7.7,357
22297,2025-01-09 04:00,12.2,330,16.4,1025.8,69,2.8,12.6,4.3,2.6,1.8,7.7,350
22297,2025-01-09 05:00,9.6,314,13.2,1026.1,75,2.1,12.6,4.1,2.9,1.9,8.3,357
22297,2025-01-09 06:00,10.5,325,14.5,1025.8,65,2.8,12.6,3.8,2.6,1.7,9.1,1
22297,2025-01-09 07:00,9.3,298,12.4,1026.2,62,2.7,12.8,4.1,2.6,1.8,9.1,350
22297,2025-01-09 08:00,10.3,316,14.6,1026.5,65,2.6,12.8,4.5,2.3,1.7,9.1,350
22297,2025-01-09 09:00,9,299,13.5,1026.7,69,2.4,12.9,5,2.3,1.6,10,348
22297,2025-01-09 10:00,11.2,290,18,1026.6,67,3.3,12.9,3.7,2.6,1.7,9.1,344
22297,2025-01-09 11:00,11.6,287,15.7,1026.4,73,3.2,12.9,4.7,2.5,1.8,7.1,337
22297,2025-01-09 12:00,15.2,304,21.3,1025.6,70,3.8,12.9,4,2.5,1.8,9.1,348
22297,2025-01-09 13:00,14.2,315,18.7,1025.4,90,2.4,12.8,4.7,2.7,2,7.7,347
22297,2025-01-09 14:00,12.6,322,18.8,1025.4,98,1.4,12.8,4.4,2.9,1.8,7.7,350
22297,2025-01-09 15:00,14.7,322,21.2,1025.5,76,2.7,12.8,5.1,3.2,2.1,8.3,351
22297,2025-01-09 16:00,15.1,319,20,1026.1,71,2.3,12.9,5.4,3.2,2.4,9.1,341
22297,2025-01-09 17:00,13.8,323,20.5,1027.1,73,1.5,13,6.3,3.6,2.6,9.1,350
22297,2025-01-09 18:00,14.1,325,21.8,1027.9,93,-.3,13.1,5.5,3.6,2.6,9.1,344
22297,2025-01-09 19:00,14,324,21.3,1028.6,93,0,13.1,7.5,4.1,2.9,10,352
22297,2025-01-09 20:00,13,326,18.2,1029.5,85,.2,13.1,6.6,4.2,3,10,348
22297,2025-01-09 21:00,14.9,324,20.9,1030,80,1.1,13.2,7.6,4.2,3.2,10,354
22297,2025-01-09 22:00,13.2,339,20.5,1030.9,70,.8,13.2,7.6,4.4,3.2,10.5,350
22297,2025-01-09 23:00,13.7,338,19,1031.2,71,1.4,13.1,6.3,4.2,3,10,350
22297,2025-01-10 00:00,14,336,19.1,1031.3,82,1.5,13.2,5.6,4.2,2.7,10,357
22297,2025-01-10 01:00,12.9,329,18.5,1031.6,66,2.1,13.1,5.9,3.9,2.6,10.5,347
22297,2025-01-10 02:00,11.9,295,17.5,1032.1,81,2.1,13.1,5.5,3.7,2.5,10,341
22297,2025-01-10 03:00,12,309,16.3,1032.1,73,2.5,12.9,5,3.4,2.4,10,355
22297,2025-01-10 04:00,12.5,305,16.6,1032,88,2.5,13.2,5.5,3.4,2.3,10,1
22297,2025-01-10 05:00,10.6,296,15.3,1031.9,82,2.8,13.1,5.1,3.3,2.2,9.1,347
22297,2025-01-10 06:00,11.4,309,15.9,1032,77,2.6,13.1,4.9,3.2,2.1,10,351
22297,2025-01-10 07:00,11.6,278,15.9,1032.3,72,3.9,13,6.3,3.2,2.1,9.1,352
22297,2025-01-10 08:00,11.7,230,15.5,1032.6,71,3.5,12.9,5.5,3,2.3,10,350
22297,2025-01-10 09:00,12.1,225,16.1,1032.7,76,3.8,13.1,4.8,3.1,2.1,10,345
22297,2025-01-10 10:00,11.7,223,16.2,1033.3,83,3.2,13.5,4.7,3,2,10,357
22297,2025-01-10 11:00,11.2,226,15.8,1033.9,91,2.7,13.7,4.8,2.9,2,9.1,336
22297,2025-01-10 12:00,11,202,15.5,1033.5,63,3.8,13.9,4.7,2.7,1.8,9.1,344
22297,2025-01-10 13:00,10,222,13.5,1032.7,71,3.9,13.9,4.8,2.8,2,9.1,352
22297,2025-01-10 14:00,10.1,212,14.2,1032.1,71,3.8,14,4.1,2.9,1.9,9.1,347
22297,2025-01-10 15:00,8.8,217,13.4,1032,67,4.2,13.9,4.1,2.5,1.8,8.3,347
22297,2025-01-10 16:00,9.9,226,14.5,1032.4,73,4.1,13.9,4,2.8,1.9,8.3,352
22297,2025-01-10 17:00,11.1,244,14.8,1032.3,74,4.2,13.9,4.2,2.9,1.8,8.3,347
22297,2025-01-10 18:00,10,227,13.8,1032.4,67,4.3,13.9,3.7,2.6,1.6,9.1,355
22297,2025-01-10 19:00,7.1,211,12.9,1032.8,80,3.3,14,3.3,2.2,1.4,8.3,351
22297,2025-01-10 20:00,10.4,217,15.3,1032.7,70,5.2,13.9,3.5,2.1,1.5,9.1,351
22297,2025-01-10 21:00,9.8,219,13.6,1032.8,64,5.3,13.8,3.2,2,1.4,8.3,351
22297,2025-01-10 22:00,9.2,225,13.9,1033.1,62,5.4,13.8,3.1,2,1.4,8.3,350
22297,2025-01-10 23:00,9.9,231,13.9,1032.7,61,5.5,13.7,2.5,1.9,1.3,6.3,341
22297,2025-01-11 00:00,11,244,15.1,1032.3,64,5.7,13.7,3,2,1.4,8.3,357
22297,2025-01-11 01:00,10.2,251,14.1,1031.4,71,5.2,13.7,3,2,1.3,6.3,337
22297,2025-01-11 02:00,11.5,284,15.8,1031.2,76,5.3,13.7,2.9,1.8,1.3,6.7,337
22297,2025-01-11 03:00,8.9,285,12.3,1031.7,58,5.4,13.5,3.1,2,1.2,7.1,355
22297,2025-01-11 04:00,8.4,288,12.4,1031.7,62,5,13.6,2.8,1.8,1.3,6.7,336
22297,2025-01-11 05:00,9.9,283,13.6,1031.3,65,5.1,13.9,3.1,2.1,1.3,7.1,347
22297,2025-01-11 06:00,9.3,289,13.1,1031,61,5,13.8,2.7,1.9,1.2,7.1,345
22297,2025-01-11 07:00,9.1,277,12.2,1030.9,59,5.1,13.6,2.9,1.9,1.3,7.7,347
22297,2025-01-11 08:00,8.3,270,12.9,1031.3,62,5.1,13.8,2.4,1.7,1.1,7.1,347
22297,2025-01-11 09:00,8.6,274,12.1,1031.3,57,5,13.9,2.8,1.7,1.1,7.1,345
22297,2025-01-11 10:00,7.9,272,11.1,1031.8,58,4.8,13.7,2.1,1.5,1.1,7.1,333
22297,2025-01-11 11:00,7.9,271,11.6,1031.7,62,4.6,13.8,2.4,1.5,1,7.7,329
22297,2025-01-11 12:00,7.7,265,11.4,1031.3,64,4.8,13.7,2.6,1.7,1.1,7.7,322
22297,2025-01-11 13:00,7.7,276,12.1,1029.9,65,5.1,13.6,2.4,1.6,1.1,7.7,333
22297,2025-01-11 14:00,8.2,284,12.3,1029.4,70,4.7,13.6,2.4,1.6,1.1,7.1,336
22297,2025-01-11 15:00,8,282,11.3,1028.8,65,5.1,13.6,2.3,1.5,1,6.3,334
22297,2025-01-11 16:00,8.6,276,12.6,1028.4,64,5.2,13.6,2.6,1.6,1.2,7.1,336
22297,2025-01-11 17:00,8.4,281,11.3,1028.2,62,5.2,13.6,2.5,1.6,1.1,6.7,338
22297,2025-01-11 18:00,8.3,288,11.8,1028.1,62,5.2,13.6,2.2,1.5,1,6.7,333
22297,2025-01-11 19:00,7.2,281,10.8,1028.2,61,5.2,13.6,2.3,1.5,1,6.3,343
22297,2025-01-11 20:00,8.5,290,11.2,1028,62,5.2,13.6,2.1,1.3,.9,6.3,347
22297,2025-01-11 21:00,7.8,291,11.3,1027.9,59,5.3,13.6,1.7,1.3,.8,6.7,338
22297,2025-01-11 22:00,7.4,289,10.9,1027.9,59,5.2,13.6,1.9,1.2,.8,6.7,340
22297,2025-01-11 23:00,6.8,298,11,1027.6,60,5.3,13.7,2,1.2,.9,6.3,338
22297,2025-01-12 00:00,6.8,295,11.1,1027,59,5.1,13.7,1.7,1.3,.8,6.3,331
22297,2025-01-12 01:00,7.2,292,9.7,1026.7,58,5.3,13.8,1.7,1.2,.8,6.3,326
22297,2025-01-12 02:00,6.2,285,9.6,1026.4,56,5.2,13.7,1.9,1.1,.8,6.7,330
22297,2025-01-12 03:00,7.2,301,10.6,1026.1,54,5.3,13.6,1.7,1.2,.8,5.9,340
22297,2025-01-12 04:00,7.2,308,10.2,1025.9,56,5.4,13.6,1.6,1.1,.7,5.9,333
22297,2025-01-12 05:00,7.6,305,10.9,1025.5,54,5.3,13.7,1.5,1,.7,5.6,324
22297,2025-01-12 06:00,7.4,312,10,1025.6,54,5.3,13.3,1.5,1,.7,5.3,315
22297,2025-01-12 07:00,7.7,318,11.3,1025.4,54,5.3,12.9,1.8,.9,.7,6.3,331
22297,2025-01-12 08:00,6.8,309,9.3,1025.6,50,5.5,13.3,1.5,.9,.7,5,307
22297,2025-01-12 09:00,7.1,306,10,1025.7,46,5.7,13.4,1.4,.9,.6,5.3,291
22297,2025-01-12 10:00,4.7,294,8.4,1025.9,45,5.7,13.4,1.2,1,.6,5,284
22297,2025-01-12 11:00,5.1,326,7.9,1025.5,48,6,13.6,1.2,.8,.6,5.3,313
22297,2025-01-12 12:00,4.6,314,7.6,1025.3,49,5.9,13.6,1.4,.8,.5,5.3,310
22297,2025-01-12 13:00,4.9,305,7.6,1024.5,52,6.1,13.8,1.7,.7,.5,4.3,324
22297,2025-01-12 14:00,4.5,309,7.3,1023.8,53,6,13.8,1,.8,.5,4.8,313
22297,2025-01-12 15:00,9.4,310,13.4,1024,68,5.8,13.8,1.1,.7,.5,4.5,306
22297,2025-01-12 16:00,3.7,314,6.8,1024.4,73,5,13.8,1,.8,.5,4.5,286
22297,2025-01-12 17:00,8,302,10.7,1024.7,68,6.4,13.8,1.3,.8,.5,4.2,299
22297,2025-01-12 18:00,8.5,310,11.4,1025.2,65,6.4,13.7,1.5,.8,.6,4.3,292
22297,2025-01-12 19:00,8.7,304,12.7,1026,68,6,13.6,1.9,.9,.7,4,334
22297,2025-01-12 20:00,9.7,302,13.2,1026.3,57,6.8,13.7,1.4,1,.7,4.8,288
22297,2025-01-12 21:00,8.7,294,12.3,1026.9,58,6.8,13.6,2,1.1,.8,4.2,329
22297,2025-01-12 22:00,9.5,300,13.2,1027.2,59,6.6,13.7,2.1,1.4,.9,6.3,255
22297,2025-01-12 23:00,7.6,301,10.4,1027.5,58,6.5,13.8,2.5,1.4,1,5.6,291
22302,2025-01-01 00:00,5.2,216,8.1,1018.8,51,7.4,14.3,2.3,1.6,1,9.5,354
22302,2025-01-01 01:00,6.4,213,9,1018.6,46,7.3,14.2,2.2,1.7,1.1,9.5,0
22302,2025-01-01 02:00,6.6,231,8.9,1018.5,47,6.7,14.1,2.2,1.6,1.1,9.5,345
22302,2025-01-01 03:00,6.6,257,9.1,1018.8,46,6.8,14.1,2.3,1.6,1,9.5,351
22302,2025-01-01 04:00,6.8,275,9.2,1018.7,46,7.3,14.1,2,1.5,1,9.1,6
22302,2025-01-01 05:00,8.9,288,10.7,1018.6,43,7.6,14.1,1.8,1.3,.9,8.3,3
22302,2025-01-01 06:00,10.3,285,13.1,1019,43,7.5,14.1,2.6,1.6,1,9.1,351
22302,2025-01-01 07:00,12.4,287,15.5,1019.7,43,7,14.2,2.1,1.4,.9,9.1,4
22302,2025-01-01 08:00,10.6,286,14.2,1020.1,50,6.7,14.2,2.2,1.5,1,5.7,316
22302,2025-01-01 09:00,9.8,284,12.7,1020.5,52,7,14.2,2.5,1.7,1.1,6.1,307
22302,2025-01-01 10:00,10.2,283,12.9,1020.7,52,6.8,14.2,2.6,1.6,1,6.1,319
22302,2025-01-01 11:00,9,277,11.1,1020.5,54,7.1,14.2,2.6,1.5,1,6.1,312
22302,2025-01-01 12:00,9.5,278,12,1020.1,55,7.3,14.2,2.5,1.6,1,7.4,335
22302,2025-01-01 13:00,8.7,275,10.7,1019.6,50,7.6,14.2,2.7,1.8,1.1,7.1,331
22302,2025-01-01 14:00,5.8,273,8,1019.2,49,7.6,14.2,2.6,1.8,1.1,7.7,337
22302,2025-01-01 15:00,6.4,254,9.1,1019,51,7.8,14.3,3,1.6,1,7.7,329
22302,2025-01-01 16:00,7,253,9.3,1019,51,8.4,14.4,2.5,1.5,.9,6.9,337
22302,2025-01-01 17:00,7.3,251,9.7,1019.2,50,8.6,14.4,2.7,1.5,.9,6.7,335
22302,2025-01-01 18:00,7,243,9.6,1019.7,49,8.8,14.4,2.2,1.4,.9,7.1,329
22302,2025-01-01 19:00,5.7,245,8.1,1019.7,47,9.2,14.3,2.1,1.1,.7,7.7,337
22302,2025-01-01 20:00,6.2,248,7.6,1019.8,46,9.7,14.3,2,1.3,.8,7.1,345
22302,2025-01-01 21:00,7.3,254,9.6,1019.9,45,9.5,14.3,1.8,1.1,.7,7.1,354
22302,2025-01-01 22:00,7,264,9.4,1019.6,45,9.3,14.3,1.8,1,.7,6.5,335
22302,2025-01-01 23:00,6.4,259,9.2,1019.9,49,9.4,14.3,1.9,1.2,.8,6.5,339
22302,2025-01-02 00:00,6.5,278,8.4,1019.9,43,9.3,14.3,1.7,1,.6,6.7,6
22302,2025-01-02 01:00,6,294,9.2,1019.9,48,9.1,14.3,1.5,1,.7,5.7,338
22302,2025-01-02 02:00,6.5,309,9.4,1020.3,49,9.1,14.3,1.5,1,.7,6.7,357
22302,2025-01-02 03:00,6.9,311,9.2,1020.5,50,9.1,14.3,1.6,.9,.6,5.6,345
22302,2025-01-02 04:00,6.9,307,9.4,1020.7,49,8.9,14.3,1.6,1,.6,5.3,318
22302,2025-01-02 05:00,7.4,314,10.2,1020.9,49,8.7,14.4,2.2,1.1,.7,5.9,338
22302,2025-01-02 06:00,9.9,312,13.6,1021.2,56,8.2,14.4,1.7,1,.7,6.1,342
22302,2025-01-02 07:00,9.2,316,12.1,1021.7,54,7.7,14.4,1.8,1.2,.8,6.5,334
22302,2025-01-02 08:00,8.9,319,11.7,1022,52,7.9,14.4,2.1,1.5,1,7.4,343
22302,2025-01-02 09:00,7.8,329,10.4,1022.3,50,8.1,14.4,2.2,1.6,1.1,7.7,338
22302,2025-01-02 10:00,7.5,314,10.6,1022.5,47,8.1,14.4,,1.6,1,8,322
22302,2025-01-02 11:00,7.6,312,9.8,1022.3,47,8.3,14.4,2.6,1.4,.9,6.7,338
22302,2025-01-02 12:00,7.8,302,10.2,1021.7,47,8.1,14.4,2,1.3,.8,6.9,338
22302,2025-01-02 13:00,7.1,299,9.6,1021,46,7.9,14.4,1.7,1.3,.9,7.4,333
22302,2025-01-02 14:00,7.3,306,9.6,1020.7,50,7.9,14.4,1.7,1.1,.7,5.9,335
22302,2025-01-02 15:00,7.5,307,10.4,1020.6,51,7.7,14.4,1.6,1.2,.8,5.9,330
22302,2025-01-02 16:00,7.3,319,10.9,1020.8,49,7.6,14.5,2,1.1,.7,5.9,344
22302,2025-01-02 17:00,5.8,323,9,1021.3,47,7.2,14.5,2,1.2,.8,5.9,341
22302,2025-01-02 18:00,4.7,298,7.9,1021.5,48,7.3,14.5,1.9,1.3,.8,6.5,346
22302,2025-01-02 19:00,3.8,292,6,1022.1,48,7.3,14.5,1.9,1.2,.8,6.9,351
22302,2025-01-02 20:00,3.8,286,5.8,1022,49,7.3,14.5,1.6,1.1,.7,6.1,3
22302,2025-01-02 21:00,3.7,291,5.4,1021.7,51,7.4,14.5,1.8,1,.7,6.9,22
22302,2025-01-02 22:00,3.8,275,6.9,1021.2,49,7.5,14.5,1.6,1,.7,6.3,34
22302,2025-01-02 23:00,6,276,8.6,1020.7,46,7.6,14.5,1.6,1,.7,6.5,25
22302,2025-01-03 00:00,7.3,278,9.8,1020.9,41,7.4,14.5,1.6,1.1,.7,6.3,27
22302,2025-01-03 01:00,8.3,289,11.7,1020.7,42,7,14.5,1.6,1.2,.8,7.1,36
22302,2025-01-03 02:00,8.1,296,12.1,1020.6,43,6.4,14.5,1.9,1.2,.8,7.4,10
22302,2025-01-03 03:00,9.7,303,15.5,1020.6,43,6,14.4,1.9,1.3,.8,6.3,351
22302,2025-01-03 04:00,8.5,313,12.2,1020.4,42,5.5,14.4,2,1.3,.8,6.3,13
22302,2025-01-03 05:00,9.6,304,13.4,1020.2,45,5.2,14.4,2.4,1.4,.9,6.9,9
22302,2025-01-03 06:00,9.1,309,12.4,1020.4,43,4.8,14.3,2.6,1.6,1,6.7,351
22302,2025-01-03 07:00,10,313,13.2,1020.7,45,4.6,14.3,2.1,1.5,1,5.1,324
22302,2025-01-03 08:00,9.6,309,12.7,1020.9,46,4.5,14.3,2.6,1.7,1.1,6.7,349
22302,2025-01-03 09:00,10.5,311,14.2,1021.6,46,4.3,14.2,2.6,1.7,1.1,7.1,342
22302,2025-01-03 10:00,10,298,13.6,1022.5,45,3.8,14.2,2.7,1.7,1.1,7.1,343
22302,2025-01-03 11:00,10.8,292,14.8,1022.5,46,3.8,14.2,2.9,1.8,1.1,6.5,333
22302,2025-01-03 12:00,10.5,303,13.7,1022.4,48,3.5,14.2,2.9,1.8,1.1,6.5,328
22302,2025-01-03 13:00,13.1,294,17,1022,51,3.3,14.2,3.1,1.8,1.2,6.3,333
22302,2025-01-03 14:00,12.9,309,16.6,1022,48,3.2,14.2,3.8,2.1,1.3,6.3,317
22302,2025-01-03 15:00,12.1,304,16.1,1022.3,50,3.3,14.2,3.5,2.2,1.4,7.7,325
22302,2025-01-03 16:00,11.8,316,15.1,1022.6,46,3.7,14.2,3.2,2.5,1.6,8,339
22302,2025-01-03 17:00,8.6,313,12.2,1022.9,45,3.8,14.1,3.9,2.7,1.8,7.7,345
22302,2025-01-03 18:00,8.9,308,12.3,1023,43,4.2,14.1,2.9,2.1,1.3,8,331
22302,2025-01-03 19:00,6.4,292,9.3,1023.2,44,4.5,14.1,3.3,2.2,1.4,8.3,343
22302,2025-01-03 20:00,5.6,288,8.1,1023,41,5,14.1,2.5,1.8,1.2,7.7,340
22302,2025-01-03 21:00,6.5,287,9,1023.1,39,5.1,14.1,3.3,1.9,1.2,8,338
22302,2025-01-03 22:00,6.6,289,10,1023.4,41,5,14.1,2.4,1.7,1.1,8,344
22302,2025-01-03 23:00,6.4,306,9.3,1023.5,43,4.8,14.1,2.5,1.6,1.1,6.9,353
22302,2025-01-04 00:00,7,304,8.9,1023.3,47,4.5,14.1,3,1.6,1,7.4,343
22302,2025-01-04 01:00,7.7,302,10.9,1023.1,48,4.4,14.1,2.8,1.5,1,6.9,338
22302,2025-01-04 02:00,6.2,311,9,1023.3,47,4.5,14,2.1,1.3,.9,7.1,349
22302,2025-01-04 03:00,7.5,302,9.9,1023.6,49,4.4,14.1,2.5,1.5,1,6.7,345
22302,2025-01-04 04:00,7.5,283,9.8,1023.4,49,4.3,14,2.3,1.4,.9,6.7,351
22302,2025-01-04 05:00,5.7,285,8.8,1023.4,50,4.2,14,2.2,1.4,.9,6.3,10
22302,2025-01-04 06:00,5.4,287,9.1,1023.4,50,4,14,2,1.1,.7,6.7,355
22302,2025-01-04 07:00,5.9,278,8.6,1023.7,50,4.2,14,1.8,1.2,.7,6.7,6
22302,2025-01-04 08:00,4.9,281,7.4,1024.1,50,4.3,14,2,1.2,.8,6.7,350
22302,2025-01-04 09:00,5.4,283,8,1024.2,50,4.4,14,2.2,1.4,.9,6.9,357
22302,2025-01-04 10:00,3.9,286,6.2,1024.5,46,4.6,14,2.4,1.3,.9,6.9,342
22302,2025-01-04 11:00,3.7,287,5.7,1024.6,47,4.7,14.1,2.2,1.3,.8,6.9,351
22302,2025-01-04 12:00,3.6,296,5.5,1024.2,46,5,14.1,1.9,1.2,.8,7.1,344
22302,2025-01-04 13:00,4.6,289,7.9,1023.8,51,4.8,14.1,1.8,1.1,.7,7.1,345
22302,2025-01-04 14:00,5.9,291,7.9,1023.9,53,4.9,14.1,2.2,1.1,.7,6.7,332
22302,2025-01-04 15:00,5.1,304,7.4,1024.1,51,5.1,14.1,1.6,1.1,.7,6.9,344
22302,2025-01-04 16:00,6.3,299,8.9,1024.5,47,5.4,14.1,1.6,1,.7,6.9,342
22302,2025-01-04 17:00,6.1,320,9.6,1024.4,46,5.4,14.1,1.4,.9,.6,5.9,354
22302,2025-01-04 18:00,6.7,303,9.2,1024.9,47,5.6,14.1,1.4,.8,.5,6.3,8
22302,2025-01-04 19:00,5.9,320,8.2,1025.1,40,5.7,14.1,1.3,.8,.5,6.5,347
22302,2025-01-04 20:00,3.3,303,5.6,1025.2,39,5.8,14.1,1.1,.8,.5,5.6,19
22302,2025-01-04 21:00,2.3,264,4.1,1025.4,41,5.8,14.1,1.8,.8,.6,4.8,340
22302,2025-01-04 22:00,3.6,231,5.9,1024.7,43,6,14.1,1.5,.9,.5,6.1,11
22302,2025-01-04 23:00,3.6,194,5.8,1024.2,40,6.3,14.1,1.5,.9,.6,8.3,26
22302,2025-01-05 00:00,4.3,249,6.6,1024.2,44,6.4,14.1,1.5,.8,.5,5.3,354
22302,2025-01-05 01:00,4.7,218,7.1,1023.2,41,6.1,14.1,1.1,.8,.5,6.7,41
22302,2025-01-05 02:00,3.8,205,6.1,1022.8,37,6.1,14.1,1.6,.8,.5,6.3,9
22302,2025-01-05 03:00,4.5,227,6.8,1022.5,41,5.9,14.1,1.7,.9,.6,5.9,358
22302,2025-01-05 04:00,6.5,234,8.3,1022.4,43,6.1,14.1,1.2,.8,.5,6.7,33
22302,2025-01-05 05:00,6.4,237,8.9,1022.3,44,6.2,14.1,1.4,.8,.5,6.1,357
22302,2025-01-05 06:00,6.5,251,8.9,1022.4,46,6.3,14.1,1.4,.8,.5,5.7,359
22302,2025-01-05 07:00,5.6,238,6.9,1022.5,47,5.9,14.1,1.4,.7,.4,5.4,357
22302,2025-01-05 08:00,5.9,238,7.9,1022.7,47,6.2,14,.9,.6,.4,7.1,16
22302,2025-01-05 09:00,7,226,8.9,1022.6,50,6.6,14,1.1,.7,.4,5.7,2
22302,2025-01-05 10:00,7.3,220,9.5,1022.4,53,6.9,14,1.2,.7,.4,6.5,17
22302,2025-01-05 11:00,8.4,220,10.3,1021.9,54,7.8,14,1.4,.8,.5,6.9,24
22302,2025-01-05 12:00,9.1,223,11.2,1020.9,56,7.8,14,1.6,.9,.6,4.9,257
22302,2025-01-05 13:00,10.8,213,14.2,1020,52,8.3,14,1.5,1,.6,4.5,225
22302,2025-01-05 14:00,9.9,206,13.3,1019.3,52,8.4,14,1.8,1.1,.7,4.8,226
22302,2025-01-05 15:00,11.7,219,13.9,1018.6,53,9.1,14,1.8,1.1,.7,4.9,221
22302,2025-01-05 16:00,11.1,221,13.8,1018.3,59,9,14,1.9,1.2,.8,5.4,221
22302,2025-01-05 17:00,11,231,13.4,1018.2,60,9.4,14,2.4,1.4,.9,5.9,230
22302,2025-01-05 18:00,11.6,228,14.1,1018,61,7.3,14,2,1.4,.9,5.7,216
22302,2025-01-05 19:00,10.1,222,12.2,1018.1,60,7.4,14,1.9,1.2,.8,6.1,232
22302,2025-01-05 20:00,9.1,248,11.2,1018,62,9.8,14,2,1.3,.9,5.7,228
22302,2025-01-05 21:00,10,239,12.1,1017.7,63,9.7,13.9,2.2,1.3,.8,5.9,221
22302,2025-01-05 22:00,9.1,245,11.3,1017.5,65,9.4,13.9,1.8,1.2,.8,5.6,217
22302,2025-01-05 23:00,9.6,243,12,1017.2,65,9.2,13.9,1.7,1.2,.8,5.4,216
22302,2025-01-06 00:00,9.8,251,12.7,1016.6,56,9.4,13.9,1.9,1.3,.9,5.9,191
22302,2025-01-06 01:00,10.4,254,13.2,1016,55,9.3,13.8,2.3,1.3,.9,5.4,210
22302,2025-01-06 02:00,8.4,257,11.5,1015.7,57,9.2,13.7,1.8,1.3,.8,5.6,193
22302,2025-01-06 03:00,7.5,245,9.8,1015.7,62,9,13.7,1.4,1,.6,5.6,193
22302,2025-01-06 04:00,7.4,254,10,1014.9,66,8.9,13.7,1.3,.8,.5,5.9,185
22302,2025-01-06 05:00,7.1,258,9.2,1014.5,63,9.2,13.7,1.1,.8,.5,4.3,261
22302,2025-01-06 06:00,6.4,268,8.2,1014.2,65,9.2,13.7,1.2,.8,.5,5.1,181
22302,2025-01-06 07:00,6.4,271,8.8,1014,67,9,13.7,1.1,.8,.5,4.8,194
22302,2025-01-06 08:00,4.6,255,6.9,1013.9,66,9,13.7,1.3,.7,.4,5.1,174
22302,2025-01-06 09:00,6.3,229,7.9,1013.5,65,9.6,13.7,.9,.5,.3,5,176
22302,2025-01-06 10:00,6.8,219,9.3,1012.9,63,8.9,13.8,1,.6,.4,5.6,169
22302,2025-01-06 11:00,8.4,229,11.3,1012.5,62,9,13.9,1.1,.6,.4,5,200
22302,2025-01-06 12:00,8.8,245,10.9,1011.4,63,9.5,14,1.3,.8,.5,4.3,250
22302,2025-01-06 13:00,9.3,256,11.9,1010.6,62,9.4,14.1,1.4,.8,.5,4.4,243
22302,2025-01-06 14:00,9.9,245,12.5,1009.9,55,9.7,14.1,1.2,.9,.6,4.9,250
22302,2025-01-06 15:00,9.5,252,12.2,1009.8,51,9.3,14.1,1.5,.9,.6,4.8,246
22302,2025-01-06 16:00,9.9,246,12.8,1009.8,52,9.2,14.1,1.8,.9,.6,4.9,273
22302,2025-01-06 17:00,11.2,304,14,1009.8,57,8.6,14.1,1.4,1,.7,5.6,229
22302,2025-01-06 18:00,9.6,289,13.2,1010.3,51,8.6,14.1,1.9,1.1,.7,5.3,278
22302,2025-01-06 19:00,11.8,309,15.6,1010.7,71,7.7,14.1,2.1,1.3,.9,5.3,291
22302,2025-01-06 20:00,10.1,292,13.3,1011.3,52,7.8,14.1,3.2,1.9,1.2,6.1,308
22302,2025-01-06 21:00,9.9,283,12.6,1011.8,52,7,14.1,3.4,2.2,1.4,6.5,313
22302,2025-01-06 22:00,10.4,283,13.8,1011.7,54,6.7,14.1,2.5,1.5,1,5.9,278
22302,2025-01-06 23:00,10.3,289,13.2,1011.9,53,6.3,14.1,3.5,2.1,1.3,6.7,322
22302,2025-01-07 00:00,10.1,280,13.4,1011.8,58,6.3,14.1,3.4,1.9,1.2,6.9,325
22302,2025-01-07 01:00,10.2,286,13.1,1011.3,55,5.9,14.1,2.9,2.1,1.3,7.1,332
22302,2025-01-07 02:00,9.7,278,13,1011.3,52,5.6,14,3.7,2.1,1.3,7.4,338
22302,2025-01-07 03:00,10.9,287,14.4,1011.4,57,5.2,14,3.5,2.2,1.3,7.1,341
22302,2025-01-07 04:00,9.9,280,13.1,1011.5,55,4.7,14,3.4,2,1.3,7.4,338
22302,2025-01-07 05:00,9.9,278,13.9,1011.4,53,4.2,14,4,2.2,1.4,6.5,318
22302,2025-01-07 06:00,9.2,285,12.2,1011.9,48,3.5,14,3.9,2.2,1.4,6.7,326
22302,2025-01-07 07:00,11.1,282,15.7,1012.3,53,2.8,14.1,3.4,2.3,1.4,6.9,331
22302,2025-01-07 08:00,11.5,276,14.2,1012.5,53,2.6,14.1,4.2,2.4,1.6,8.3,346
22302,2025-01-07 09:00,11.6,281,14.7,1012.6,56,2.6,14,3.6,2.4,1.5,9.5,353
22302,2025-01-07 10:00,10.8,274,13.9,1013,54,2.4,14,3.6,2.2,1.5,9.1,351
22302,2025-01-07 11:00,13,272,17.4,1012.8,50,2.5,14,3.3,2.3,1.5,8.7,353
22302,2025-01-07 12:00,12.3,287,16,1012.6,49,2.4,14,3.8,2.6,1.6,9.5,4
22302,2025-01-07 13:00,13.8,279,18.1,1011.8,44,2.9,14,5,2.7,1.8,8.3,356
22302,2025-01-07 14:00,13.9,289,17.3,1011.4,43,3.5,14,5.1,3.5,2.2,9.1,19
22302,2025-01-07 15:00,12.4,281,17.3,1012,45,4.3,14,5.6,2.8,1.8,10,13
22302,2025-01-07 16:00,10.4,271,14.5,1012.6,44,4.1,14,4.8,3,2,9.5,24
